time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10
55393.11202591,14.956538599292115,13.44109873425543,14.308415313674631,8.834768460601376,11.996351807446649,13.057688263670123,13.791663327185288,10.964093404028807,12.558249591249362,12.627760112387103,14.832772087102814
59205.616437439996,15.035566849517455,13.506894489170216,14.464237266824288,8.862521951818168,11.977094172928057,13.095825199617117,13.824737983935242,11.135601941856379,12.586733337887617,12.634373646536085,14.7173729799178
57949.272017765004,15.10573707669204,13.45718943879548,14.35550917711768,8.868167886391728,12.017908562180983,13.088440410040198,13.826244582071352,11.091705472549133,12.547549358317477,12.633999835753082,14.83800625023049
58314.89969002,14.955227524599481,13.503237129564784,14.404724132174335,8.875365699241678,12.040040037875047,12.998918203635636,13.88608771023245,11.13210322050063,12.59772767039608,12.687152180138778,14.881119720715025
57392.48890939,15.348089407298717,13.476024541804954,14.340184235142976,8.846607849912248,12.01358309127023,13.063332995488109,13.871531067060545,11.033269767181997,12.589508970481841,12.629549475380623,14.838915182113245
59410.356826745,15.04670578545226,13.452280316537776,14.46826178341244,8.893566889012044,11.983860356757878,13.07157322678629,13.843374511379698,11.187684521879284,12.60238685997346,12.68852004649438,14.869285922856958
57754.95251509,15.152873782414167,13.454790366671338,14.34992815197028,8.855561202450527,12.004528964907974,13.074409704891034,13.795024467011636,11.048073439965444,12.566635976175542,12.625058859616244,14.861082371537224
55206.14553891,15.191771184734247,13.496245375152002,14.35344472099622,8.80347328431654,11.994977040609836,13.030441891157055,13.736085089346851,10.90279834018276,12.603232785264856,12.615538365263724,14.785419369748658
57583.985073405,15.168067725086756,13.507539521257067,14.272307142404076,8.854634842916724,12.007785227520973,13.04300076704636,13.923949223131034,11.062239314064094,12.630100366149675,12.666382767882439,14.851609981426423
59571.20884489,15.010861422713857,13.427254092064823,14.28694396314088,8.864076743416215,11.953732641446964,13.089269312590332,13.862302655870693,11.073028937652929,12.585698940500397,12.662669487780153,14.919935197213869
56856.613217275,14.975321746540043,13.458670173046812,14.339679428060366,8.85018228147732,11.990002248781936,13.029125067075823,13.839613488850512,11.02943299986647,12.560446222884847,12.642663476295017,14.729250433464186
58113.814410245,15.068419728867198,13.474941091399154,14.356723506445,8.860881494966128,12.01546887776844,13.04385490962677,13.776041573748715,11.125048933999516,12.59301676738849,12.640931328993416,14.88489830238546
58679.070622375,14.913954861812252,13.399473811860496,14.394206370615255,8.884093677207892,12.010536961627846,13.007690096403376,13.856897612556512,11.208166391998185,12.558788424880108,12.68468005937836,14.840438266461083
57032.894352655,15.159119856967314,13.455118797901607,14.36500661627999,8.861172547620525,12.010840184034448,13.039009165515493,13.787212373789561,11.069860687299167,12.600981606245982,12.633661828702628,14.800293815275412
58840.018470985,15.357536560161826,13.51534721976976,14.434862114001907,8.860586187825584,12.02041540965062,13.055111753384141,13.84848179771395,11.17247203105558,12.5900705721275,12.654479798466815,15.001058029543598
57219.7369818,15.097598876324133,13.480335065557727,14.364900175474839,8.867904678440254,12.014166046332345,13.084971012775592,13.828738220819416,11.087875795773254,12.560735165814675,12.653185784711228,14.76013291932305
58476.031278705,15.134714550843674,13.481949817498178,14.374888922990262,8.866040032319058,12.002641635087627,13.019706983680587,13.847531843497945,11.13279647077799,12.623492761678197,12.64568287231139,14.892325629626635
56856.613217275,15.026372969508971,13.447823707882657,14.326675120613276,8.856834080808548,11.994650638337598,13.048573318926845,13.806912074042609,11.057337995382968,12.575821530726916,12.614705353122018,14.911041430371942
59045.116586874996,15.101870281699183,13.443191122507784,14.177495303865674,8.89418004882223,12.013889374513555,13.084008190946017,13.825716631135037,11.141196776616956,12.625591616178099,12.668026664571258,14.988925687581865
56667.47963286,15.139682214051499,13.450854155715918,14.260903457709594,8.854376144548016,12.012651434323024,13.038382777394466,13.814113161618893,11.052771195853818,12.57932537872465,12.622970262448503,14.73308637804565
