time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49
56924.612932774995,13.397570852990492,12.796612406510112,12.539984887811725,14.050773438661555,13.258854766747568,12.302490161358405,12.256360632649516,13.107769788091877,13.868804525108375,13.04921832381327,12.065136456006877,12.916550489226827,12.626043490257805,12.579015377554512,11.895703873063221,12.394989526664316,12.41499505832295,12.122689249579622,7.991012589190334,8.36480980645424,9.093873961105338,13.74761069676369,13.283244559771518,11.591785204381626,11.680066149137515,13.291906429660637,11.733354717508265,14.746381056646735,14.270133692064944,13.630696234637709,13.85396404276157,12.210133611709955,10.943843244049113,12.411729789535055,12.843615547234915,8.158304851720507,13.205066334470528,12.696326998459847,13.366661175046975,14.855688462043624,13.921751029087826,13.806667312406917,11.417766942435152,12.621762689854334,11.257603089366379,13.691549343907012,11.066384041222333,19.22,13.550166280438653,12.717751657588432
59461.873783425006,13.467065602271715,12.7144962765472,12.594746667147046,14.253603764556487,13.26401533558885,12.325078017719433,12.25190340280418,13.106449174105075,13.832900045325047,13.131036698003664,12.073072431097911,12.946995441297682,12.5958618644043,12.592167306582667,11.903423292548434,12.495447192264427,12.469051301326028,12.143346850262967,8.278774699097994,8.635500450404482,9.531100366497492,13.738728106949612,13.367186894588174,11.578905325776583,11.669209529783073,13.23775532573982,11.763924548824267,14.582178777725794,13.902311428857692,13.495361358469664,14.056260671022693,12.232312621954845,10.92426862541259,12.49711823450057,12.883440227715708,8.149259745526725,13.237583283703566,12.683133972776366,13.678255558283345,15.301166844430933,13.737554048050692,13.724783447515444,11.422113503311142,12.651008792253851,11.280790145012523,13.854246553607771,11.09765462978078,17.342203414944567,13.578739072136912,12.815601900442273
58568.20192749,13.367212038592395,12.698017313822817,12.628758224069708,14.305951087288056,13.273697790259872,12.294324327249678,12.276161883301292,13.167415936111135,13.695744814052635,13.051799653093104,12.126431338776317,13.090656834481921,12.609632225333764,12.603037828290512,11.863465702806286,12.368753807976292,12.447761408129018,12.096951343408593,8.364540967925658,8.842803978983772,9.884150851552022,13.777670122013829,13.446109893788119,11.564600522073832,11.664161779259404,13.188657900172805,11.746574137870072,14.356659858374377,13.587454149650878,13.552726942983895,13.930210776332443,12.210894184930963,11.051072932356423,12.44708697848512,12.867134504557592,8.149960928789614,13.245020808016621,12.738852356810282,13.480534455276803,14.741227486353674,13.744542791454052,13.699463155988466,11.422576720846974,12.633000610815722,11.275727070651946,13.601288990673451,11.08810538020942,17.41889450967057,13.583699058086827,12.718898922099292
57474.605989495,13.363566714390382,12.68629651952556,12.590169315033249,14.41076123742929,13.311711034453644,12.285566562634664,12.235251749179898,13.210422736724544,13.809014552746575,13.115916820065753,12.060356535663573,13.034956801566603,12.587965927783062,12.571745780534997,11.85545389521898,12.409006884580387,12.419168079684852,12.09235731634624,7.614592559245563,7.971767254563498,8.748701558720164,13.69668407119758,13.346145017931372,11.57368069276819,11.655133089556537,13.31366889923156,11.757580159402941,14.718254344961187,15.773460256062593,13.504425228229183,13.9856239827234,12.22697060375464,11.024929625338928,12.5244585481228,12.889172173072986,8.109509815346815,13.127033365219155,12.723184203774538,13.472052795336287,14.770617346179527,13.810399133366191,13.666200300778675,11.443536728343728,12.635072872864196,11.264965320408956,13.804655668474515,11.108379716802341,16.36491951501122,13.632316098034387,12.773594134209226
57106.934567389995,13.325584763384462,12.726550937919933,12.545492584359156,14.227705956073892,13.300270651641442,12.256033429177961,12.229260366408255,13.21920742560483,13.744138788097947,13.08279137254645,12.040714862226412,12.978041989213695,12.568041510919118,12.567682350297526,11.890225138505123,12.391681511075332,12.447251784837436,12.103683346856071,7.964394241829527,8.353858694012937,8.831261376735862,13.688162312058445,13.284086291111164,11.567651130772578,11.648672384411613,13.122636857357323,11.752433069744,14.407282033884218,14.189673351152056,13.468293988230082,13.978107617946597,12.245834504275548,11.009504888556606,12.468715366514273,12.852785338414273,8.120574089822666,13.151878491758403,12.741305502651334,13.50542525774813,14.761159660120336,13.762728310626235,13.844346979909242,11.431276200940411,12.641534842661157,11.25400317224126,13.73083365490689,11.086043143018355,15.750498630435972,13.531002203531946,12.749902984358053
59663.519671795,13.362178937446558,12.704056270731078,12.624842644731645,14.336611356616972,13.323536868195214,12.275872179980977,12.244057414449808,13.202165611418623,13.813841424052542,13.112517444726405,12.073150521908968,13.039152016052663,12.539723225518086,12.57950396458222,11.86668212288123,12.380015350472382,12.384146216516973,12.120608574152191,8.179792003344076,8.580117209197795,9.477914310288218,13.783262788930037,13.40149091180183,11.578305382143082,11.641248312028475,13.25835690294952,11.726267427417884,14.591083153059996,13.78485942911435,13.4625949282273,14.06639495226035,12.245255268886417,11.05195384603494,12.462740463330768,12.876816548177532,8.13397392753323,13.215509793642385,12.77009739874333,13.539127682220409,14.767916271556928,13.79250463849899,13.645392031426441,11.430263820578753,12.646425530739254,11.277356319448545,13.760636005236858,11.10858087513663,16.865947548143392,13.596430183262727,12.787790886904174
58366.41571638,13.379548656052878,12.706777033877001,12.582781967140905,14.25238936906325,13.302234277971445,12.332437357272752,12.258806220811836,13.137065164356912,13.768511426064853,13.089701764745294,12.099812487351015,12.995377626256122,12.610890317307375,12.569771588148017,11.89520744098568,12.430898859291576,12.47618440237544,12.132651231204454,8.575268648942755,8.988801598003484,9.783430881025884,13.812059727863629,13.382778773537902,11.586906734885766,11.670908999264112,13.15098907408463,11.778091524637963,14.455841672696545,13.649277720018373,13.614691394262422,13.891856187009381,12.189839408368718,10.882597068302028,12.419596272895367,12.829112785283728,8.141207255043602,13.144601263936256,12.703612201230795,13.520784395669045,15.047928054969374,13.687237335010549,13.74384469623348,11.44647961905607,12.614624919369865,11.289375878656545,13.756808357414416,11.093390582579373,15.43180884321532,13.581983853960496,12.827419311938636
57285.09078344,13.310870147350082,12.698869015527174,12.559437512298077,14.130758337455731,13.258156749013848,12.275083466080302,12.290709285839045,13.144242660753429,13.731449922660515,13.082723413955167,12.083141556564398,12.90904230011417,12.631365430181242,12.577034032546619,11.825779643761322,12.405348095818946,12.452604111229899,12.05496854242298,8.109459740260872,8.430207988057665,9.054558300286812,13.728102650851305,13.371684240909827,11.57088223173687,11.66078201554562,13.221260738473354,11.758845171755778,14.498691575451927,14.147322560403623,13.418287304303504,13.983191213287666,12.22763826941541,10.978017198089525,12.459922098647718,12.98581991521919,8.156001830605934,13.210193949476318,12.783784136261053,13.534519496718907,15.234018352245593,13.823209023965548,13.808939958985077,11.440944053349936,12.668261387128156,11.244708002326087,13.749812605843534,11.110381085920235,16.417252502431154,13.543280469479702,12.837668014716307
57838.272009005,13.322527235883323,12.755328835490408,12.627736453058377,14.219626745145426,13.247530372813697,12.297396914564843,12.249025615615325,13.165487619881763,13.753793535883071,13.096870461016358,12.052642255211328,13.000697912361234,12.592797127751782,12.59487500487822,11.869334338956198,12.40758353794629,12.435322231043925,12.113830953742408,7.796994443849122,8.17493752134941,9.341586485431078,13.75003843043753,13.425766570751028,11.606419462059682,11.641227427078777,13.254749601246983,11.762717293107636,14.553937664474073,14.175151388373553,13.508476889449877,13.864688041295544,12.186678314949729,11.155101272409528,12.462059981676521,12.87181833175328,8.162308788810545,13.317938456543619,12.745016389847299,13.502035391772308,15.010408931920468,13.915003919162235,13.858055279373396,11.393334837196745,12.630966589572305,11.26687267854629,13.7061353245728,11.100296532890452,19.22,13.583077002628775,12.728761975335855
58933.76110605,13.258127695468373,12.807681385163754,12.551621064661491,14.364323764282473,13.239901586619522,12.25011997106692,12.243028813170842,13.165847648881298,13.527589327079594,13.165766667428956,12.016417256881816,12.972569593324605,12.648649262569544,12.60475224830999,11.871832174963242,12.423318139435331,12.42569619777185,12.085567072348217,8.218870964048774,8.54928047722884,9.565986676052388,13.691505606949148,13.4186058486694,11.556802132087503,11.639480152187849,13.25718251330531,11.7516603058047,14.597356048548669,13.742444727682438,13.44324720510244,13.958939165088834,12.198534952106028,11.136759798066025,12.485700574108003,12.893264036422357,8.179541753245804,13.190250608158884,12.825089893142787,13.650023945185586,14.520931901793213,13.75536180353518,13.702339981292065,11.436432068860707,12.674299306729626,11.262921356099785,13.62412732663182,11.08629332126104,19.84121994812863,13.557038486568613,12.807033333000085
