time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7
55248.744835915,14.112086359700061,20.278,10.961800213195474,13.563872725325904,13.16610286371971,13.942058478754177,8.871529900263267,12.899030883620016
58518.614284935,14.108170699894584,20.278,11.006079975838281,13.536183047325542,13.14664303782472,13.934403109273925,8.715078691880175,12.916837161803878
57995.99702644,14.08605876404141,20.278,10.980087812674372,13.555961357973596,13.17500464466855,13.94440228583728,9.07811371825,12.927317763530567
59457.196540795,14.059873850593773,20.278,10.967362592952094,13.564020428679454,13.154433637875586,13.963499402784754,8.90047613654579,12.91713077187133
57797.31448268,14.157806741153479,20.278,10.98560655333327,13.563417173178847,13.158941688290733,13.994792845863543,9.260254569981303,12.900046156023825
58154.318742485004,14.21454198050209,20.278,11.010811754174453,13.573028270773102,13.162021662580747,13.975525324064568,9.020349459880537,12.918073251911435
58362.026764515,14.0196339627773,20.278,10.970295223478571,13.539592314648191,13.157550301935713,13.909016978988477,8.854948207799419,12.914810095704185
56711.998263465,14.174197154396987,20.278,11.001271703603758,13.540217352676885,13.164169872352632,13.91778525078149,8.804339457642863,12.937954846515083
57631.88747298,14.018313905741048,20.278,10.97038791562848,13.524206259111127,13.16397239927353,13.948414278633077,9.062881103250549,12.902871401719368
59617.02387371,14.158783317124675,20.278,10.99211335444338,13.555084124739599,13.140130129627046,13.943967138300366,8.77250852500722,12.927021752960725
59091.493104755005,14.05167404089361,20.278,10.985199603299295,13.548696367715667,13.199034799470866,13.966375568750143,8.665441156384533,12.921322670371827
57432.10574339,14.14613317681521,20.278,11.01361493398115,13.524581630600032,13.150826648098137,13.965691925949145,9.206606411392984,12.90653605728483
56903.067859545,14.011354170665122,20.278,10.978897531529759,13.544263109650915,13.192702597569303,13.983295106888084,8.977689100074542,12.914686756818043
58884.287735245,14.160110660344895,20.278,11.006345285809761,13.557939745126971,13.14996580597319,13.991119817246238,8.951460546417339,12.922768567676618
57267.375630665,14.060179862651903,20.278,10.975566460417124,13.520201108597467,13.185017018821684,14.017265334292937,8.979646129293316,12.91977232853579
59249.83488465,14.160557431896361,20.278,10.998257567053175,13.553348428540565,13.13812873474569,13.934645530482845,8.56290743350079,12.930923621088457
58727.327120400005,14.045030733068467,20.278,10.984051847534259,13.595302076894555,13.157148217977236,13.964081663794977,8.854195022739985,12.934676287865656
57074.859080925,14.1387197042523,20.278,11.00739766644512,13.561460153030277,13.154535736236447,13.969096543204184,9.13774680324324,12.918700319503353
