time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28
56715.033487220004,14.498806449020208,14.362199596687956,13.456965816805086,12.610278760409843,10.720599432037547,13.839905031086955,20.278,12.81614639894561,20.278,12.702910485452007,14.982352818822925,9.00277809986144,13.672348203259057,15.261579182890264,13.923270037926018,14.112645811663446,10.279123273167363,12.490235967303427,14.81492768471315,12.141231468405,11.741257704484992,14.727613885379926,14.419522841678129,13.838060424997009,10.177908966917908,13.52799216044388,13.939108380445235,13.769433070435959,15.369760032399137
58157.335525795,14.513807745130881,14.269831408704974,13.481270747551672,12.61495179939071,10.72514828143374,13.843600515857846,20.278,12.816230594104292,20.278,12.68925474597176,15.174240546032829,9.011852333545809,13.679029068507736,15.059457484530183,14.236990391732402,14.095845321652929,10.280904548151428,12.482665825456861,14.836752754636802,12.15243136700112,11.74296073789241,14.740051846944928,14.547425998349278,13.852236355637567,10.18646064526263,13.529148517411182,13.984642281868789,13.76611283151564,15.43381198682127
59252.78263365,14.48557580663278,14.302703316030298,13.511326051024284,12.601186128119993,10.730178456276867,13.878230449688198,20.278,12.798217450671249,20.278,12.69793737528261,15.06972766077161,8.992331321285464,13.663800718779667,15.171388546656383,14.153805720517651,14.058709434987282,10.29831311177333,12.47726548402049,14.875711333789138,12.166975120907095,11.748632475950375,14.704018021342344,14.467028283337351,13.873639457261415,10.209094033936738,13.54216431186094,13.96954209251902,13.755803937982906,15.480440160983033
58730.330763595004,14.370640464297212,14.303444028382971,13.656350315429277,12.590369314671525,10.720742787032751,13.856508122493747,20.278,12.917137735890188,20.278,12.61982377032662,15.35668864764968,9.004840098912357,13.706908864908636,15.148312612165023,14.172619780682643,14.083011799005494,10.29654257822666,12.501434260927784,14.850831996525283,12.1855934670178,11.748190432592823,14.626630686971897,14.400963782853253,13.86620703778698,10.187842822709907,13.539794080988173,13.990651750266052,13.81304249056315,15.410455868084528
57635.026615430004,14.410584662810018,14.431431573692835,13.679825081172725,12.587803137190724,10.722921818453859,13.843587883901074,20.278,12.913010084112768,20.278,12.616959576045902,15.413799210421546,9.005823168022866,13.665799948348047,15.02962327700913,14.116076031129152,14.083103428901811,10.300124370237315,12.498308719495109,14.810331473600504,12.19527846915951,11.760297475219582,14.626521449454037,14.40704528811017,13.84482780311149,10.205736024653412,13.553656352797724,13.927789249258767,13.778635980236572,15.480203380930897
57999.265088604996,14.377488188641111,14.390584842858745,13.68609290861713,12.578449646204165,10.725822559495278,13.788153541281526,20.278,12.937661558637922,20.278,12.627448558201879,15.502800717411832,9.014809398028703,13.673665152508907,15.209258129271825,14.139743559796848,14.045283613952032,10.29289472707222,12.490928261793272,14.867698327549439,12.206607321799053,11.760311242139808,14.606705679745078,14.394259742710956,13.868335841332378,10.191688312724262,13.534654145336328,13.95850751384758,13.821773341420055,15.48531142408988
59098.190879924994,14.329560595415254,14.413055287046737,13.69457864814157,12.584994622456803,10.72899785413092,13.854885932101597,20.278,12.911157338405724,20.278,12.621189061105326,15.35688835458613,9.011512439789422,13.660987861725141,15.06187603624979,14.220305989969953,14.06481030896438,10.294509435053213,12.499160148291928,14.761972374716033,12.1914555065435,11.762457790487382,14.699856556169786,14.47862473391939,13.875576771288957,10.195700662389127,13.536358999104468,13.95203821820258,13.822688052743638,15.345136596241074
55251.396837655004,14.407568326058867,14.307429820118214,13.6370152973951,12.573399892958047,10.716604118499562,13.763674302086105,20.278,12.88494930543683,20.278,12.64937457846967,15.159187833145209,9.006983736735101,13.658790134843338,14.735336323947967,14.190944339453454,14.089461091450795,10.282244299199466,12.490502804921524,14.83575960470431,12.133570125936972,11.742694795260888,14.581474112313687,14.515791358796703,13.816470940182896,10.182216677141843,13.52822615033211,13.976568772696636,13.790985870796604,15.500692180297373
57800.332466620006,14.487359570717665,14.35054781401485,13.472650006106504,12.590432940354612,10.731122338860498,13.824138209758216,20.278,12.820505098296033,20.278,12.691349534852838,15.088715168108157,9.01219661916074,13.662619074718087,15.13735266249415,14.192317182646903,14.055820814546745,10.286691735662666,12.492558685861201,14.832324265788637,12.159131346252149,11.738004198483402,14.677922053968462,14.479715140957765,13.849246157310345,10.18924965332865,13.558918735235055,13.961356386163514,13.754536469675292,15.460098779304458
58888.80600847,14.469616587775809,14.361624795352492,13.486337008306867,12.615554172489002,10.733367182458473,13.805621926214782,20.278,12.825715979889099,20.278,12.68674718888922,14.887763964080436,9.01867395536894,13.715659163813616,15.057374753186872,14.257544697463864,14.100398937590901,10.283890773085021,12.486186673078747,14.839312031062514,12.142449172070092,11.757183095766171,14.773033492753433,14.474282278867902,13.845376238879227,10.194418713328515,13.53619422589297,14.000357287878257,13.75365596054923,15.371793401045727
