time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41
57143.461026695004,12.708078538310373,12.556796134919184,11.775810738374007,13.264194822812156,19.22,14.17385397547445,12.107743347689988,13.452510813335158,13.644658454276865,12.66693696116996,14.30766816595723,12.64989875989295,13.26776507883942,12.46905742384829,19.22,14.804941306539623,13.591366587482012,12.396050921089346,14.47396510021422,14.83762421224913,12.602702988945639,10.456233959260063,13.270103383067422,10.459207779388949,15.396198920557861,14.734966994854355,13.354691969155272,14.843174863445926,7.4941492586283,13.401610439663996,11.98484612069077,14.832102275919139,13.964771771817936,19.22,6.488052419937298,8.585433667614463,6.438832623898663,11.889520514923273,12.180709679225524,19.22,19.22,14.664854490851353
58954.64879574,12.73034044903286,12.574912429066924,11.806072863699573,13.191433823257807,18.7753942914855,14.700256973495447,12.072310172364446,13.454327870816657,13.619859748275216,12.688428622476042,14.358950825404024,12.653783281155084,13.185306554117327,12.416211480111896,16.435142509582782,14.676782759679812,13.565820985200563,12.482401158249854,14.465850069740805,14.551372829792486,12.67115754703246,10.45276119981012,13.305771473837922,10.418350241621608,16.729080859188294,14.879807953509816,13.534473964749155,14.46145956743768,7.459597804981436,13.46558285579403,12.00373525689103,14.260638619596563,14.529646741847975,15.939739083217892,6.388467981730176,8.625408366421054,6.334289583918815,11.896081953334013,12.147815431419565,19.22,19.22,14.663788638715811
57337.633556325,12.629736793352832,12.634583505569507,11.774383699929505,13.084307864287624,19.22,14.430010919750883,12.049376918165782,13.426784574029186,13.563769091788902,12.77698792540507,14.554912649529916,12.573018249511778,13.172094012665474,12.41986865143683,19.22,14.675870620185439,13.549026105604296,12.406855043697112,14.535042389267511,14.791198331218236,12.631101532575455,10.433262276535446,13.255419236916142,10.363792296384865,15.995245094031647,14.68849463616027,13.48001524516555,15.2220069380288,7.513459239501409,13.435999910095335,12.005341009691325,14.339468411717712,13.958669113828094,19.22,6.423544748668648,8.56908631734041,6.381868695086394,11.892272352275652,12.143607513262866,19.22,19.22,15.169044492985414
59162.913705735,12.65174965631495,12.667151286765131,11.785823773621734,13.141662835636811,19.22,14.491171163023298,12.075292811581555,13.45044922421525,13.637611230003143,12.727381682508105,14.54923184556326,12.600563803941208,13.22868199636333,12.42259577958977,19.22,14.809962601544486,13.513969462297778,12.44164329847795,14.569727421592054,14.774505091531546,12.649879551331805,10.43555886546234,13.28646996830977,10.421970870522486,15.693528829188901,14.682548472409954,13.475646568673959,14.891910012016968,7.560748350053603,13.46910367708474,12.036194033353544,14.544919556026061,13.974488115156438,19.22,6.403872199516445,8.603846265549885,6.361839723481997,11.928756313649801,12.1742649875292,19.22,19.22,15.606024635574615
58797.332172074995,12.694727156668781,12.647756576895128,11.8025904412392,13.18029339639009,19.22,14.532901698214792,12.059576464332146,13.503658957207406,13.672286124041777,12.699248084217551,14.714021973390127,12.600659986047395,13.169464022348881,12.42204988660954,19.22,14.929202067352078,13.527305479628728,12.420690175342246,14.667762225176473,14.935184337991519,12.665056286880555,10.460955586728257,13.275693782968492,10.388689031768534,15.210893209230347,14.64945414235257,13.518140609295697,14.803310207438296,7.462431697744003,13.440146586159116,12.084126840276847,14.225963716936372,13.851281650897315,19.22,6.3613305028012865,8.611606460512705,6.323091774947819,11.910355807509845,12.150540702213615,19.22,19.22,15.462285856438294
56974.101267884995,12.657118720273415,12.637098501772101,11.774190844969327,13.085455011165894,19.22,14.521457571622147,12.06394157951266,13.39339879577652,13.56116534030271,12.724148406124806,14.646017232478771,12.565611933135395,13.18536971413963,12.408209146685758,19.22,14.72561034219145,13.542476663479727,12.441957845929517,14.48192808156321,14.701027676853839,12.642257644662413,10.455235727966215,13.257116290584714,9.993057603992654,15.354710671582028,14.730719674022538,13.497322171580235,14.773128771313925,7.4860617171920145,13.440499222926224,11.990120877804811,14.400015236201284,13.968138291464308,19.22,6.420975925360122,8.578248982070253,6.384798054809765,11.903075304321275,12.147576847370162,19.22,19.22,15.38475185605245
59322.158032375,12.731625855909448,12.605467548053433,11.806941084881815,13.221720311747791,19.22,14.199689340653281,12.092562330765961,13.55161621346049,13.619942157402791,12.590142213500318,14.286459992023595,12.523810703942347,13.26335975964329,12.469108503064183,19.22,14.669438079696056,13.504607160047367,12.315123230135564,14.658807464844882,14.642668333443064,12.616366019804858,10.433695559472312,13.297220608122613,10.404632261308755,15.76007678774649,14.735807506519793,13.48093565173435,14.670552910674742,7.552648919723198,13.433101143658059,12.010860638708936,14.44946198431565,14.401195089134369,19.22,6.430721547395511,8.591463527506788,6.381866934965729,11.905793886002934,12.222255739759161,19.22,19.22,15.070251291754857
57502.581661385004,12.75067334198098,12.529391839990298,11.775449951809751,13.21415006115264,19.22,14.146444407649199,12.078481244995684,13.438118670401863,13.634532665169237,12.568294269043351,14.902744401094036,12.572587935221943,13.141420529872251,12.447878796605911,20.017859693133612,14.743851258126538,13.524020722089734,12.364989061075667,14.793125436770739,14.479976407448058,12.595948440032123,10.458523203743242,13.338355736749293,10.45144469447531,16.27512528972251,14.815459218947046,13.627724720042943,14.772013209586866,7.518446761035119,13.272772977668327,11.96553824182461,14.593413756327127,14.443862848540961,19.22,6.463437969881663,8.575509277271392,6.411278934746343,11.889435043666436,12.171265711746534,19.22,19.22,15.172929782409538
57701.79498819,12.681354677487883,12.613350096974616,11.780486099992908,13.130138236572902,19.22,14.658759830100196,12.052744462309693,13.441129202159646,13.589897848749787,12.79972584643358,14.461327673733615,12.637399766280213,13.243861876655489,12.443825793307916,19.22,14.927594830350907,13.536535593236907,12.410848160488577,14.609995980930435,14.618023596240349,12.64486791563399,10.458670916616335,13.298484493125313,10.35311471369934,15.444309674421225,14.596051103180628,13.518182604987011,14.700666762487787,7.535982978197112,13.373155617651705,12.042336695508398,14.344047796238927,13.869567531109565,19.22,6.40371172298723,8.59759359366786,6.363516303571262,11.899174790973548,12.179358940761842,19.22,19.22,15.304196268464244
59528.50528667,12.674699619946454,12.674261794153434,11.806318035165713,13.148242216475115,19.22,14.51807206591867,12.076230077728015,13.5271622439676,13.582584653504592,12.78100520132943,14.562145317831368,12.633102303994201,13.174175669992449,12.46258422483431,16.032545607138484,14.753364441612112,13.55968539298979,12.477309548341657,14.658364282729536,14.713985198763437,12.641523413305153,10.426819189246132,13.290749909331646,10.29331097307717,15.809615340667259,14.710386904337904,13.505052365902797,14.789336520282498,7.5370898203141765,13.347037456557404,12.084726004892937,14.603975033570082,13.999290880353136,18.713288629344774,6.387902725087518,8.608195224686138,6.348718532389316,11.90580632973026,12.182967333589767,19.22,19.22,15.60202766146533
