time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52
55320.252603425004,10.057654763483322,16.784932193243648,14.815606209130417,13.572406295208722,13.141367553764805,14.803126223640534,14.22183820621395,14.150293945073274,13.273096746856949,12.0436053089541,16.098233318120407,13.603657315834925,11.067927137593365,12.710676735368411,11.086241045467423,19.22,13.377356977608756,12.824590443956279,13.946833596153096,9.080518613015952,13.34247069827138,13.126612173368189,13.029629004490085,19.22,13.985353339078348,9.580158128124896,12.962013560081727,13.09616819405281,10.533326533517126,12.676604503206947,14.928591570495763,15.511023034585508,12.3745812932662,14.10828501168782,11.827493943244049,13.919520455302834,13.320022166051753,13.688939396322429,14.427744933965132,11.724529010526245,14.536834472999027,13.798791692804757,10.371812108007157,12.657635042428453,14.941295808833322,11.949674829004215,11.630749291076901,14.65542852188945,12.59177227622,13.999077357392153,10.321236141327471,14.622854824791897,12.592288071196675
58433.593013574995,10.398600551076514,16.370555826994966,14.83361601354804,13.586294185862341,13.16201171501896,15.166777312477775,14.40369162600332,14.205581875404311,13.337771061998234,12.094302314137197,15.892940909014653,13.767370623359001,11.088770743805064,12.70310348718962,11.122614482960557,19.22,13.392541041043275,12.82528958440729,13.962060399449514,9.146443900754766,13.34407039739435,13.022829123692274,13.051904250039792,19.22,14.078158859580556,9.615564788704571,13.193523890846345,13.416124820201915,10.887435924249417,12.64804583069302,14.82465976070811,15.188253584393696,12.38883019170636,13.9599109490696,11.901068108384877,13.879666004485747,13.39842233422253,13.699976243459174,14.496415535926912,11.736374093202928,14.612436887599822,13.924847824700064,10.413805696929431,12.559100651070414,14.91224275462669,11.975169326149667,11.672843729897048,14.668104023005869,12.628912972179844,13.945064037846747,10.360222989411067,14.656276370812657,12.639319404719258
58591.15785372,10.38721332311552,19.22,14.770053573894073,13.396973301802523,13.07584119999032,14.71578835374455,14.521860545314142,14.114107637358366,13.187028754705304,12.082777975275382,15.454782943574678,13.629730924804452,11.109656357942054,12.72018084211291,11.113936823625728,19.22,13.381339608498868,12.799652875500763,13.956164397432236,9.1251408114861,13.412897264951397,13.138039887901675,13.04330673672935,19.22,14.151971650073015,9.605529787616646,13.327360849892885,13.296373148926959,10.897947305731892,12.679416257013427,15.033655460860471,16.01258292871036,12.428007661978954,13.98711225316159,11.875113367741273,13.896120140119676,13.372562652530398,13.789176436101029,14.471422738622124,11.752416260719261,14.60553963086379,13.970197111918482,10.409091688471904,12.744873706047509,14.960774759011375,11.977892302455912,11.664774944712358,14.868294877852465,12.583010322815428,14.138660539712285,10.336192610588421,14.93257745109232,12.633752304139664
58797.855149055,10.449369360080748,17.1206875924142,14.809498694388273,13.505764634519265,13.156588582997893,15.294566662006549,14.21223940274813,14.245887846293536,13.371524719894142,12.099500634964933,15.842156794131908,13.73071340341384,11.09119263787253,12.675449408110703,11.118735154210972,19.22,13.25398015827818,12.784579098511605,14.088550643111777,9.13839668548873,13.383104902055289,13.117105699760982,13.060371741243214,19.22,14.12974138858937,9.605145439785312,13.086123866881733,13.26475886652923,10.973130409570787,12.651367477781571,14.957326657668784,15.235132101415282,12.37185162390505,13.966545191226016,11.85016660749402,13.856778316080907,13.348861220025322,13.815319756253235,14.631113679369298,11.757051642708985,14.63718278889251,13.900099582348219,10.411710249712991,12.561934617139174,14.799370268328593,11.986357452343501,11.686140637135969,14.762744922260866,12.636307047947149,13.871278150254257,10.339578776288711,15.193599394023538,12.659701825258296
58955.23817913,10.50233903342621,16.54904769117516,14.930338671845304,13.494391525559228,13.178927113098485,14.95969120209399,14.49166568695323,14.201563611926053,13.320178467797371,12.058396776679679,15.225308759912528,13.828216103422777,11.077618778588532,12.710030229106444,11.121222182571225,19.22,13.39710746481734,12.868454199153668,14.288606495999572,9.128783041837348,13.514111900163284,13.099441033764151,13.015017514224029,19.22,14.162548704714869,9.611328136196297,13.145664526407257,13.14586155660365,11.033511918820363,12.719084205772267,14.889121117617398,15.489701346172714,12.43226552194277,14.013838399705719,11.874222103955008,13.894086126861291,13.45012853612801,13.84813115326146,14.494855084707423,11.742055107996213,14.65140209606141,13.853762073520693,10.41571579442084,12.732620744757254,14.989899539919621,11.95942431871537,11.683019694607799,14.671668601349094,12.609180715331219,14.089718196687516,10.34902694938033,15.317056618369271,12.631922715036024
59163.502134285,10.516428167402823,17.001301616272578,14.821463173612107,13.492481797393022,13.086554216588256,15.060270551698592,14.417035070458716,14.323323611007813,13.21238128257878,12.106443464054767,15.462127458932889,13.985117699135676,11.089463579607266,12.749152485886478,11.122438465455053,19.22,13.376202351912907,12.83235945932874,14.040994759200439,9.151213667387438,13.383581767311822,13.081505263166422,13.04012164988072,19.22,14.249484166503747,9.613508308055506,13.202908461776333,13.666845350496661,11.065602991175881,12.702721169428107,14.836984602911166,15.323723384074139,12.380858444582628,14.13938391665529,11.861041496056716,13.977600646150503,13.370262733485388,13.794670250172084,14.362960182784017,11.761140124872748,14.37750097597137,13.836155412723278,10.419856646617005,12.559230186340825,15.61955246919453,11.99315168924023,11.705919475346162,15.421437899429822,12.595770889930632,14.084556521154154,10.353322821227385,15.196923243059631,12.662327361990695
59322.35445102,10.545820110572524,16.5680863884379,14.816143489081472,13.564247206972277,13.159306731905838,15.352815916545714,14.393815938017616,14.284825194454855,13.255862044748808,12.131353174086199,15.698478995107314,14.111367766955487,11.099681311963712,12.714485968720549,11.113502715888702,19.22,13.333221183988057,12.76225626339899,14.165743648183419,9.11234134800743,13.382032850122963,13.146503308820362,13.082958080782953,19.22,14.17984872899799,9.622296707268006,13.125585435792503,13.223870177056854,11.092418547141232,12.666295231305446,15.187551962372604,15.270905714076404,12.404443167421924,14.139495736787532,11.866108084365212,13.946897669115787,13.346114529585321,13.810255642733825,14.186687558219209,11.744780387216368,14.804339990457418,13.992892547527548,10.404948030356646,12.766774979655787,15.368523102851022,11.965562427218094,11.667649932547247,14.589849266281767,12.61368097958087,13.89277175317069,10.348200496054016,14.864872764363962,12.639426867268243
59529.093078845006,10.570708299600087,16.640981702993788,14.78666777923763,13.542646154037019,13.130439550171658,15.098755279008499,14.524249843695394,14.103132826780916,13.290110493928676,12.083624624308802,16.001371222798504,13.764990334387354,11.081393371576285,12.723633824954714,11.111651742284641,19.22,13.341742897659731,12.811616772093528,14.212191998682748,9.150188425720318,13.377256213561514,13.130344808519576,13.018641416418056,19.22,14.273952244037316,9.61145875687048,13.136845255661111,13.509200797097158,11.108669839806785,12.656143583514584,14.876736698352223,16.157408551620758,12.37632860869657,14.031136989720038,11.846267674274433,13.875151337481322,13.338457432238032,13.678789635047233,14.418344900169837,11.747456475248843,14.377685508029215,13.954259369669602,10.40101804777339,12.545104531393404,15.238840865272943,11.981837938958865,11.692666062950876,14.531838671121937,12.612161908892466,14.06881699667895,10.343680373364245,14.88206680496328,12.646299539582092
59686.72352615,10.61605973001501,19.22,14.79869964536131,13.468397017803689,13.118369804089822,14.700519987527445,14.594428803198179,14.162482650151773,13.278681256648051,12.047280774006838,15.689605696884405,13.77291140554802,11.101380005652395,12.688213821456563,11.131333841843675,19.22,13.405705608620506,12.859339653023214,14.22960242473719,9.124799173594115,13.443156738411323,13.158390511543844,13.00459917313201,19.22,14.10046946798221,9.608733706900706,13.193610897632807,13.083655103739764,11.13656073386537,12.692830506588704,14.815216836643705,15.125419252488479,12.412224099088771,14.140717713689183,11.876591422470502,14.003393938337792,13.443294139283141,13.775037009941745,14.41322066463378,11.757394887507365,14.53414892331043,13.81199342268607,10.407576314043522,12.785573312266965,15.200262592044098,11.991760684193894,11.694752798954243,14.880233253219616,12.650942772426037,14.220285240935878,10.345306402755886,15.06743879843261,12.645303199852856
56783.87967008,10.253248006463632,16.514172983591695,14.813413740394251,13.530239797545462,13.131229885181957,15.085995742647897,14.392679589180943,14.171448358898306,13.286712672830502,12.038489218863111,15.236393392831053,13.71958450305421,11.084765386705564,12.68892128054294,11.101639870740565,19.22,13.402526099103596,12.821160005951521,14.107656225733885,9.09548312989528,13.408365052973528,13.11140059469096,12.973154188480798,19.22,14.118803202621374,9.596625835858545,13.05287890105,13.106201583970615,10.741720935375485,12.676704739648105,14.821756838645785,15.782242738854949,12.433865422657327,13.989579037741835,11.849900410248674,13.960362221875702,13.392796790462759,13.752506661733246,14.487856543174878,11.744459880387671,14.476153622372308,13.945055213663638,10.390890988138564,12.845073792761562,15.098126208468454,11.949886936719286,11.668417891226559,14.568148405142198,12.58822740066756,14.093076974948874,10.331285342785295,14.725511227015916,12.603233584402577
