\fixlen = T
\RowsRetrieved = 1514
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1       331.71249999999998                 59.04542    66862a        2a                      247                        1                        5                  105.429                   999999       88.352000000000004       1451266104.8499999 2015-12-28 01:28:24.848           66862a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66867a        7a                      155                        1                        5                  105.958                   999999                  105.566            1451277436.95 2015-12-28 04:37:16.947           66867a155-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66870a        0a                      247                        1                        5                  106.464                   999999       117.31699999999999            1451288769.04 2015-12-28 07:46:09.039           66870a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66874a        4a                      246                        1                       10       107.23699999999999                   999999                  107.941       1451300090.1400001 2015-12-28 10:54:50.138           66874a246-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66878b        8b                      247                        1                        5                   107.72                   999999       90.959000000000003            1451311422.24 2015-12-28 14:03:42.238           66878b247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66881a        1a                      223                        1                        5       108.13500000000001                   999999       83.106999999999999            1451317088.29 2015-12-28 15:38:08.286           66881a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66885a        5a                      223                        1                       10                  108.584                   999999       74.649000000000001       1451328420.3900001 2015-12-28 18:47:00.389           66885a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66886a        6a                      247                        1                       10                  108.625                   999999       75.290999999999997       1451334086.4300001 2015-12-28 20:21:26.433           66886a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66890a        0a                      246                        1                        5       109.39400000000001                   999999       79.825000000000003            1451345407.53 2015-12-28 23:30:07.532           66890a246-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66890a        0a                      247                        1                       10                  109.042                   999999       80.563999999999993            1451345418.53 2015-12-28 23:30:18.533           66890a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66893a        3a                      222                        1                        5                  109.782                   999999       86.462999999999994       1451351073.5799999 2015-12-29 01:04:33.580           66893a222-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66893a        3a                      223                        1                       10                  109.417                   999999       87.060000000000002       1451351084.5799999 2015-12-29 01:04:44.584           66893a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66897a        7a                      223                        1                       10       110.18300000000001                   999999       103.47199999999999       1451362405.6800001 2015-12-29 04:13:25.680           66897a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66898a        8a                      247                        1                       10                  110.202                   999999                   111.11            1451368071.73 2015-12-29 05:47:51.732           66898a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66901a        1a                      223                        1                        5       110.55800000000001                   999999                  116.477            1451373737.78 2015-12-29 07:22:17.784           66901a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66902a        2a                      247                        1                       10                  110.574                   999999       114.80800000000001       1451379403.8299999 2015-12-29 08:56:43.831           66902a247-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66905a        5a                      223                        1                       10                  110.914                   999999       109.20699999999999       1451385069.8800001 2015-12-29 10:31:09.879           66905a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66909a        9a                      222                        1                        5                  111.672                   999999       93.087000000000003            1451396390.98 2015-12-29 13:39:50.979           66909a222-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66909a        9a                      223                        1                       10                  111.247                   999999       92.965999999999994            1451396401.98 2015-12-29 13:40:01.983           66909a223-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66910a        0a                      246                        1                        5       111.67400000000001                   999999       84.938000000000002            1451402057.03 2015-12-29 15:14:17.030           66910a246-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66913a        3a                      222                        1                        5                  112.002                   999999       78.555000000000007       1451407723.0799999 2015-12-29 16:48:43.082           66913a222-w1-int-1b.fits 
                        1       331.71249999999998                 59.04542    66917a        7a                      223                        1                        5       112.29900000000001                   999999       74.953999999999994       1451419055.1800001 2015-12-29 19:57:35.182           66917a223-w1-int-1b.fits 
