time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4
59249.83488465,161.6670835618413,533.8585001970243,4622.249828328969,592.9245501692642,2896.4413432366787
56903.002025775,198.48706313585342,538.8573297655804,7776.086378320876,603.5330355555054,2998.892780694385
57432.10580707,171.7067552512097,540.4226294569366,6102.931025198021,571.8067594898356,2976.9536266827317
58727.196280805,184.4969341731931,529.673331190977,4151.038819128351,596.9933683021117,2945.5336454473595
57074.859080925,178.35694281399003,534.9062157412983,6863.9020358233975,588.7942533115229,2982.6787090369307
59091.427716535,190.88063270186447,501.4922793037501,4704.541594945041,585.7089360218065,2936.438599141648
58884.22209251,179.1179663809346,521.3027134805673,4419.524280386558,603.3892594014687,2931.9958957652348
57267.30992417,187.06674209289463,531.3641651352849,7177.090461074208,594.1702188776396,2956.1483222920174
57797.18351507,183.4902200419533,538.5838698221601,4753.9427030908655,591.5251090925092,2912.0492470787485
58361.961312895,190.21944467901983,523.5311214519555,5821.483912872796,588.2935739593537,2926.9911472230024
57995.99702644,192.61880901001396,510.62339624308987,4226.7428906793775,599.2063682793344,2943.2143863430406
59617.02387371,175.15513548205206,528.3209941585097,4686.088107900282,593.3597501108334,2961.911072213767
55248.678683859995,196.08791002165702,515.4614328772584,6400.423953800149,562.6052255625285,2938.2918701107687
58518.54889652,175.94360046711523,525.5549571989814,4999.103107852266,597.1444300252942,2901.755494030146
57631.821957575,186.26515024329345,520.8574908296182,5513.6452338581175,571.7331067389155,2923.5405530282924
56711.998263465,174.65797192787608,522.0502652423928,6335.572055161219,575.4797425299446,2955.603515138717
58154.318742485004,182.65923429504096,540.0184078733772,5080.508006964613,588.83408537443,2931.558442621778
59457.130961849994,174.5748098611335,531.8143454333381,4580.709801508924,590.1169434140407,2949.7692534270727
