time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7
58727.327120400005,13.951712284836663,19.22,10.92962677951662,13.484303659324656,12.965448386630486,13.454270404998875,6.8220660847422545,12.484733516248276
57432.10574339,13.811195950959155,19.22,10.934402666525578,13.4844145489715,12.944167698830954,13.472829681452017,7.092523807076641,12.396564573465602
56903.067859545,13.930393943913257,19.22,10.938199956293113,13.40118839524108,12.96443139137589,13.46625688232045,6.973389370266937,12.435952492225239
59249.83488465,13.812872086505731,19.22,10.930550157938214,13.377548058659757,12.930663070597776,13.556022242202246,6.578865373913785,12.474134071723345
58884.287735245,13.776954666539407,19.22,10.947230256760534,13.581918396983738,13.001084328622374,13.509619448980445,6.870364148815969,12.439090314360056
57267.375630665,13.95631963591828,19.22,10.914829559070169,13.529941170653979,12.999886521804115,13.577879452868396,6.899390114622084,12.436238265155898
57074.859080925,13.794728970809752,19.22,10.931753912065984,13.554878672666737,12.991659504067847,13.471094503459929,7.0283032454275345,12.435058390089564
59091.493104755005,13.874179820566038,19.22,10.937498454374383,13.495692191354097,12.965419070632679,13.50008842962097,6.693660666741381,12.459797469620183
59617.02387371,13.884983092857277,19.22,10.931925158741604,13.451689655701665,12.976776105755304,13.502571996017165,6.754447404363682,12.473702461089477
55248.744835915,13.848086351444495,19.22,10.893550035176316,13.586808596757331,12.953161650820316,13.460226203292999,6.891786474666488,12.451702166677942
57995.99702644,13.997253968171767,19.22,10.925510959759789,13.476970759519178,12.99688926222869,13.610527819879911,6.975421414923969,12.478254815665482
57797.31448268,13.914292643706903,19.22,10.931476056851269,13.589663846434158,12.998224395621584,13.481052606231836,7.098078585541086,12.418747696562253
58362.026764515,14.011895841155857,19.22,10.933572233996843,13.461242730332204,12.966215978209616,13.597629136490303,6.817715799757441,12.461763603565348
58154.318742485004,13.81050191122943,19.22,10.932254597368406,13.544356258829543,12.962302403731849,13.4826672243721,6.990791282187254,12.452670491141058
59457.196540795,13.884396863364609,19.22,10.93183196859827,13.53182001128133,12.963782592100126,13.59882797293525,6.80449290844732,12.478820251763121
56711.998263465,13.912331400072953,19.22,10.907089753019862,13.51407329631865,12.960558880946717,13.611606117379486,6.8659712016887555,12.419319895537601
57631.88747298,13.88471113099188,19.22,10.932926961738564,13.505895285997251,13.01518464071666,13.568504034542364,6.948038757296252,12.449571932299712
58518.614284935,13.90937774425939,19.22,10.94134441097697,13.50376041444204,12.95341209857468,13.60156480320047,6.7019883865537055,12.462831379630304
