time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52,aperture:53,aperture:54,aperture:55,aperture:56,aperture:57,aperture:58,aperture:59,aperture:60,aperture:61,aperture:62,aperture:63,aperture:64,aperture:65,aperture:66,aperture:67,aperture:68,aperture:69,aperture:70,aperture:71,aperture:72,aperture:73,aperture:74,aperture:75,aperture:76,aperture:77,aperture:78,aperture:79,aperture:80,aperture:81,aperture:82,aperture:83,aperture:84,aperture:85,aperture:86,aperture:87,aperture:88,aperture:89,aperture:90,aperture:91,aperture:92,aperture:93,aperture:94,aperture:95,aperture:96,aperture:97,aperture:98,aperture:99,aperture:100,aperture:101,aperture:102,aperture:103,aperture:104,aperture:105,aperture:106,aperture:107,aperture:108,aperture:109,aperture:110,aperture:111,aperture:112,aperture:113,aperture:114,aperture:115,aperture:116,aperture:117,aperture:118,aperture:119,aperture:120,aperture:121,aperture:122,aperture:123,aperture:124,aperture:125,aperture:126,aperture:127,aperture:128,aperture:129,aperture:130,aperture:131,aperture:132,aperture:133,aperture:134,aperture:135
57128.267848004994,12.843206698080467,19.22,11.162426720995848,11.727464697655039,11.86009850572263,10.979240256939425,13.41330933749004,11.932320802901137,19.22,10.558554844934738,13.390323331239966,19.22,19.22,19.22,15.206933134545922,19.22,10.328688605049306,12.07746833579314,15.516677021671294,12.830374893968054,16.41487885189109,19.22,10.993072924148214,14.494599457965863,15.338769633323208,19.22,15.82052742700373,14.397944710806895,19.22,13.723440873214019,11.612739463966443,13.798043981139992,19.22,14.675518527880742,14.000487149689704,15.417716423403952,19.22,11.020400950650323,12.35760310454635,19.22,11.641771443144444,19.22,11.260778617658334,19.22,19.22,11.927545216721827,19.22,13.211777228706842,19.22,13.358698948659582,11.723329112744361,12.84985426630392,11.707628222799412,11.141971211539657,10.826028499878786,10.109599521281217,12.547889315221878,19.22,19.22,12.683545456416772,19.22,19.22,14.069845263877253,12.578902911592198,14.94967403701632,16.328647422979436,14.087716006858686,12.73704498828978,19.22,13.017411445906815,12.188019318909282,19.22,12.442651109701988,9.008498089178861,13.748404426308218,11.646548989131436,13.600640298697689,19.22,13.971151577639583,19.22,14.171599994627767,13.451756259612472,11.005201044274118,19.22,19.22,12.249788153256576,15.273195410010635,19.22,11.066510436368526,15.077670917613881,10.105397787018575,19.22,13.87668876022781,10.007604055034149,13.219351524899116,11.86236324540607,9.041126167104801,19.22,19.22,19.22,12.877826525213639,19.22,19.22,15.135703623100488,12.176830725810422,13.539715078360455,11.909693901760198,15.471054961376828,14.713771464905266,15.80545938973871,19.22,11.292315143932587,17.154087154916635,12.089971228432054,11.516215611218117,16.759083168671488,19.22,19.22,14.713125272259157,15.545577174488493,19.22,13.052515154319366,11.062343147010584,15.201162457481955,15.463498526493819,9.23600484890453,14.019582869301706,10.551763117758039,10.578142985693814,14.031159985767928,19.22,10.637713824198785,14.331111388700622,17.22209742974289,14.329646423567336,13.739735148393704
58752.095460345,12.89797606761572,19.22,11.175925459006123,11.797842147428698,11.86697234344599,10.984867413943988,13.463190614448832,12.096813948801156,19.22,10.575642416866812,13.343960001686481,19.22,19.22,19.22,15.143264755054227,19.22,10.344349444141756,12.100469155097018,16.296207076904796,12.548099911890796,16.36574468843691,19.22,10.955701065987796,14.54437208910567,15.435174920164432,19.22,15.095509850507558,14.18333763389308,19.22,13.616368342806188,11.665668463942103,13.788444705960442,19.22,14.971800457216775,14.08942046207656,15.370586088609434,19.22,11.019351950841886,12.363097422030238,19.22,11.66073663163557,19.22,11.304885238880255,19.22,19.22,12.027553570605864,19.22,13.284170608150708,19.22,13.482669203605177,11.692599513079964,12.791957382381524,11.722126855632963,11.126287249530176,10.851534941621596,10.130082780400253,12.505256075902969,19.22,19.22,12.796415004749486,19.22,19.22,14.036323057898622,12.488294511471059,15.086496427664025,15.66884993710259,13.84826479175572,12.7926612124326,17.75239009769352,12.993952981389294,12.230121549834129,19.22,12.478566407462585,9.025436967921332,12.534230791194075,11.585587168903436,13.31476883762328,19.22,14.041173439717078,19.22,13.977227914436224,13.52097577936699,11.022129138783546,19.22,19.22,12.276666165844821,14.949559557923159,19.22,11.089269741841262,14.708729838529873,10.113635277580368,19.22,14.021541449649456,10.019654255892506,13.284918477105704,11.860516925351593,9.035620363160318,19.22,19.22,19.22,12.92167163069614,19.22,19.22,15.20026133449422,12.230602829096542,13.36925052640712,11.857338562993053,14.82793767888411,14.486184604406914,14.94667348685764,19.22,11.31305183556122,15.504382463336354,12.11420572618448,11.542425017083461,16.243765741595418,19.22,19.22,13.900114784666892,15.248250663759128,16.428020339038323,13.241256760220898,11.231439649099183,15.665531294563065,15.559322501082596,9.243734895009453,14.212363484768785,10.60879658470425,10.602097510832827,13.994836865667077,19.22,10.630439858472014,14.389172921917948,15.998106788326359,14.64545003596014,13.826964767300522
59319.21926126,12.892895349141796,19.22,11.168391996186044,11.783413830138022,11.87701771830715,10.996742086095693,13.378640887815857,11.956404712544776,19.22,10.581353681067679,13.36332648381724,19.22,19.22,19.22,16.051662569766354,19.22,10.31568923023125,12.071878140234903,15.965951758668988,12.833686614810876,16.129855191431894,19.22,10.99640578220265,14.459296256006482,15.466769925464202,19.22,15.891686573613706,14.34653521700947,19.22,13.632119453392514,11.652489747687452,13.95700649145025,19.22,15.188960850935262,14.184062581125986,15.34106373035201,19.22,11.025667591089034,12.346613793156102,19.22,11.665422069262952,19.22,11.29870700256879,19.22,19.22,11.958278647479501,19.22,13.21680991410801,19.22,13.540126278985516,11.710332071002854,12.847222816798384,11.733121960339494,11.119998804603002,10.84334731289058,10.133962579128042,12.610924909778534,19.22,19.22,12.725281886798829,19.22,19.22,14.235950815190828,12.54010580807044,14.944610453425588,15.996451614361101,14.221932947550355,12.693022921566055,16.759913221985975,13.022590493098306,12.265331040750683,19.22,12.292427883308434,9.042643465233452,13.908758498850714,11.590324804023693,13.536839298531106,19.22,14.182956162131807,19.22,14.060650190150875,13.578255610554598,10.997589748317376,19.22,19.22,12.290882512416982,15.273674921019913,19.22,11.072835397229197,15.161555247758704,10.11818272511451,19.22,13.990367029165801,10.01595027441907,13.28117478631763,11.870395790317,9.047066055142055,19.22,19.22,19.22,12.93882213918418,19.22,19.22,15.801441730800429,12.16779694668008,13.33702890456587,11.909293364566059,14.80312815389433,14.299902739881936,15.518707260670737,19.22,11.310798207999808,16.55437436508312,12.100766053436372,11.52270926836959,19.22,19.22,19.22,14.936304485894686,16.0022283011941,19.22,12.998815412930451,11.105226513254832,15.608329033193744,15.532538813362827,9.241152397738936,14.361347090338734,10.593876483004,10.580559886702613,14.158133981341447,19.22,10.648410776481958,14.28473260236847,16.08853508419063,14.299273745837828,13.753375267476345
57304.80526161,12.846505815608618,19.22,11.177298979579431,11.74173682942448,11.851405769517237,10.947080170680325,13.440491752985723,12.007400364080867,19.22,10.579152462938145,13.373801798619409,19.22,19.22,19.22,15.367798991469234,19.22,10.305960639037261,12.098834506632109,16.573429727591545,12.579358606045833,16.573006512442614,19.22,10.939872776593747,14.66485309006451,14.935224201546669,19.22,15.800607558678434,14.466136988642331,19.22,13.69973793285809,11.656896723072743,13.8595599072582,19.22,15.133142648422732,14.00234970579051,15.713553011426649,19.22,11.013909621796909,12.356860611423274,19.22,11.633524551694952,19.22,11.294479569489972,19.22,19.22,12.037659930394854,19.22,13.242914094847308,19.22,13.510624421973151,11.69937209647491,12.835919859250838,11.689707103248645,11.098772586069819,10.8469377512493,10.117087607556538,12.498114477263124,19.22,19.22,12.695949956003966,19.22,19.22,14.327247566273044,12.37087815308079,15.028366190934307,16.095656030835965,14.227474945055215,12.74051482088914,16.874303597057473,13.037830645049883,12.246345692100533,19.22,12.604820436929073,8.999793368967126,12.54858188660513,11.650119807471858,13.381001757013829,19.22,14.604529384083728,19.22,14.155711266032188,13.161386317202831,10.993329604209517,19.22,19.22,12.2369019135742,15.528837853311261,19.22,11.05801942320234,14.700734368422351,10.11265380235412,19.22,13.99472843988567,10.007458621458914,13.22971679231057,11.836253340526552,9.024272969074163,19.22,19.22,19.22,12.876864531216771,19.22,19.22,15.790586525300741,12.263264099455027,13.426005323041005,11.864652849043313,15.213238646478606,14.684591420409772,15.82024427910091,19.22,11.296638705494251,15.479647904662107,12.089455353964658,11.48550069525514,16.809301778377915,19.22,19.22,14.46107115742029,19.381136703855887,19.22,13.180552649382642,11.191601202466611,15.50453656112719,15.699648387744682,9.219474123376324,14.329111125415233,10.545748425233866,10.605755146529825,14.114792892512305,19.22,10.64221130815175,14.541300501951973,17.57054736890403,14.369012542142178,13.82592833837127
58953.50708617,12.83216490010726,19.22,11.194937647593846,11.750617844495052,11.89174440862046,10.998172950015347,13.427143530418999,11.981079007552184,19.22,10.58674746316717,13.353301705690535,19.22,19.22,19.22,15.538062922877302,19.22,10.334209836978422,12.099058823657373,16.3913800018786,12.75150484595523,15.763571871229688,19.22,11.013647271990001,14.307549415874481,15.249780945793173,19.22,15.394857977456603,14.341413571105436,19.22,13.675357248697303,11.619555814520808,13.770219455378184,19.22,14.900711402761706,14.076946206374378,15.406866697643931,19.22,11.025364376092025,12.358061744938189,19.22,11.671499023614771,19.22,11.282554232342317,19.22,19.22,11.960255521715524,19.22,13.14174116497371,19.22,13.485193662021134,11.719425327981575,12.829361078903705,11.723151212536973,11.143736513381688,10.836376302160575,10.129267303568108,12.619587707614555,19.22,19.22,12.706978194972933,19.22,19.22,14.487545809051332,12.604919055012209,14.935363820383396,15.984261069551907,14.405914437500648,12.689239302502504,16.72113469517414,12.987288223198934,12.196526449773224,19.22,12.316604887700814,9.03552358070671,13.349476624722389,11.617020213044013,13.602614458758628,19.22,13.883359063956396,19.22,14.139530783947967,13.603344274550546,11.007690072475432,19.22,19.22,12.267250169536405,15.730365048102653,19.22,11.079132432669658,15.691991307108701,10.120116462553108,19.22,13.951710407873733,10.00554257720237,13.269178487510406,11.876182509003861,9.042313247822351,19.22,19.22,19.22,12.948174230316829,19.22,19.22,15.457879551960142,12.201469479830907,13.424143445957649,11.918685015777525,14.678216097537058,14.30639964208334,15.294119504918863,19.22,11.305717482622379,15.815846710910135,12.138173200543811,11.528693761521886,18.27788890671271,19.22,19.22,15.331372780502084,16.135875882978226,19.22,13.152357373625602,11.076067058151684,15.03884369610858,15.442779240031278,9.240468821862946,14.262322655021942,10.57025276950617,10.580726916144162,14.0884362003291,19.22,10.640880605964375,14.34288193788721,15.903209093060157,14.410910882829013,13.80878480401452
56945.72724822,12.819050022432291,19.22,11.16318748827562,11.725096500863243,11.83793848846736,10.959138273964273,13.365837354630237,11.97731288849215,19.22,10.564503568812283,13.299249263558007,19.22,19.22,19.22,15.20973650463807,19.22,10.324628020051179,12.091578664437144,19.22,12.539383139040103,15.390669835223893,19.22,10.93047146242962,14.559638289268165,15.419582064867384,19.22,15.815093293214703,14.268700533584346,19.22,13.672104588352195,11.656425898346871,13.835819602417283,19.22,15.139390106284395,13.9548393558534,15.606039448037672,19.22,11.007149168948922,12.327829518575056,19.22,11.624061238054992,19.22,11.295236492144696,19.22,19.22,12.065956402994667,19.22,13.259849785237993,19.22,13.442095500306413,11.692619221438658,12.849548340446415,11.692972868730248,11.095514614391377,10.849223580482846,10.104466358510775,12.47907122434877,19.22,19.22,12.633574355338299,19.22,19.22,14.047917357407371,12.40048707640399,14.877659144815382,15.989252913739849,14.011666865606834,12.747288398365585,19.22,13.063047425996102,12.173766352118006,19.22,12.434773156205614,9.006320043500335,12.551146014126545,11.597659012022895,13.226997380211115,19.22,14.161114756557522,19.22,14.064725296325841,13.40892160497796,11.007970400946135,19.22,19.22,12.258707056932039,15.193676430093843,19.22,11.042933793795443,14.71933029686332,10.10515491719622,19.22,13.94488641395643,10.00357757260229,13.153436944848192,11.836595941251632,9.021967485219273,19.22,19.22,19.22,12.848154661115382,19.22,19.22,15.083480714482606,12.229495150209143,13.452276992377262,11.862077544177124,14.795667464887044,14.545238945980811,15.10450806531126,19.22,11.281749754913443,15.54894932714165,12.089601107284745,11.520612295738907,16.993925880918244,19.22,19.22,13.88248381209282,15.631003261307649,16.036894052203195,13.156148523427431,11.230943021767423,15.38755790872207,16.213473428029506,9.221420057086377,13.959193242705869,10.581521454433222,10.578028773976257,13.95270398537586,19.22,10.632254961268984,14.481983051674618,16.471099345316578,14.544308524172724,13.845744738887024
57492.394283350004,12.773995348210548,19.22,11.181164520419644,11.720946167700054,11.840777942158704,10.973415160766763,13.450438522131634,11.95591728239034,19.22,10.569579786136458,13.273279284562369,19.22,19.22,19.22,15.276143999522576,19.22,10.335169805401163,12.068017152804119,16.700234648411858,12.865779726230443,15.427368327630107,19.22,11.017177679364885,14.37214296208305,14.900594236612523,19.22,15.295933688590512,14.423002943987552,19.22,13.593995302743089,11.628885770105377,13.76393200774739,19.22,14.898808514689978,14.068684780460257,15.143942551226951,19.22,11.024203547924218,12.333931862407717,19.22,11.666821154489359,19.22,11.269395696533325,19.22,19.22,11.914796577623553,19.22,13.157557851285981,19.22,13.374869659472376,11.683498702121526,12.89692000420613,11.716944612982621,11.11325409125263,10.848218766339139,10.124945111066586,12.591658800197122,19.22,19.22,12.6577493464176,19.22,19.22,14.182183015758872,12.539871765982754,14.690141212543027,16.324747879792913,14.147824566177794,12.683958924521205,16.998804277776863,12.994290621494626,12.238407910437564,19.22,12.45601807988908,9.010444461091524,13.308861795745791,11.613486755318528,13.50605773308848,19.22,14.161087839618748,19.22,14.042089562682856,13.649013722021781,11.000113588618659,19.22,19.22,12.245190143181304,15.215532414990891,19.22,11.065164686372105,14.981076147993482,10.130401541502128,19.22,14.197812498336488,10.013084200462409,13.23011946668611,11.883107337500137,9.044277507515643,19.22,19.22,19.22,12.929811911209049,19.22,19.22,15.095581694296255,12.214178599579343,13.492229912063818,11.912537443499994,14.95583805802137,14.573859500767893,15.088400110495439,19.22,11.273793912715261,17.49882422579019,12.147448497031975,11.513874506609879,18.743532461288503,19.22,19.22,14.944707722670517,16.670912546983953,19.22,13.094127769524201,11.132792249232748,15.30728205307377,15.375278357679337,9.231778684519469,14.254480020924989,10.575351001340184,10.560673994746715,14.063510676700297,19.22,10.623048053325494,14.441280052940547,16.051530798450045,14.561085794607363,13.641481826228132
59117.626761909996,12.881882438819458,19.22,11.170656217137315,11.770953417737497,11.879278412244258,10.966426129438698,13.381051398218256,12.040614088465905,19.22,10.57125657738145,13.35873501054487,19.22,19.22,19.22,15.067319474084838,19.22,10.342171627495318,12.089563434263288,16.06814344778423,12.538127607958668,16.137169825657402,19.22,10.95743632853235,14.539962519816818,15.019896986064586,19.22,15.580446638886485,14.39875208008597,19.22,13.61127765748861,11.66749524974527,13.8008862489351,19.22,14.874829207565645,14.026704319128738,15.223405001914825,19.22,11.014088272820613,12.38056161111982,19.22,11.649557012540233,19.22,11.290788639172748,19.22,19.22,12.017249776708098,19.22,13.289090788734452,19.22,13.472743197352065,11.70435638479085,12.785811248310727,11.706133756616788,11.132322584725808,10.844637837867692,10.126859748211462,12.470411074480639,19.22,19.22,12.67350910175965,19.22,19.22,13.991997638109527,12.420432108479291,14.933991836738285,16.275039226090332,13.950404990748611,12.700324200434794,17.116015883922504,12.991202715030472,12.203103377010462,19.22,12.575768777176433,9.035016931183723,12.469582847641421,11.603114783753524,13.284644967701473,19.22,14.287880468527186,19.22,14.065602352372531,13.344482876853993,11.008210742938898,19.22,19.22,12.258444302749782,15.093982130605118,19.22,11.080521900841369,14.759582306885468,10.119983022277184,19.22,14.008967474007564,10.016931722959201,13.232899481999148,11.864738160493266,9.044458328190904,19.22,19.22,19.22,12.881181688158666,19.22,19.22,15.02781327916737,12.240939466651916,13.397013176895687,11.873234256444642,15.040758286427943,14.451917254446366,15.55239846439432,19.22,11.305157739545118,15.020707379033828,12.121004796150894,11.527385322459793,18.355790379478606,19.22,19.22,14.102487832892825,15.242618930129913,19.22,13.299545827668393,11.237333559480323,16.332711076092362,15.635653339135338,9.237570621731427,14.067258570812797,10.617727335586244,10.586202286733542,14.04006752040343,19.22,10.639109191623982,14.405049018372397,16.535974759913564,14.461301133396418,13.810437024156377
59683.494234255,12.859841065529901,19.22,11.174850549676458,11.761782179797873,11.899972409806987,10.996553902033252,13.455548737068975,11.960694569880928,19.22,10.571539417057698,13.354597121214768,19.22,19.22,19.22,15.000443812963868,19.22,10.336710919410105,12.125047890909128,17.62296235950897,12.739500358908908,15.95699905822841,19.22,11.00378031001496,14.500816406754117,14.977456468573079,19.22,15.701288764965527,14.45645681834962,19.22,13.620141875520448,11.628429005922703,13.8368040262035,19.22,15.010284695271073,14.000648482246085,15.29093248460606,19.22,11.019323096150787,12.359459940213483,19.22,11.669798085916119,19.22,11.284268795842609,19.22,19.22,11.957626619128794,19.22,13.19560822108833,19.22,13.464767781800635,11.714956198569556,12.839495844606539,11.724206671675196,11.143688383953446,10.843570115606518,10.119166362074237,12.583939510054034,19.22,19.22,12.73681769089774,19.22,19.22,14.37614558371702,12.532057588112135,14.790082786341793,16.199433757435017,14.2801496488903,12.73980220686605,17.60205521169098,12.985559427051994,12.227749422971971,19.22,12.340054192713453,9.040636300194759,13.575465596065536,11.579754149902515,13.670966410009145,19.22,14.017557989740261,19.22,14.060527892746675,14.292043713745919,11.034951470641317,19.22,19.22,12.271908122031041,15.466343029941427,19.22,11.072313411683037,15.314585380425532,10.117092759713683,19.22,13.99174214181181,10.026586888629144,13.254626214448969,11.885969599638647,9.054473919548737,19.22,19.22,19.22,12.933330523011026,19.22,19.22,15.584853111420841,12.188245466095173,13.374857777016095,11.916397445070771,14.852114414791822,14.55877428155487,15.555897216245478,19.22,11.306478836149635,16.455596752329114,12.121127089158767,11.52612898145056,17.882900797506426,19.22,19.22,14.317455388257587,15.802338778401287,20.21628011627134,13.030337861632665,11.114188445590425,15.202724684360435,15.63830889408155,9.24560837170543,14.139207646816208,10.610175361818012,10.601209083805236,14.142265755705163,19.22,10.665822853763954,14.330594521518188,16.71514440011817,14.392439218014529,13.793886482769597
57667.17288254,12.923335664385318,19.22,11.1911565451804,11.774478868898115,11.866579778723,10.962904729712816,13.385607219365973,11.985311364474446,19.22,10.568154182496441,13.396547058725863,19.22,19.22,19.22,15.155262409293243,19.22,10.326949614776186,12.048730424651858,19.22,12.615762007182841,15.87817645298651,19.22,10.955378861921288,14.775264489730128,15.002700914384663,19.22,15.600488617800245,14.389919401137439,19.22,13.705166897038954,11.659740354912445,13.773506291556009,19.22,14.902718644226836,14.088149448541254,15.18810578128337,19.22,11.010405525328633,12.314954457307264,19.22,11.652654663425372,19.22,11.288035414282614,19.22,19.22,12.034720316441414,19.22,13.202913458650398,19.22,13.380057796790675,11.70398204751862,12.806499296549784,11.730290359183227,11.129172937592088,10.837718923372655,10.112225705727296,12.537272310944727,19.22,19.22,12.652056465568137,19.22,19.22,14.264585880372495,12.401825453284822,15.090076528565328,17.076597907994724,14.205340992089551,12.791677495103501,16.98057710785643,13.023362920409829,12.2350560473174,19.22,12.59625492292502,9.006998972005059,12.60874089440176,11.603676539018428,13.273838302060277,19.22,14.241500356326037,19.22,14.179772117484342,13.211973272383176,10.9732069741475,19.22,19.22,12.263789588113278,15.504198459208563,19.22,11.087396815644313,15.054839881229517,10.093076870458527,19.22,14.069115887554284,10.016808552882138,13.23994579838448,11.859765850547769,9.029494139888744,19.22,19.22,19.22,12.881973070931972,19.22,19.22,15.25655812550219,12.260147605431397,13.391371912406422,11.864941462087161,15.311887182870189,14.809840229463942,15.619153140800918,19.22,11.288972276211538,15.704445454727175,12.110013435922543,11.530707793635136,17.355322571062004,19.22,19.22,14.1062108527848,15.034255498575844,20.178583380799605,13.248909701803834,11.231473293373002,17.298281404815214,15.454525318925066,9.239325239913695,14.220385427698398,10.597723253766398,10.582841052834526,13.982294404364202,19.22,10.652238493459464,14.45302449875017,17.754577067388496,14.419900157693984,13.861788629437983
