time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16
59270.68509317,219.26632288071553,79.61825993628345,359.5597099838688,131.2689510501425,706.5381423754985,124.00175408673168,201.86704893721588,3275.9709495982634,160.80749046253817,145.69829414874738,4757.8633160311965,144.4725646743131,173.4700189974428,192.15562237417848,283.8109231937552,268.07769979086027,143.12866178280967
57652.200427435004,213.5961919005862,100.46868602649181,440.41807230167706,108.04616144985765,677.8034847036054,128.3812431885749,229.90492846297286,2915.704688893155,161.86449817272816,136.5041833230806,4747.9700594772385,139.90356358120883,164.85841890881818,177.46949407561624,278.8418065027813,268.22636059023137,127.8001100368175
56732.869378054995,210.40205702605013,86.7149050713796,470.3786820789639,130.01838382870358,683.8832220267204,111.76648922692395,228.1027053935454,3738.7961933311026,163.20159789817131,148.40117230319657,4821.288257574058,104.40508266866641,184.71417858377046,196.2606668858398,290.8318647032044,261.7524179449183,119.88216980046272
58747.283366999996,198.5679979155308,86.86864721201678,389.6898195438642,136.3582506246136,690.2808114765453,106.6131253693155,213.79357418395816,2883.8768431261938,158.57375202035473,139.35861389097704,4743.834761938107,118.16077207735675,167.3097383289133,187.0696755426506,279.8190582765799,267.3084518309186,138.1273716284919
58173.753334535,213.68093194665,73.21209579794493,393.0902625103397,145.26814429704746,704.342454494363,118.64853171147661,228.41802966920957,3185.6421265585964,163.01066865536086,154.70058255739724,4751.483520323375,130.45528338973668,184.02258840441652,181.80734503300135,290.95066404255965,261.43319948588464,146.15139498588184
57816.694435444995,237.02618681239682,81.86523079122652,430.0282438557867,136.50299886374665,701.4408411562893,128.51592082572307,225.30090430601683,3586.902978668579,167.22473183041285,139.11543884308233,4700.278014503889,125.90729437241528,188.2892141247325,192.9576315334358,277.41264854425833,278.7473523062226,134.44419026888525
59112.947542805,206.8675307427256,91.8670432642991,392.1562752603879,117.52635777756036,686.1285601069768,123.33346638527706,226.27657063468692,3349.316353326361,140.57689376109573,117.87947463232864,4773.726973141175,131.23695838021783,175.64058327039032,185.21962049009608,278.300277076695,268.3960790486014,132.34135069791478
58907.66521988,217.42749924821467,79.99562511799792,375.08876020516243,138.5457002956717,687.8540645930472,123.70577953993184,239.9887606707217,2954.0665819286783,150.37619050576575,136.45984514445445,4738.19107057181,131.769120110297,177.07607264917397,182.19359461105992,290.9456362224206,258.62005587202646,129.29902402593245
58017.40984859,198.17136668672234,82.42058039085464,397.49799353153315,139.93930586969685,701.58216440201,112.81151973327783,219.58565047003148,3083.4536151106563,148.98126944702437,141.45428351511,4717.191913079045,133.8247240578215,184.93940730519472,198.46328694161704,283.05753187613715,275.3372684136118,148.87937739484772
55268.192184645,208.63241270365174,83.12794347235513,516.5320391388709,142.40350218664827,711.5046489506864,108.48624659390264,224.0829593911962,3812.5270364467747,139.72770393250465,145.57521307549032,4833.337773252772,137.25563209927967,178.0539687235602,180.0591758438622,273.6155773855454,262.80114679000144,126.64732094881926
57091.995464399995,204.37138530296554,76.5263753644918,420.96961344537743,133.46310452672785,703.3908095652874,108.93920623233348,214.904300067835,3291.104865499975,160.943447430111,137.4148407745315,4782.050733404895,133.05996035380628,181.24421873918612,199.7416918770165,273.7493563942668,283.42757192266583,130.7319651809562
58381.695115024995,193.82090535967183,100.06793249927134,411.4229699051562,121.27196639197571,686.4065550075209,119.50335376347024,223.20308861283593,3060.362237329352,157.71796876208634,136.99505510886144,4744.571519595044,122.46666006477832,174.25859212221764,181.2199077749482,293.2299853377626,256.08602393756735,130.3983998584336
59634.818172625004,195.8328554895918,94.77589094544359,366.06379005480244,114.1176356013475,701.6447224223442,126.49343978093162,210.16884019154318,2812.49039006301,159.15901642073737,142.96075218556453,4763.203972041502,138.99089000640146,181.86620038241628,183.18549607975402,287.67638362248454,260.5449554920749,137.47709403753416
57286.271780985,213.5837933847376,84.529223554179,461.4684000282289,128.18065670301903,686.5095761945597,141.07710271130608,233.68718482583492,3669.589874117516,144.46612927754774,126.2726553933482,4698.540114963828,123.52780532618631,183.91735968449842,190.95502215616023,283.7030935956786,259.8719676635566,135.78914543871252
58539.284205870004,209.18614070517728,83.27337530371256,407.6458950682271,124.1694430298378,690.8773034195203,113.91482617135406,241.1048879039594,3019.8384394013856,172.67816835066404,146.1493114190974,4735.64947726751,123.4821811182702,166.17050912452297,171.0760971308207,285.42388195328243,267.2224848012062,128.31534807654123
56924.383087505004,206.2493395642663,78.31817450326926,481.3363438165009,120.15923448221501,683.7489769410945,119.24984436738703,228.66725007146243,3238.7767612147854,136.33369707543227,143.99568375812908,4887.14078237059,134.6713972467985,192.5861373961959,185.91312250285392,279.38032852113497,270.66109447207305,129.64838786582052
57451.011339755,213.5159083678817,94.87569884278395,456.5651911266227,146.42985139751627,686.2096498343973,124.55557827438884,229.33799360756265,3628.462138742239,147.32880912687222,143.28541468857267,4829.81262190549,132.9476370076778,168.65164748359797,201.36814786207097,283.97370859442003,274.8729772273623,124.58870994135172
59477.134004245,197.29370663358782,78.90730676971981,368.7905815662751,141.80531899727904,694.1043245042607,119.3460695781639,234.40609370349134,2966.216612203172,175.3101020693755,149.53416790610225,4706.486559456389,137.06114740919782,174.3530342635194,172.5013545154174,270.03984549690756,253.91488291957722,128.52622681482072
