time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6
57432.726773095,14.100990073974817,13.58269483721869,13.355518081280502,12.887448224253124,12.36250315033226,5.858139338356497,11.17819951620726
58519.724866235,14.165843012170376,13.55352035845756,13.237792241558072,12.87302367376603,12.367193331336027,5.739325341754021,11.195552518298525
59459.812630825,14.138514884476288,13.579905805108023,13.318064807117077,12.881456927761883,12.328103543370961,5.723370918388668,11.208090418770178
56904.121962705,14.056917384500162,13.592783557914727,13.32650060192707,12.882213860717075,12.39186022751234,5.769220890226127,11.178335410054473
58362.84637442,14.015742724540893,13.615175247315074,13.18207280298867,12.890240103664341,12.328296515746697,5.796830545005689,11.203440232432522
57267.9348364,14.090343287629915,13.53379047427403,13.371112805267218,12.869905522657023,12.33696788716614,6.293619598230753,11.193013913105462
57075.448465315,14.128741515506775,13.530338493304717,13.38113217189976,12.872328037233194,12.354924830149205,5.996426992919726,11.17187593109004
59617.61001074,14.283751105159952,13.560290001063962,13.333589328540532,12.861128673126096,12.35562497270275,5.9939058258211295,11.184945007342371
57997.177193485,14.124809523230782,13.498081857089172,13.324875236897622,12.904603541234424,12.37733121962908,6.034388964345578,11.193433985842157
59092.67193333,13.990581216486172,13.596979398634586,13.235083371899568,12.886374882738492,12.38613660644924,5.789382067054594,11.227276023988159
55249.86795648,14.15247258091633,13.421235221136984,13.442502591259114,12.95926563982101,12.390585275202598,5.852581332935219,11.155041537993538
57798.29511623,14.082891257709317,13.580796953600556,13.281659823746761,12.888153804238083,12.369776627494321,6.172084937103475,11.181782979311425
58886.77120955,14.088001906887337,13.52025956215615,13.238463102009492,12.92059422661562,12.387305217345167,6.093364552601577,11.189159213670951
56713.182187275,14.247816444804448,13.500942444723936,13.341214366260811,12.863718110215387,12.388424872012438,6.161449847099747,11.167024038882483
58155.429709765,14.118540332649912,13.553961701380864,13.39167710941665,12.85934304431991,12.342493755369064,5.889511992055765,11.177261832476388
59251.01021479,14.057358291265023,13.512652450004868,13.262052618540546,12.870546551856675,12.34118003360809,5.81710651066268,11.190874713433299
58728.440880225,14.234641720202601,13.506323838747315,13.29949055342373,12.839268484834975,12.355426046489816,5.788098042028456,11.207456039652563
57633.00289269,14.295854839897553,13.560586251686017,13.382434836223512,12.895050593611794,12.369644754784224,5.863717974850652,11.184920400092356
