time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11
59211.598459445,13.844222908887469,14.926833803916315,7.084111589545759,14.597426294700368,13.073000491971419,9.294154087277088,7.688842668063335,14.393387540025303,12.458586805316427,15.90443545637475,12.427336068133277,24.9848550093254
55397.74304,13.779081380321832,15.20122662237366,7.065612160054539,14.42578608434739,13.080821364291962,9.029434271672153,7.90918183675631,14.46377063535934,12.421845825804938,15.774382377710621,12.444954993587217,19.22
57955.655904995,13.83305270088262,14.954649223519265,7.097523541056053,14.470555778577728,13.098065492029951,9.621256361809715,7.917501283746041,14.452530129916473,12.412369091865079,15.523162785783082,12.447499217505941,19.22
57400.093437765,13.722090449335122,15.143112495519535,7.082154004482509,14.510580455193972,13.101362732949417,9.25891671089931,7.926803755061084,14.320010957171407,12.432684941909757,15.74499920999275,12.452890920678064,19.22
58319.77513709,13.794339467431044,14.905381111169094,7.103462030042139,14.46713269311776,13.145197885364631,9.654133600469594,8.0116584374824,14.364758327049094,12.428527394409551,15.39799586144983,12.447777499763342,19.22
57757.506280985,13.746179150142003,14.841768366911518,7.085427030476519,14.576691642044947,13.05831702818371,9.536253226372775,7.862698354325835,14.605975089930352,12.434965023655943,15.971413199036666,12.447659254874276,17.802645503417576
59415.291673665,13.822011638604414,14.766451110374879,7.116482350346716,14.500241768272264,13.159463891689136,9.474046105976234,7.861994989552131,14.403031302738695,12.413848998440423,15.758416557719835,12.475315580114929,19.22
55210.710560695,13.732084764232505,15.153046064338048,7.066839493454403,14.38604772673702,13.089966672051531,8.971128332067478,7.904056781002574,14.444999027508066,12.39906938806541,15.933572966963832,12.461632096259544,19.22
57591.61808076,13.727646058046213,14.931553980507074,7.086782278517874,14.526634374596389,13.119473682194926,9.503980151651406,7.878459517108179,14.539593492790525,12.416802805849473,15.695341889832292,12.468611607496273,20.645357984388617
58119.770398445005,13.735985005539108,15.073045142342975,7.089255626165447,14.452818589978412,13.11990516563052,9.576860545824621,7.948888212650611,14.411896812371927,12.408912598410522,15.995751825344803,12.434606382520547,20.611286701116377
59575.91252044,13.737309594340879,14.93381144012992,7.090628136638116,14.561491834419472,13.102461262107463,9.243404623613502,7.8249787971375975,14.346972257204525,12.444549148213122,16.153191594908805,12.44501031984399,17.97583341162971
58685.907318544996,13.814415958753306,15.005271605260466,7.101663693427027,14.6191181968707,13.101166609550594,9.640516536141387,7.962008561253067,14.603177229290866,12.47131560645708,15.731820631046437,12.45480739686151,19.22
57036.507381735006,13.920986617994986,14.80107416303933,7.095044148705338,14.651807363736927,13.045581186739202,9.302245843975992,7.945094553197294,14.501020524982806,12.442640299909877,15.664134163081295,12.451377752281067,19.22
56860.528084085,13.740014737089613,14.84453824974517,7.080480079075017,14.497793246733774,13.096748658755507,9.286243099582961,7.923366367475514,14.489753245613363,12.419625866561487,15.77545701598858,12.405028367264212,19.22
58848.095840485,13.758625438500465,15.190075059835642,7.08920525039034,14.499216131475569,13.091617306669674,9.471836385704847,7.8769652410927025,14.575718144139962,12.411831314295314,15.712514656079493,12.452405858874153,17.68054387472673
58480.283987974995,13.778648696738937,15.150525555517133,7.085364409912274,14.48651189103463,13.095675503256857,9.474364034504763,7.926962479763538,14.38164380147939,12.440252025641119,15.541560769060311,12.419417066949393,19.22
57224.46108371,13.780906310088726,14.988913265515388,7.094331821806244,14.505706573311361,13.091547067958551,9.405091819805987,7.928683161290594,14.420479212824217,12.440088476794683,15.545538654391406,12.430754232791227,19.22
56673.540225745,13.779269768140605,15.116095536430715,7.092397220288242,14.62541861003532,13.094155413601227,9.243451244020987,8.002404177556983,14.581823232106071,12.42307245832004,15.367174524399742,12.480042234849526,19.22
59051.395482784996,13.945054041196661,14.941772199932943,7.109022456884122,14.39202475038113,13.178720005270376,9.431810014412942,7.736335977871323,14.592158900199882,12.454651626102942,15.899483271617614,12.473659052536886,17.486128116409844
