time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17
58125.85231789,12.473143718933963,13.868273992033556,12.992533431271061,13.146531568545194,13.616844553003608,13.507744515385802,14.209858214534673,11.69260557715697,14.490643776296816,8.331947342109592,12.1404251214412,14.463770742603048,14.259486166175877,12.646311478990267,15.048397801566965,14.51908201366029,13.670918500490837,13.829587099726401
59586.033410899996,12.507960091714875,13.949375719535173,12.988882298995174,13.155869886188873,13.565679016016015,13.59920398678598,14.366597708389323,11.699882482000785,14.444375526588994,8.466714187805538,12.170219029912442,14.549063936734589,14.36556845458619,12.667135828744259,15.231724613402605,14.57308276195688,13.61088952602666,13.89472413385645
57231.15822067,12.574222221767622,13.750940183810554,12.970077551498203,13.169012235433275,13.638606083698686,13.555019210050125,14.172561864368015,11.73387692871288,14.468634341930263,8.379408912449906,12.105166945697826,14.523008238761724,14.53017043734909,12.620427015112176,14.837509290692504,14.693604181357594,13.546748125596613,13.72244531076936
56679.79335182,12.524854817213456,13.853211458790906,12.918345056133314,13.02940945808107,13.622898284534884,13.51150957971751,14.322657692495914,11.731890089270182,14.24862796813323,8.353524726250276,12.13647190016068,14.521216214214354,14.32295933638847,12.629216727044819,14.773211205998761,14.547976336770155,13.60308475379945,13.880030665821996
59423.98953827,12.577110546225578,13.916560299284296,12.949265775169641,13.12421998463614,13.841965683723716,13.635682902980205,14.143275221115333,11.77378066874792,14.50384609143842,8.504249916117516,12.103829676982102,14.445817711020945,14.361188727235767,12.670844896669433,14.889478480900893,14.786353044417359,13.644663363066554,13.685861900429087
57041.889204245,12.516538710439905,13.999502887382883,12.982048738721643,13.130994856179075,13.617831118139037,13.47295755054729,14.4388963867847,11.698787079266152,14.349152307292721,8.361967268590083,12.092032684963211,14.432720726355557,14.325146799032572,12.642681098106003,14.951818664637893,14.471026017438803,13.621703295157529,13.710091984157858
58330.25057905,12.55969487307493,13.916201224757216,12.964062784750029,13.215615661108941,13.684894263938498,13.576713777529994,14.21803405702953,11.760523433577756,14.640822027983317,8.47912660295498,12.118727968183643,14.561284944331424,14.403281453211688,12.649479627668581,15.120364287781555,14.730732988897492,13.652871963130226,13.704969236866026
59217.86979425,12.512818562625625,13.891477286881749,13.005726710770563,13.139490047065586,13.637951040386447,13.521897289195676,14.240918237871838,11.722321007012324,14.51327891791273,8.435526510449337,12.141164345464334,14.478765964299988,14.385783621072472,12.635221883783172,15.038705907983482,14.646787110912229,13.698556388082922,13.738303272902337
56869.315974815,12.523972407837901,13.880088160634392,12.952250214656901,13.135123667398855,13.567510853805066,13.509816926016963,14.18588509533328,11.708352881437332,14.438946213696635,8.291063521483306,12.102228214102675,14.45101874876948,14.280417439252366,12.665150512000855,14.995388654815438,14.559354837708629,13.602758576322048,13.863279302137567
55217.884389344996,12.483924534609377,13.784212168782396,12.913053822093667,13.089446342758125,13.715780114665762,13.545268689882395,14.34488886094231,11.706126801771411,14.480532571923524,8.413731634741616,12.091783064494626,14.621538574657185,14.382430624294889,12.603615643555395,15.087312441330445,14.694654683590644,13.754274777289657,13.79149928148403
59057.80954811,12.592394458932647,13.921877131208742,13.016749547987994,13.208269969936053,13.725294485123817,13.54377573020174,14.166828144373957,11.761761307623745,14.223476786239344,8.457055070609568,12.153690238682081,14.528185061221208,14.262542024821137,12.650979393388917,14.946107519489571,14.588077568923863,13.6523282497896,13.680050562706823
57765.229232804995,12.50699561994485,13.814608658623024,12.93748716844822,13.153458729293705,13.618212489408334,13.404961643221826,14.2173407341592,11.7013012279229,14.38780399193204,8.468431584421253,12.11203240864486,14.508779821251778,14.319041740604742,12.622176669823942,14.815843292955805,14.607337434695427,13.583531018192282,13.724287406360384
58486.625614815,12.524155448450525,13.87778074154463,12.9373872858484,13.13971864004983,13.745540535805452,13.594016877191239,14.363297215660783,11.74622461873479,14.531506289143337,8.445297549733992,12.114135679536025,14.472619199085786,14.333235876475397,12.64409935164615,14.952305674323059,14.568523047199225,13.550524261016214,13.771120226917278
57596.766408979995,12.55370127063425,13.89367943905094,12.934327299030159,13.133788052278868,13.618112906397515,13.427380046457069,14.319280628238792,11.741108903839534,14.490403912442604,8.437425624200058,12.099687928548345,14.499394639377622,14.313325399098508,12.605279538418484,14.940242608132463,14.46398371410107,13.628467264752775,13.742159056977302
58852.178681285,12.525048012605037,13.858753901454765,12.994025356060385,13.174410706447976,13.593661827929719,13.444761957983252,14.261004245885045,11.744131298918829,14.367614028404521,8.430999274044849,12.127872572521769,14.557080446664854,14.220974520005365,12.60246404592281,14.896862724335515,14.523045070356625,13.685061707919875,13.726749493307251
57962.273902945,12.564274340193547,13.892012506642198,12.979375289848244,13.190720316697966,13.632873098908393,13.513302922849865,14.29983538261063,11.721511758498501,14.373866514850883,8.464053644461698,12.160497587399123,14.442679181913478,14.405271171376523,12.601544204764776,14.799327461911053,14.624333829536537,13.674145559536237,13.753805103693752
55407.505315335,12.50594727611214,13.83214632930481,12.941628513313256,13.094355106497991,13.640123857829417,13.505126979125917,14.368392145512361,11.71384701885716,14.430418005653683,8.304978551647611,12.094035205945035,14.462254579859417,14.30313655674026,12.592603568817584,14.804802912298884,14.495136095433077,13.677588314885833,13.769848612838281
57403.693741765004,12.50637849107372,13.875622301068503,12.990932910401503,13.147497429202902,13.799438227711928,13.534691882156805,14.373248535881965,11.73055806705556,14.462541641808965,8.443114436897805,12.138506087681018,14.459047801244928,14.347938545787938,12.682783178272919,14.970822401853937,14.630014693553244,13.565156127608146,13.764907423959377
58693.697330929994,12.565630509583828,13.941833486101219,12.928415411508439,13.13559391596595,13.79873577426716,13.598634104982098,14.291148738158325,11.739942846515836,14.454141542635506,8.418681880071993,12.15598588613845,14.498070339058208,14.413522467739906,12.672813543525757,14.912565182191548,14.58901581988023,13.695468890779074,13.720328646530279
