\fixlen = T
\RowsRetrieved = 1735
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1                126.43167      -51.009999999999998    16663r        3r                       35                        2                       10       78.449095480858801                   999999       39.733275999999996         1588696449.24999 2020-05-05 16:34:09.250           16663r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16667r        7r                       35                        2                        5         78.9741784032704                   999999       20.283522000000001       1588707748.2939899 2020-05-05 19:42:28.294           16667r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16671r        1r                       35                        2                       10       79.507448707640606                   999999       8.5161960000000008         1588719047.34499 2020-05-05 22:50:47.345           16671r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16675r        5r                       35                        2                        5       80.047826264844005                   999999       13.556558000000001         1588730346.39202 2020-05-06 01:59:06.392           16675r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16681r        1r                       11                        2                       10       80.808262577057405                   999999       48.487504000000001         1588747300.45998 2020-05-06 06:41:40.460           16681r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16683r        3r                       34                        2                       10       81.147696182218795                   999999       57.709693000000001       1588752944.4790201 2020-05-06 08:15:44.479           16683r034-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16685r        5r                       11                        2                        5       81.373744449746397                   999999       65.370771000000005         1588758599.55199 2020-05-06 09:49:59.552           16685r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16689r        9r                       11                        2                        5       81.945694981368703                   999999       66.786114999999995         1588769898.59498 2020-05-06 12:58:18.595           16689r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16691r        1r                       34                        2                        5       82.269677626834806                   999999       54.853724999999997         1588775542.61901 2020-05-06 14:32:22.619           16691r034-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16693r        3r                       11                        2                        5       82.521245983877094                   999999       43.310661000000003       1588781197.6469901 2020-05-06 16:06:37.647           16693r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16695r        5r                       34                        2                        5       82.835324456028303                   999999       32.817807999999999       1588786841.6659901 2020-05-06 17:40:41.666           16695r034-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16695r        5r                       35                        2                        5       82.481393999961199                   999999       32.278542000000002       1588786852.6660099 2020-05-06 17:40:52.666           16695r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16697r        7r                       11                        2                       10       83.100332674564797                   999999                23.004434         1588792496.68999 2020-05-06 19:14:56.690           16697r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16699r        9r                       34                        2                        5       83.403892698575604                   999999                16.019651         1588798140.71402 2020-05-06 20:49:00.714           16699r034-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16699r        9r                       35                        2                        5       83.068511248259099                   999999       15.301315000000001       1588798151.7179799 2020-05-06 20:49:11.718           16699r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16701r        1r                       10                        2                       10       83.682198980678706                   999999                 10.22395       1588803795.7379799 2020-05-06 22:23:15.738           16701r010-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16703r        3r                       35                        2                       10          83.658979824949                   999999                  7.18215       1588809450.7650001 2020-05-06 23:57:30.765           16703r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16705r        5r                       10                        2                       10       84.265169691370204                   999999       11.185302999999999         1588815094.78899 2020-05-07 01:31:34.789           16705r010-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16711r        1r                       35                        2                       10         84.8429328445132                   999999       44.916136999999999       1588832048.8559899 2020-05-07 06:14:08.856           16711r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16713r        3r                       10                        2                        5       85.436012076196803                   999999       54.635505999999999       1588837692.8759899 2020-05-07 07:48:12.876           16713r010-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16715r        5r                       35                        2                       10       85.436571376109796                   999999                 62.92756           1588843347.895 2020-05-07 09:22:27.895           16715r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16719r        9r                       35                        2                       10       86.024780963064202                   999999       68.199950000000001       1588854646.9429901 2020-05-07 12:30:46.943           16719r035-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16721r        1r                       10                        2                       10       86.602205368061206                   999999       58.516362000000001       1588860290.9660101 2020-05-07 14:04:50.966           16721r010-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16721r        1r                       11                        2                       10       86.378950370566997                   999999       58.374476999999999       1588860301.9659901 2020-05-07 14:05:01.966           16721r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16725r        5r                       11                        2                       10       86.981734693091596                   999999                35.792887         1588871601.01402 2020-05-07 17:13:21.014           16725r011-w2-int-1b.fits 
                        1                126.43167      -51.009999999999998    16729r        9r                       11                        2                       10       87.581970690253598                   999999                17.976163       1588882900.0610001 2020-05-07 20:21:40.061           16729r011-w2-int-1b.fits 
