time,TARGET aperture:0,TARGET aperture:1,TARGET aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16
57258.618840055,14.680175580687404,13.080870365839539,14.02950736609113,15.130912887463309,13.14805080969136,14.288613787686879,13.613216682014306,12.323813971728837,8.504289420187986,20.278,12.359685633452003,16.924571877605324,14.192725494952908,13.010351243589868,11.063017067185552,14.27525031752789,13.78468871582025
59438.864936235,14.892469121085117,13.06739049491541,14.04750767292791,15.40669527357769,13.113078237563334,14.311778875685532,13.647983971377654,12.341298438338084,8.702517281694863,20.278,12.362082264592974,17.278304521225344,14.208102224076866,13.040420193253274,11.065964855133783,14.210984781431652,13.797258610089129
58542.232587485,14.781722914166496,13.085050180740673,14.084441819614389,15.076322883790683,13.130640519964572,14.410897502208247,13.69196396531571,12.352936687631791,8.64971511781907,20.278,12.359657298704978,20.278,14.24288681458848,13.026751286266563,11.040849411213093,14.144230807722076,13.798745339353252
57081.065218615,15.060913326680128,13.215092914445696,14.21221054642684,15.327313030115324,13.236674644825614,14.447622473439749,13.63029279450107,12.346295443248064,8.565452545504488,20.278,12.379330103326598,20.278,14.192689916649273,13.015141397601075,11.031759999869081,14.255596853625567,13.783006044546129
59639.165561105,15.01714358271262,13.212056504952246,14.252171127519114,15.276417033042593,13.237685480113486,14.524634079234454,13.6665785583645,12.333029350117508,8.662993161154402,20.278,12.365914514086132,17.917744729550492,14.243610793921624,13.047911633910443,11.05197537417927,14.247765632782171,13.762478937840841
57447.017373170005,14.671515454215985,13.082938633017774,14.056704434710843,15.023063264131206,13.148277962117342,14.352301986734565,13.622550778562783,12.328200276096137,8.703802596400942,20.278,12.37532436035545,17.05659488538545,14.218176399577727,13.046039441714703,11.049496367777975,14.18778292853592,13.772337258859267
56900.239935905,14.79988553517823,13.097560767622985,14.115997238173216,15.210543554738354,13.141731301362462,14.345542759064708,13.614640912151462,12.350648805005438,8.673920676670116,20.278,12.359572877613486,17.01343453996182,14.245803957925583,13.01875153074326,11.048165887646826,14.258148785880431,13.77737463608586
58339.77882065,14.837005910821539,13.11081930510734,14.15192113457845,15.240844517321564,13.150252618556676,14.388011539338175,13.609730149793675,12.368669298771342,8.574377813665551,20.278,12.356660875701408,20.278,14.117830058657573,13.012909430248751,11.051096398487605,14.258151924605901,13.764916375382677
58176.66990478,14.833672412372641,13.127510486513687,14.23860765646504,15.183514676041368,13.172179534830448,14.538051929786329,13.599725485410463,12.337234272074815,8.385334489120606,20.278,12.375953364964753,20.278,14.229354872452916,13.014328512384237,11.031830105075665,14.24933021306862,13.764622381823573
58907.93135636501,14.727554866353215,13.055436053101074,14.075885081403072,15.072433546300433,13.114579111359207,14.411826801802587,13.667587055899228,12.357137047786686,8.522261798427815,20.278,12.35135682463987,20.278,14.279508980561022,13.045083782690904,11.052016447560085,14.33318469581456,13.855353527287155
56719.14369634,14.875430633407458,13.174784838901585,14.122854779160745,15.098436014492345,13.203955710673837,14.400097166235206,13.654012285621102,12.352820325654994,8.521064474749439,20.278,12.33476095906042,20.278,14.265510415263382,12.964700464113948,11.036891656767423,14.363843225632552,13.820708422277438
57618.883912535,15.048449406204659,13.169514464530808,14.149751732050595,15.600448994578988,13.203177399922156,14.41148047056459,13.651101787623334,12.33585988565578,8.415446053149768,20.278,12.377252281517281,20.278,14.27704115024852,13.026797475593563,11.057620224001226,14.210143662130816,13.802182507079667
59070.992753935,14.873780325594018,13.201245117028867,14.230676007655932,15.274737805659322,13.227219212963343,14.478604994729983,13.678130829800674,12.34354411191723,8.450734344067374,20.278,12.375963815367504,20.278,14.173815878016834,13.060463738018298,11.047607702621638,14.377811278911675,13.81716103562594
55258.271996744996,14.831395900840073,13.166294083235522,14.204820561554472,15.100342916025797,13.197034095431716,14.401448636447448,13.620833721643688,12.326386436239927,8.68794925765967,20.278,12.355857432514101,20.278,14.221021333684607,13.037031413468464,11.068242128647862,14.370459406046917,13.771962916233408
57979.27018506,15.011186560505076,13.196028973531654,14.266076200038915,15.398195089960184,13.220786116577443,14.47399741484556,13.645917581439642,12.331757377561221,8.620058834230669,20.278,12.36460840289633,20.278,14.233851793842211,13.0183549080708,11.053418711247252,14.317780076978481,13.806067523376901
58705.38063078,15.031141506163257,13.178169254680089,14.17274081457059,15.476311748314766,13.209698092893086,14.457230907537491,13.647849220937967,12.37879159957438,8.524650994721211,20.278,12.356846654165809,20.278,14.147634944762059,13.054983774969495,11.062608137848141,14.245695604546754,13.75773009835016
59275.26588951,14.507430335874917,13.064698292025346,14.073113417662642,14.807079511449606,13.138581664187356,14.43494527599564,13.644681310924147,12.344683319466876,8.688650358177387,20.278,12.349558850135734,20.278,14.281723555641603,13.02968048706537,11.068823240639288,14.310408542013569,13.778892158280362
57812.47475786,14.941259632242874,13.113371513122978,14.161128338397656,15.330221596917637,13.172960465566499,14.488501352684354,13.586293961764829,12.341182002137776,8.653818813156535,20.278,12.375869507323966,20.278,14.263001658975297,13.008665477925508,11.047470571517628,14.280911330783495,13.819206429143856
