\fixlen = T
\RowsRetrieved = 1216
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1                122.38575      -36.088889999999999    33578r        8r                      225                        1                        5       118.92450065916201                   999999                31.276868           1636469840.404 2021-11-09 14:57:20.404           33578r225-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33582r        2r                      224                        1                        5         119.452638179913                   999999       58.697541999999999           1636481128.457 2021-11-09 18:05:28.457           33582r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33586r        6r                      224                        1                        5         119.957242988356                   999999       75.322181999999998       1636492416.5050099 2021-11-09 21:13:36.505           33586r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33590r        0r                      224                        1                        5         120.436385722669                   999999       60.731704000000001       1636503704.5569999 2021-11-10 00:21:44.557           33590r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33590r        0r                      225                        1                        5       119.79554261203801                   999999       60.450870000000002       1636503715.5570199 2021-11-10 00:21:55.557           33590r225-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33592r        2r                      200                        1                       10         120.192937070477                   999999       46.016810999999997       1636509359.5810001 2021-11-10 01:55:59.581           33592r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33594r        4r                      175                        1                       10       120.37795527122699                   999999       31.781268000000001       1636514959.5970099 2021-11-10 03:29:19.597           33594r175-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33596r        6r                      199                        1                        5         120.622260507916                   999999                21.918654         1636520647.62901 2021-11-10 05:04:07.629           33596r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33598r        8r                      224                        1                        5         120.670411713384                   999999       12.403480999999999       1636526291.7030001 2021-11-10 06:38:11.703           33598r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33600r        0r                      199                        1                       10       121.02854489999299                   999999       5.0087330000000003           1636531935.723 2021-11-10 08:12:15.723           33600r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33600r        0r                      200                        1                        5         120.366609409373                   999999       5.5622249999999998       1636531946.7230201 2021-11-10 08:12:26.723           33600r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33602r        2r                      224                        1                        5         121.071735020555                   999999      0.54300899999999996         1636537579.74698 2021-11-10 09:46:19.747           33602r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33602r        2r                      225                        1                        5         120.408113781525                   999999       1.2155689999999999       1636537590.7509899 2021-11-10 09:46:30.751           33602r225-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33604r        4r                      200                        1                       10       120.74220764482099                   999999       2.2101760000000001       1636543234.7750101 2021-11-10 11:20:34.775           33604r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33606r        6r                      225                        1                        5         120.786264093196                   999999                13.092694         1636548878.79899 2021-11-10 12:54:38.799           33606r225-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33608r        8r                      200                        1                        5       121.09308451658799                   999999       26.948060999999999         1636554522.82302 2021-11-10 14:28:42.823           33608r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33610r        0r                      224                        1                        5         121.132043121767                   999999                41.290467         1636560166.85098 2021-11-10 16:02:46.851           33610r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33612r        2r                      199                        1                        5         121.419143651269                   999999       54.771427000000003       1636565810.8760099 2021-11-10 17:36:50.876           33612r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33614r        4r                      224                        1                        5       121.45161113369799                   999999       65.707407000000003       1636571454.9000001 2021-11-10 19:10:54.900           33614r224-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33616r        6r                      199                        1                        5         121.719327853994                   999999                73.349249           1636577098.928 2021-11-10 20:44:58.928           33616r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33616r        6r                      200                        1                        5         121.037058102738                   999999       72.947106000000005       1636577109.9279799 2021-11-10 20:45:09.928           33616r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33618r        8r                      225                        1                        5         121.064278860768                   999999       75.913904000000002       1636582753.9520099 2021-11-10 22:19:13.952           33618r225-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33620r        0r                      200                        1                        5       121.30495641234999                   999999       64.763502000000003         1636588397.98001 2021-11-10 23:53:17.980           33620r200-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33624r        4r                      199                        1                        5         121.557712008468                   999999       36.626657000000002       1636599686.0280199 2021-11-11 03:01:26.028           33624r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33628r        8r                      199                        1                        5         121.774756953161                   999999       14.948486000000001       1636610974.0810101 2021-11-11 06:09:34.081           33628r199-w1-int-1b.fits 
                        1                122.38575      -36.088889999999999    33628r        8r                      200                        1                        5         121.085171124946                   999999                15.295071       1636610985.0850201 2021-11-11 06:09:45.085           33628r200-w1-int-1b.fits 
