time,TARGET aperture:0,TARGET aperture:1,TARGET aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16
57979.27018506,14.746127185977823,12.892687856257213,13.841492729842079,15.145752412315394,12.92809284305721,14.432685504087496,13.243552114948715,11.926410884553261,7.915837590270978,19.22,11.727663561485617,19.22,13.452451253469428,12.4095272388253,10.764121823750058,13.709838796263467,13.075796210892314
55258.271996744996,14.48666046150757,12.767124901623177,14.115017848423532,14.827672714924194,12.808499573158862,14.306136466924578,13.326123873836137,11.888750759309064,7.975134489255553,19.22,11.710140611819872,19.22,13.539418293408353,12.375814346538787,10.760681824184415,13.804050409215714,13.019733108874037
59275.26588951,14.779480405916159,12.888585253778094,14.397742863754921,15.269161349171318,12.925833797380117,14.703001539056343,13.342850603086015,11.935957421923701,8.014620123594737,19.22,11.760369512630863,19.22,13.552814162713702,12.443730023878144,10.796989713773977,14.047659209844037,13.170901481995548
58705.38063078,14.6413419792167,12.98127384974262,13.625133406703016,15.02673192341593,13.046104979218855,14.313508486176243,13.282275871022117,11.96763559759714,7.919978314177558,19.22,11.755170236545519,19.22,13.646546392511217,12.517080872966531,10.799520931736202,13.909448187701138,13.00539345229351
57812.47475786,14.616130628947227,12.963939406120508,14.232912560313226,14.997575086907995,13.047426886332476,14.446533468681068,13.36565124238391,11.961872362938783,7.9686854306335535,19.22,11.738780611148167,19.22,13.521081674959992,12.407699794773324,10.78087073142273,13.980681134042447,13.113852958379963
56719.14369634,14.689841581761087,12.847747214163341,13.877868975139117,15.135751988508405,12.905876961951689,14.171700764111444,13.263256939264908,11.933748114607743,7.855872946851348,19.22,11.71431010441845,19.22,13.453364959106597,12.425074766675914,10.763152356192467,13.879383153702548,13.113364245462057
59070.992753935,14.832279681247375,12.988302762578632,14.204273554447953,15.334520055425939,13.044905618666913,14.564808183794893,13.242406193323403,11.951134130351607,7.78915221715661,19.22,11.749445267526218,19.22,13.516362244684283,12.443718084632922,10.784871914910795,13.923527943164553,13.147239662812144
58176.66990478,14.692002339554868,12.860805029747185,14.128724806439056,15.148094041257284,12.919853897596266,14.362450769980386,13.35300507185046,11.929237659583022,7.7398383451898605,19.22,11.760657615348078,19.22,13.566060710984946,12.458205005745295,10.778692951003075,13.985664517044142,13.074094824932034
58907.93135636501,14.645245694633182,12.965772976631445,14.10999708228219,15.043137146066867,12.998299169096583,14.413542490732848,13.349145675389645,11.948025109208311,7.85543023661899,19.22,11.754223965297369,19.22,13.551245285773929,12.416732538289311,10.785186313654945,13.821707371688804,13.123531029936034
57618.883912535,14.751690650675949,12.895278608643588,14.112744270748788,15.204881597924123,12.934581386182472,14.297441981820388,13.225798194636722,11.95554308840581,7.73641485817858,19.22,11.743744327845048,19.22,13.534934271036388,12.389643784404958,10.765798723917387,13.796052769899523,13.061976960905865
57447.017373170005,14.784245717700001,13.003580603657264,13.920272163379414,15.179159846937875,13.07270282156935,14.24749922000638,13.256232578363377,11.917353832771989,8.054267752986041,19.22,11.740267810253636,19.22,13.559097342301262,12.44423914303748,10.764180833264387,13.787297886282953,13.117255273053654
58339.77882065,14.411997958127733,13.007915794573051,14.094208841059638,14.67909376412146,13.068908181575763,14.447076577270236,13.24095902837237,11.929343883366549,7.89496870423051,19.22,11.739244584365423,19.22,13.419538310680123,12.378905235196385,10.79018690804477,14.038302130378518,13.15648427334652
59639.165561105,14.580349707752893,12.909033325514155,14.266762883371722,14.941984040781618,12.950310830716708,14.58694015278826,13.293152596136627,11.938895467595605,8.01323712311097,19.22,11.738249765255523,19.22,13.469229121753758,12.415336722202449,10.809241154294138,13.69969147540338,13.144747568857634
56900.239935905,14.522803908909848,12.88914014754826,14.28168129087335,14.877583904561975,12.952995903069565,14.540925242323565,13.190048462951484,11.921851515719029,7.998443949408046,19.22,11.726862464634904,19.22,13.51553574263893,12.403324296765174,10.777381389657341,13.92284296579515,13.049109003916891
57258.618840055,14.721236716317915,12.89730599676015,14.060548380986793,15.132420687784965,12.954059165573488,14.30212208345535,13.27588412691869,11.93366633727758,7.832150765186825,19.22,11.75476157533715,19.22,13.511072581615828,12.394971841497844,10.804718928636118,14.160760943835735,13.149228587179522
58542.232587485,14.788376657660017,12.862906481732265,14.093456215218009,15.252690383519004,12.903851334564587,14.263808991683591,13.316623423995756,11.947640193103746,7.982859278499235,19.22,11.739451609611132,19.22,13.61104560331931,12.415363534355974,10.789094766987054,13.992506863321044,13.061243395575849
59438.864936235,14.726636565876285,12.931729527575223,14.152774628407773,15.231590218910322,12.977014232449992,14.427574899693004,13.16248332790072,11.963202647052643,8.081053678994273,19.22,11.766044172220496,19.22,13.651540457357966,12.510030094615527,10.823603201761216,13.84114268220891,13.15715901046872
57081.065218615,14.566560633571408,12.868219008090552,14.027816628676737,14.910474671635425,12.909268789639528,14.330483597096158,13.307658869688657,11.939410157432757,7.920871960567795,19.22,11.722745547544022,19.22,13.42179790070806,12.445101271407472,10.759594772471416,13.624478034274246,13.12370658336298
