time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52,aperture:53,aperture:54,aperture:55,aperture:56,aperture:57,aperture:58,aperture:59,aperture:60,aperture:61,aperture:62
55363.745563695,10.825787472945592,340.68510634280926,819.2672747234532,75.61569723542395,938.7303733137173,5752.486812553722,721.537913425439,176.99034643884758,-171.71210567687166,-98.92168351872343,10080.058470458873,607.8148947006965,403.3105640500522,2140.5803757011768,-13.987039259255909,100.47594634570598,97.37992698092049,3632.891220658008,284.76164149049947,75.54083803562443,109.52424860864173,2239.1466290715707,-695.8058556147433,392.8950663224066,-43401.11197111276,-471.1424259573063,-73.19450975810491,396.68176917662277,15.031710496043786,455.4632859595743,-1468.6487602932552,434.4298895951249,144.87059906575246,494.09895206587134,143.49007255124724,105.43956933021656,141.50498068445492,142.12622146666908,1705.6462383683852,187.38288628207764,76.10305120573676,687.6860527664835,22.250838598248528,160.71945349692126,333.8365247186905,314.0026592505423,60.36330250368431,-103.73379609593357,-135.0078435273093,371.9761724675826,261.09328154553555,675.0446995788244,113.33816336271578,380.3287031122227,1262.515660713889,270.78799295752293,2187.1160250907296,-56.32391922043924,1524.2840579133522,1164.2337591380206,1747.9492422380674,327.82766063697864,1225.4332569973265
57906.26151188,6.44335085747575,320.39577367145864,807.7064631688595,74.3931762507622,924.8510426791061,5616.889825497618,738.7628483280685,152.85646426364937,-166.19435475868565,-75.78686803941576,9923.199923404582,587.0765200585581,397.58397009865473,2057.2967830251964,-14.221222261004243,79.37170278953403,97.82696423697811,3495.907011266625,249.28717254721107,82.65743426466582,114.73120397282096,2185.108877068528,-599.6243404840101,363.66542238847876,-32505.58142977117,-375.20351070736456,-31.977712283665653,398.91963949840635,11.29667733195808,429.08518849077745,-1343.130770014509,450.3668397813852,94.55245371463639,513.3112821479165,158.79922099855605,92.10159528136563,169.88798554755013,149.33596910006415,1655.092783718328,207.3318046996036,85.38719842239321,654.6439214023151,32.89310633542014,182.32579109827526,312.55505178474834,318.79175068946483,45.016218291275806,-98.07234070699872,-120.18767421013519,339.50000208797826,269.34706378245573,658.7735902337821,106.46230508418466,369.6730595730949,1266.0064113116478,255.65858857695838,2158.1155763811294,-40.690669330415034,1499.8642081013734,1119.2598814106855,1722.5239095533493,302.0296706448471,1180.8964770606765
59571.434742569996,18.209471915493033,303.32337387473115,808.6511694499459,81.25438330045719,939.5236885376551,5581.715269371159,709.9657841753049,160.0741513757918,-132.5209702976226,-76.71643682355378,9767.745626275166,563.0500938429328,389.94933818603454,2054.083564147838,-8.91054458880052,79.7262819490104,141.77065372472643,3539.7512570427034,253.049710930373,78.80838533194148,110.86117955791015,2173.8830834307546,-665.3721910513407,348.25714081256757,-32042.26519072801,-374.5714433287226,-42.76923827125552,399.201762333627,4.671606298442526,460.6538415468246,-1866.182861853336,455.8336290839002,135.1169279253562,486.52957300190303,144.31669086759675,97.32741327097574,155.84396810856921,122.55784159824313,1623.2419640842406,201.6422511488322,73.27538163294354,594.0009683238661,29.55230441320352,177.31426411429493,347.55161207192464,328.90326985907063,30.54240140731099,-98.86638277680737,-93.04732761943686,366.25187753332574,311.5630463939934,618.5702209227181,112.86600810065156,400.85953413262973,1249.180085330747,240.12346748555677,2124.590033132128,-46.19018003415678,1482.632416633507,1057.1131883807866,1745.8392494403408,287.0720227447183,1133.487445420268
58268.115329755004,5.954660487648283,328.70299703892044,812.2959511994878,60.593805625309585,918.1173079033786,5599.0484231544,738.93514099847,158.03988528804888,-172.11954867654728,-91.95855083711663,9841.688305284155,584.8089794087253,386.7560077370576,2060.5213972175247,-17.27109033483481,88.04586931877513,95.97953230772052,3529.2469833369178,266.59686169409713,89.79878485805469,115.39838994087171,2177.549266782888,-600.350653657827,395.0934017485754,-33804.064314210416,-422.8613233424454,-42.268351899933805,383.5366421954752,22.77105103032946,420.1828778002149,-1668.2008409296118,449.8619248115144,110.68631324666296,487.14671563493476,162.85745415307966,81.59534940487384,163.89242214560727,129.32844383512537,1641.6938429760437,192.17954627591425,74.89145051208797,660.7689687236592,25.121290415992416,181.06248061373475,332.9054204866013,298.0020157730962,33.90755646900823,-93.3530404312904,-113.09209479110646,357.94312596332975,275.4993588025966,653.5574586829614,115.95473843350287,365.4692081627052,1258.4734244904766,252.00040069373853,2129.37765535596,-51.65513499313764,1495.0200556159111,1144.850185976943,1684.8939488936549,315.596280040243,1195.3049780226042
57743.1271195,21.999149954897845,312.8130330176211,817.2658322482221,72.69033776790268,939.7146120964676,5606.7275245336405,722.6554234630443,141.18319065903103,-129.9072026645734,-87.07561183925446,9832.249362508172,600.045384088081,398.4407662234546,2093.413853678727,-21.682887477461776,108.54535509539105,135.2978294432204,3549.6797009394168,241.66788035408877,82.7587569494282,111.36694046785325,2192.2023743511922,-676.7539934330288,362.4004238702569,-33738.60155029624,-391.89546875955773,-63.42030426065662,401.30945466591936,4.6064230035836715,448.0320847582715,-1720.032410952222,455.12242514517936,149.13736680888303,529.050884874,146.09867982310615,90.38757103561872,165.43500891783967,132.76193379026256,1735.764793048104,195.48522596002383,70.77708089237585,639.3283779765154,20.408144180233375,177.57108322094075,335.66788653070313,321.0856825336022,46.731870273113856,-120.9688634281429,-95.83290111005519,369.7647658343773,308.133899635124,641.9047870896361,108.05225636417669,380.5886889559766,1266.7392737992743,233.2355245011604,2136.723319292475,-51.17838587698651,1508.1729390761554,1091.438396524198,1740.5928685090794,316.6254211930196,1146.3429870463497
58108.869233595,9.230496164463602,313.75174009488103,822.0521368924964,61.166840197991185,915.3611458245219,5580.573893448785,718.0365621555122,148.67963397203997,-129.17923787023406,-72.02147983460321,9886.592620932965,562.9200769440135,406.0330545311427,2052.6184869549434,-19.173360787499632,88.6441570322588,141.43892705379847,3490.018107654677,226.44292487986706,85.32973457071324,111.71382200939362,2187.4497592094376,-632.1771151444882,359.7650703229903,-32372.40585129802,-327.194027878081,-20.0585648602148,411.1434633540987,4.069748406690053,427.9399573275674,-1292.6901873667985,459.1540860737348,160.4953382916496,487.18614550491645,136.8759433289313,88.68151613483704,144.61541444953596,136.4137557482579,1663.0748060057697,196.79040419305343,79.92564049700592,607.7307800961642,21.76648733256433,185.3482856601898,348.93032241494564,341.30252022530533,51.46629224485534,-117.06759540522432,-107.86882389796938,356.6643521542835,305.4622660770124,636.5979834405981,111.24555094497849,402.68744174778755,1266.4486415882636,225.9798193398595,2164.982556492414,-50.8851897837112,1480.3357349634225,1116.5238881654634,1746.5314297074058,295.2045176482769,1145.2918693757294
59363.628864525,21.77792057154094,317.32716157543075,797.5610468024978,79.82674050964877,926.0564176538444,5683.414960037136,719.0031926231034,146.98216736572277,-143.27083239945472,-100.19212262711105,9671.143064986078,581.3252444135767,374.76347458050407,1995.9253552195673,-22.119782183815403,71.86410543534589,95.91103354821652,3474.2491506544893,262.74444140743475,82.10399240032692,104.3769291648303,2144.098968519824,-597.9034737407496,365.0251693518846,-34125.537023003446,-420.68903088669674,-40.99045766882716,391.41808976867077,23.24836955004676,410.48885832367637,-1695.2675651317104,458.0741018841263,99.10097791320891,504.7251247205618,158.3297352491342,75.55035244388719,165.79500196433793,134.94393810448025,1653.997269325068,198.36072638252617,81.60436488921442,659.2608394678208,22.633613072114134,181.68717030306516,311.21931610199965,302.9598363950702,41.971703358108755,-87.76952451035446,-129.0253679124489,352.54696511083364,256.3629600140472,636.8728277310456,99.84635135430382,371.816649451108,1230.7756537739047,243.86631264893947,2134.133947534424,-52.559529020877065,1456.3538104350123,1108.9108161872973,1669.5976154024634,258.86214179626825,1172.9390581566122
56650.60910883,21.440211845442576,310.4044405025627,806.6420149269869,69.522237628997,956.6635367111353,5610.008400530171,707.8185925579508,170.16270618243982,-140.36748708502344,-97.24005061379253,9862.345219951314,583.3972469113461,405.3509209552362,2062.152063957699,-14.008882450865826,86.93567763799328,108.95306199988133,3536.47254646801,253.41350463801592,89.85635716447798,113.35503674232282,2187.160096792873,-707.1199809863042,379.7569092313984,-39613.252187326005,-356.85184932668346,-32.07748771406864,409.14438247634075,-4.757658132182456,454.8538024882535,-1324.9749562856282,454.8565541671501,170.5058844295154,497.61574819629277,136.1639632293011,99.815783990039,153.09979027530255,137.21553370069185,1665.3041515986004,203.1101276525515,82.97897484342936,614.1767579745635,32.51871405931486,175.91241083599607,329.82713927818753,338.7586254477424,37.25844398722313,-78.65089275631124,-106.42538223608389,363.98602823108934,315.12185282167917,666.3756641170608,112.58466055116008,370.66647807555626,1278.402649922898,246.9455150892876,2150.022303030064,-44.11900736968167,1446.6407437902567,1044.2349937150543,1763.4869732889222,305.7405588319634,1173.3431899221703
57547.987567805,25.264068638726393,328.17348754140056,812.0115451194898,70.39255549154478,919.6854848917862,5594.1372806687405,739.3595054858617,151.72574973857002,-172.7512030952239,-80.57680826230916,9935.105837139301,594.1641915395539,405.14593045921225,2081.2711590051085,-26.272044304012155,86.73407616643001,97.51396569905427,3527.8419194982916,277.5056697619321,82.69098199382232,112.70622230962604,2193.864373359194,-619.6314503892656,374.0094511947514,-35204.93619576342,-408.02640101976215,-39.96024946962518,413.3240831715407,14.852890020442743,426.6494226380632,-1603.7141679834508,459.8806926793109,120.60240569037876,506.4095626741991,157.19380946297647,76.2061937873234,164.68881965078796,148.3080310873195,1670.4846926024916,192.86847776719236,91.18848455151142,661.1555034429664,26.320747264061463,166.9845548839248,323.98703001486604,312.49804077206335,47.57148574625472,-94.28614338150298,-128.5580535515376,354.6242450382716,279.94722073245293,643.934379194353,121.6988022340057,377.8417706220226,1263.8877565974697,266.53102471795256,2148.9882837288455,-52.60720740699473,1498.1392951694177,1144.909564314647,1692.8105130614765,291.9811984291664,1178.947676760303
58476.780981510004,17.105207426161158,299.01100820806937,815.5381856139068,73.17385101770171,917.7375322755856,5529.505135149147,732.5350514369327,152.23412492499733,-128.5813151454374,-72.96284264954011,9878.70034676311,557.6999292772632,385.1686512631389,2069.2712157685023,-18.518311202794138,86.9598510669305,128.0714136969221,3505.616080435898,241.4791247880185,82.2166762932251,102.81618558327455,2175.3839336136894,-659.3190995745081,350.75464675163056,-32944.0541671095,-353.517445746719,-53.064424488043414,385.9966978587676,4.821328809435812,427.0404310712826,-1683.8584059554128,441.4236123394681,134.21514120405698,509.4324579888415,143.37163124853876,88.9948671315243,157.91913820767306,158.85343075256662,1656.2185738512821,193.83501121242313,80.59545121961334,640.5101264712873,23.34435367217469,169.60570159484877,336.52406595336066,325.08268522636365,48.408825827456184,-119.76532129793699,-112.12576029597574,364.2694881585925,293.0566955224136,640.5028477406039,103.91624222055344,379.55540875827626,1296.6878344573302,228.67538311442377,2130.0244202049184,-38.88522666141904,1544.5524859483849,1082.9171023048789,1712.6653795156294,303.29221961540065,1158.3339013797038
