time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6
57798.29511623,14.554534151852433,13.813149514281987,13.492304744790758,13.31342050642422,12.892534515060733,7.864011138204224,11.35556399148778
58362.84637442,14.558211163690574,13.833288189395946,13.486333114025351,13.330385568227413,12.912514919651482,7.76358229384942,11.341553524298769
57997.177193485,14.529649819377441,13.797575066478036,13.474954748567002,13.32841956164505,12.937272246632832,7.883589929604423,11.344671599299904
59617.61001074,14.56447640958516,13.819218121718528,13.512746793441531,13.328928357802985,12.909591909583316,7.755556079255807,11.358739195912515
55249.86795648,14.580902173971769,13.858413491830774,13.506452943022937,13.299741120585542,12.916751096682681,7.776925460002103,11.317134147208355
58519.724866235,14.541766815260582,13.842330172841928,13.457839487490105,13.330451879175298,12.900020846003999,7.7865235355122495,11.339158456687729
57633.00289269,14.566611975256656,13.81771608307897,13.478682872723457,13.340309645676907,12.922651428865914,7.849779262774946,11.342911642753947
56713.182187275,14.506091176762112,13.821716119405675,13.472865191434721,13.317980715646133,12.896109572222242,7.847418622571625,11.329039699526955
59459.812630825,14.575903377968958,13.853890530153976,13.490260901462703,13.276726735518048,12.898442899263243,7.67082033371332,11.340982437916301
58155.429709765,14.587332113443631,13.791412899599576,13.483852145280407,13.320491877887186,12.930330937511103,7.832033325414815,11.331194284718789
59251.01021479,14.580031457092682,13.785055274871587,13.476112596650927,13.327521051991207,12.911972448941471,7.787564283246588,11.345145743661558
56904.121962705,14.57700400190725,13.83148651505944,13.476011308545301,13.321342418739869,12.93498837540636,7.801199405040523,11.325832049739956
57432.726773095,14.58176084839989,13.828196404328287,13.490277027416575,13.330935509561794,12.90382724635104,7.845167539184129,11.336599704519429
58728.440880225,14.639347392624337,13.8280823137711,13.486224400142873,13.355086234139657,12.893037866837922,7.7482387430764375,11.337556912567768
57075.448465315,14.508200300794206,13.825208005319562,13.5011891946729,13.294560319180457,12.906240861943582,7.853706399540893,11.323877008250133
59092.67193333,14.508758254244976,13.81721436286516,13.501117868487531,13.314460309523046,12.903483038930299,7.795224421747663,11.340683493360105
58886.77120955,14.541097786062066,13.889319817863791,13.443208609095619,13.345818917176926,12.917209557215337,7.7655732839554235,11.342619903768481
57267.9348364,14.52842370963486,13.812837256160499,13.462325462581935,13.31136020769004,12.918607018646716,7.792267229526561,11.335984637523236
