time,TARGET aperture:0,TARGET aperture:1,TARGET aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12
58158.180545515,13.660500819955287,9.015640992350447,13.03501008605121,14.957956357502933,9.044325761957271,14.925228389169678,9.114157657248176,12.698668451045465,10.448251827974362,10.112263276973287,12.760878170621808,13.756202702531985,13.374051218739819
59619.277375745,13.60893697661302,9.016994318986157,13.062521155877226,14.845598438605375,9.046292778121424,15.013636428342641,9.0665214169861,12.699523007113198,10.346145124239262,9.990540399535659,12.827855962580395,13.747170293910582,13.468006133463186
56715.818079335004,13.702899520479304,8.899643377321732,13.06452346371806,15.146717156691052,8.927179380461348,15.814483900302777,9.129334953093473,12.748705672935982,10.466292950100653,10.051263432798923,12.817738068824005,13.888649483494822,13.35238679022814
57635.81853122,13.67276035858906,8.909971363596817,13.035161390322829,15.038829090708248,8.937806879041373,14.852356088834096,9.226243482896917,12.751477942763346,10.59648024212577,10.223149285072886,12.770195412470818,13.71043543001865,13.469952375435772
58365.72420854,13.532854409367205,8.96967752742874,13.00067270410097,14.742619518996465,8.99940576468429,14.745835950425475,9.164694420985514,12.70370135402993,10.291930097573745,9.934083279659598,12.805229171478468,13.86948931919071,13.322207262382596
59462.621510715,13.8380498225546,9.01256771298789,13.070687992311667,15.328570658499638,9.040737930497214,14.603826210211595,9.117144966088278,12.758200328959747,10.204901027817117,9.868849370360856,12.78724839574596,13.857324503120063,13.434463106523205
55251.821127505,13.544386902858731,8.85479462220062,12.939385068452005,14.99002571865643,8.885875552628914,15.254135567574883,8.91476899279464,12.665548653822698,10.283849688647718,9.934662695705477,12.748018771785194,13.676977489904628,13.486415052945075
58000.056429525,13.632809364418847,9.034113425471572,13.080062855288942,14.826358120866546,9.063097350112892,14.803866989618799,9.117473791253625,12.737820172550405,10.450989456183727,10.10594751680793,12.745952688678416,13.736958878794882,13.44375592693878
57801.112603995,13.62305591591498,8.960146062943842,13.077512228075726,14.967723568547983,8.987795592568562,15.182046335166076,9.16683402332587,12.754180589052211,10.43629321373893,10.068376609833985,12.78244274750474,13.754028762287914,13.360001008483634
58525.28757169,13.654622090592747,8.951256415539513,13.037699531945636,14.950669959879457,8.979777532582162,15.424734011711534,9.182083831066258,12.739395601633264,10.337791963356624,10.019416333101322,12.787198440903351,13.889155815456254,13.476310942142277
58731.252370935,13.754256686334438,8.943621502053245,13.119722636905164,15.07216119714099,8.970892379302748,15.102231706330633,9.227922756530244,12.73743246790571,10.314063256598825,9.991412586248517,12.821291431434966,13.865935104948568,13.536692526819051
57270.06532886501,13.614453962793972,8.751005134876383,12.955223633696844,15.547035573985486,8.77895154233533,15.861756586941416,9.172924669294604,12.661894627774151,10.728562210239899,10.314586569611295,12.774603308608052,13.89732596517278,13.425740886438641
57076.960540165,13.712369106703429,8.863496062399593,12.913839740958252,15.911134374910509,8.891167497037301,14.867718658245161,9.053092637844893,12.654027932012307,10.626214352042796,10.191259724413133,12.754393412619839,13.762854527485926,13.431589000679766
59253.69182722,13.690478652883362,9.052815172780315,13.16212058562673,14.987175327540033,9.081332820389905,15.646747935267618,9.023011560594819,12.665914920321487,9.997350734162541,9.733981159203164,12.846265227861064,13.840522554156038,13.502811708104181
58889.454286825,13.742139732209742,8.936191561583163,13.089764400511248,15.240749710300816,8.963178944411455,15.407702628558999,9.110714803931005,12.703276464354117,10.178623028749863,9.863188708853585,12.818616742402464,13.837971987324986,13.424321798234411
57435.350197859996,13.754442534942134,8.874733796509714,13.106661237719551,15.348301851905434,8.901413391361174,16.21483931834794,9.171020505400229,12.66066015238795,10.68585899105847,10.345373986519315,12.766124553725655,13.774511315514387,13.504347706110574
56906.883159485005,13.767939905731117,8.67538737674106,13.092832801025539,15.570842205850255,8.701326905294943,16.599875587566924,9.16704248299379,12.637523642406478,10.51834578591299,10.082336698831105,12.7328531717374,13.79476009369656,13.402606545015757
59098.686987609995,13.733298322322783,9.106019926541153,13.121400599237932,15.161764791676193,9.13536460208873,14.74318875695718,9.157063218742218,12.702009603364614,10.023619524915832,9.732076193035903,12.78850212637637,13.755241750278438,13.479715175177981
