\fixlen = T
\RowsRetrieved = 1269
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1                146.69358      -51.102499999999999    60770a        0a                       54                        1                       10                  121.333                   999999       53.673999999999999       1434002025.8599999 2015-06-11 05:53:45.859           60770a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60774a        4a                       54                        1                       10                  120.532                   999999       68.716999999999999       1434013357.8900001 2015-06-11 09:02:37.891           60774a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60774a        4a                       55                        1                       10                  121.193                   999999       69.477999999999994       1434013368.8900001 2015-06-11 09:02:48.895           60774a055-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60778a        8a                       53                        1                        5                   120.06                   999999       61.951999999999998       1434024689.9300001 2015-06-11 12:11:29.931           60778a053-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60778a        8a                       54                        1                       10                  120.714                   999999       61.828000000000003       1434024700.9300001 2015-06-11 12:11:40.931           60778a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60782a        2a                       54                        1                        5       119.88800000000001                   999999       37.966000000000001            1434036032.97 2015-06-11 15:20:32.967           60782a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60785a        5a                       30                        1                        5       119.38200000000001                   999999       27.300999999999998            1434041698.99 2015-06-11 16:54:58.987           60785a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60786a        6a                       54                        1                       10                  119.679                   999999                   17.956            1434047376.01 2015-06-11 18:29:36.008           60786a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60789a        9a                       30                        1                        5                  119.158                   999999                   10.706            1434053042.03 2015-06-11 20:04:02.028           60789a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60790a        0a                       54                        1                        5       118.81399999999999                   999999       6.8760000000000003            1434058708.05 2015-06-11 21:38:28.048           60790a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60793a        3a                       29                        1                        5                  118.282                   999999       7.2220000000000004       1434064374.0699999 2015-06-11 23:12:54.068           60793a029-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60793a        3a                       31                        1                       10                  118.904                   999999       6.7759999999999998       1434064385.0699999 2015-06-11 23:13:05.068           60793a031-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60794a        4a                       54                        1                        5                  118.557                   999999                   14.586       1434070051.0899999 2015-06-12 00:47:31.092           60794a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60801a        1a                       30                        1                       10                  117.693                   999999       51.036000000000001       1434087060.1400001 2015-06-12 05:31:00.145           60801a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60802a        2a                       54                        1                        5                  117.342                   999999       60.493000000000002       1434092726.1600001 2015-06-12 07:05:26.161           60802a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60805a        5a                       30                        1                        5                  116.764                   999999       67.266999999999996       1434098392.1800001 2015-06-12 08:39:52.177           60805a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60806a        6a                       54                        1                       10                  116.413                   999999       70.162000000000006             1434104058.2 2015-06-12 10:14:18.197           60806a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60806a        6a                       55                        1                       10                  117.002                   999999       70.655000000000001             1434104069.2 2015-06-12 10:14:29.197           60806a055-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60810a        0a                       54                        1                       10                  116.056                   999999                   52.378            1434115401.24 2015-06-12 13:23:21.237           60810a054-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60813a        3a                       30                        1                        5                  115.453                   999999       40.688000000000002            1434121067.26 2015-06-12 14:57:47.258           60813a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60814a        4a                       55                        1                        5       115.66800000000001                   999999       29.562000000000001            1434126744.27 2015-06-12 16:32:24.274           60814a055-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60817a        7a                       30                        1                        5       115.04600000000001                   999999       20.207999999999998            1434132410.29 2015-06-12 18:06:50.294           60817a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60821a        1a                       30                        1                       10       114.06999999999999                   999999       8.2810000000000006       1434143742.3299999 2015-06-12 21:15:42.334           60821a030-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60821a        1a                       31                        1                       10                  114.614                   999999       7.7690000000000001       1434143753.3299999 2015-06-12 21:15:53.334           60821a031-w1-int-1b.fits 
                        1                146.69358      -51.102499999999999    60825a        5a                       30                        1                       10                  113.624                   999999                   12.147       1434155085.3800001 2015-06-13 00:24:45.379           60825a030-w1-int-1b.fits 
