time,TARGET aperture:0,TARGET aperture:1,TARGET aperture:2,TARGET aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48
58735.083964535,9.919776365493915,9.069045066864776,13.297187291351309,12.887948550123571,10.340625113754923,10.388215658957296,14.218999722605009,13.120445009512016,7.445741370346917,7.024272628432919,20.278,20.278,7.233745505725218,20.278,11.184493940335784,20.278,13.136314101242137,20.278,13.47740555218766,12.29730149165762,12.807339170548273,11.819504294372786,12.500757747877161,13.118736661937195,16.147335392130444,13.247947550306062,13.859608201870099,15.460215663494223,10.52480643189561,13.02949339758184,11.88397493423988,13.857665195751814,14.283707633722875,12.32401201160342,20.278,15.911206151271537,13.207508247120668,12.598375922969003,11.584408674631604,13.979285800237447,11.361743494700788,8.804484922098682,15.219493790833294,20.278,9.32252606515751,20.278,14.273004950913707,17.56145722325115,15.079360975913824
56929.64512752,9.887552315043036,9.009419450921898,13.279283660598594,12.860580023019965,10.295407985357784,9.978498109690424,14.205041952216165,13.084426429847477,7.584268688827151,7.160981074185901,20.278,20.278,7.366770979515327,20.278,11.177572415634852,13.764848485818712,13.181261625705108,20.278,13.461650640943228,12.46493334799677,12.831370361006735,11.619831320094793,12.500737807692966,13.138956804435352,16.166922352828834,13.291494564233819,14.053267226836239,15.420720406562973,10.512813777060805,12.928432868950715,11.856473304486693,13.977290127685214,14.29036926103409,12.30689278159892,20.278,15.911126116998288,13.216179681137445,12.549858593516126,11.569631295005639,13.99987425201588,11.351437782351976,8.791513716375341,15.174778795902856,20.278,8.843779470103133,20.278,14.289700998644536,16.935140995953976,14.987932966364946
57476.243431035,9.888073476364754,9.061710171123737,13.298783384007537,12.881335965499394,10.320563110399448,10.04916627893675,14.168484580070178,13.087044623855906,7.626528513759646,7.224223706487181,20.278,20.278,7.425161551366707,20.278,11.186349343854,12.916020197701,13.181022997217388,20.278,13.544965045662764,20.278,12.8276955465796,9.454797848270282,12.49380640739175,13.17505463033298,15.8807603503831,13.32033100473985,13.729498409646014,14.763421733848752,10.502357815615516,13.021183042200724,11.851537572948775,13.849580447086018,14.342329913710103,12.332132348209353,20.278,15.941024738326407,13.194173352698915,12.491057005995387,11.556712003963938,13.98411022753695,11.359531523562413,8.79766374937515,15.523694828180101,20.278,9.136712624591476,20.278,14.306479644731489,18.832271552634413,14.969930593915523
59304.38388685,9.897120293109475,9.106737954359103,13.319424646220382,12.868622534370665,10.34758400168246,10.3014689990255,14.25398312224703,13.080291383387994,7.459637486061454,7.045901121649897,10.823813107052745,20.278,7.219595648540374,20.278,11.206648883044668,13.819690267960445,13.17719851336204,20.278,13.497378409884382,12.167035554809235,12.820950869859905,12.735749604040901,12.52305519023493,13.14467651750854,15.696937012930242,13.334293891277696,13.749463531553241,15.14662251689534,10.541747978270093,13.079896574370657,11.882328070111967,13.900478190464275,14.333398219601003,12.313025724983438,20.278,16.737869194508402,13.227885025900724,12.507469754967572,11.58486779073092,13.915120637431803,11.370348282581213,8.800104733988574,15.454570770979652,20.278,9.38671332521117,20.278,14.308669728136342,18.569799526619395,14.938840136621936
58936.833962275,9.902621245590979,9.022685646169062,13.276604998812317,12.876927095004007,10.335900888842334,10.140967710439408,14.176214393779217,13.08476940160093,7.491308528590069,7.136346141938474,13.339511578774482,20.278,7.349662546191419,20.278,11.184464464955584,11.58209359866594,13.19999451456711,20.278,13.487020221460735,12.48463479749921,12.79323408521775,11.005818714766512,12.524438970624216,13.116048695844283,15.700957808521286,13.37460995311182,13.809930654176126,15.07819310036603,10.529395660645521,13.11752468475207,11.883634667382855,13.911147157457435,14.387703114090188,12.324566577677349,20.278,16.924999471596706,13.164523537379454,12.477189951796765,11.592807935010445,13.898434951603297,11.389309983859343,8.8037824603163,15.60443171153363,20.278,9.462286347137159,20.278,14.325384738028706,18.267971163337023,15.013050852410256
57110.019718065,9.885865750156766,9.097834263220987,13.280692450598428,12.884602345312574,10.334052054159466,10.166386203087187,14.14985194857839,13.103687687183417,7.628155148949387,7.2217711431293194,11.64558775498262,20.278,7.427552785941388,20.278,11.166202551774724,13.057094000796138,13.172208860628464,20.278,13.457736411134968,11.896520563097715,12.820921783248034,12.28285515926951,12.513637890828736,13.100865377801796,15.68529851576828,13.366376320802305,13.781953518754776,14.812425207496329,10.509548329044623,12.844921705252352,11.865154527744448,13.910477030424637,14.287392543019964,12.322989718141843,20.278,16.06430151424233,13.236376834720732,12.501553679366204,11.558789134509162,13.950590898218328,11.363661169920798,8.797581967442975,15.57440452217959,20.278,9.103839103511811,20.278,14.354753330768174,20.278,15.043142059066698
57288.141804825,9.896816057352703,8.922889503764189,13.333674905950437,12.897160251764069,10.26944036276962,9.737229160704366,14.252552589896167,13.101813223726408,7.580823639364861,7.142240348067536,20.278,20.278,7.331252834732211,20.278,11.197080488898358,20.278,13.151071956080646,20.278,13.447393523000244,12.198591293395742,12.827607595116291,10.95860331187445,12.495033392366043,13.112004752249932,16.020729085958394,13.29102303104556,14.183715953614266,15.415086214334307,10.485907486802114,12.870088528831277,11.874267056312709,13.916076637125085,14.330131255101309,12.310534997345895,20.278,16.294035143339862,13.263592567087231,12.560777344815488,11.576582929305582,13.95511025406172,11.358824738350622,8.811359236996417,15.191127583830921,20.278,9.130619928639684,20.278,14.302383131541541,18.21158741330383,15.083281702558944
59100.88254677,9.918460932395005,9.021432293174712,13.330961540278452,12.87113634792604,10.307401915615689,10.254333517095901,14.292800224174627,13.088127262356215,7.4174350944127445,7.034912025235454,20.278,20.278,7.257369701006309,20.278,11.199858655261904,13.584415413689173,13.153333716456396,20.278,13.467105845362012,12.153396713729936,12.828891754610337,12.830902386550243,12.490509621637937,13.147249498360313,16.01570236496699,13.23547116061256,13.780641732118504,15.376793944607547,10.51850819788365,13.288233462195382,11.89837310399883,13.951303570020757,14.370966883880483,12.298373652924468,20.278,16.29162309000644,13.205580735379579,12.5849547223962,11.59089193061621,13.959162592064304,11.359713762825827,8.796998767216111,15.20966385931493,20.278,9.389956428891793,20.278,14.24274450201331,18.321176775236356,15.041007427490817
59668.02450999,9.909392474361445,8.946699808309996,13.307491347664792,12.88026988662064,10.327136730334125,9.81631888467509,14.217053281930314,13.077590783808114,7.630171225396649,7.207195819964789,20.278,20.278,7.410131960104979,20.278,11.198723402140994,17.425274799883557,13.179673553142456,20.278,13.521854544648727,12.254335146305227,12.815426149598773,12.006323603306015,12.538423401805026,13.14803029703195,15.572753633687245,13.307659506952984,13.677763698653001,15.608688456380541,10.545961005625156,13.365306148925145,11.893035325228878,13.835236233047928,14.320656327480282,12.312133109437971,20.278,16.437950894307942,13.166742042471073,12.476678371941393,11.601493394031607,13.97535737724548,11.352605254150104,8.800147550506926,15.294511195997634,20.278,8.971453643872243,20.278,14.327193372527967,20.278,15.029843476538742
57841.348704345,9.893742238058554,9.073465287778726,13.271766238559204,12.869280535577174,10.301082910065402,10.112759617928761,14.163919989978423,13.093089433937651,7.562245348188832,7.152213549955364,20.278,20.278,7.341061001877013,20.278,11.187021033052952,13.625826734039505,13.152401825733527,20.278,13.506534436069183,12.251553252849568,12.819045788846354,12.341148736658615,12.511138083514036,13.087808291539377,15.799058151174608,13.289254018795491,13.636585268745767,15.759272900660227,10.511621209875294,13.352420139172947,11.877623753189114,13.86658615786619,14.30430295724226,12.323578174261444,20.278,16.546446499214433,13.187145471631316,12.493756530728072,11.57463360886389,13.924639143032572,11.37716814357857,8.793107322138951,15.456534100636125,20.278,8.989909230924304,20.278,14.403085883910647,19.29543361640369,15.004630166761581
55287.54359556,9.87916631342886,9.06995946515296,13.195152959067348,12.829267816079318,10.232491226033401,10.408004396578983,14.148884488367104,13.077964220850015,7.454868381367802,7.09922923303384,20.278,20.278,7.327314281641937,20.278,11.175070467784456,20.278,13.135516705755268,20.278,13.490737888332232,12.84752202703899,12.793853106648898,10.485377895852707,12.507359160138963,13.052073453746813,15.426045679912852,13.236347984024748,13.742933636070246,16.09736902855644,10.516660347675273,13.07928719275701,11.846143324296902,13.857358189557406,14.286506003747137,12.280480398819703,20.278,16.775478497869933,13.241041539441463,12.474781230092152,11.54964175953584,13.912474598712118,11.362841547590564,8.784961163277945,15.55050965071318,20.278,8.90298207592717,20.278,14.206617644773399,17.676729455280785,15.039639354032158
58369.492197750005,9.907815973689095,8.929949238921905,13.302398470842583,12.88510654617009,10.300890686530602,9.794467662563923,14.181177855241629,13.118115195768265,7.572859280082686,7.126959100391553,20.278,20.278,7.327066694464871,20.278,11.177231233360432,20.278,13.142821080714088,20.278,13.484706107678893,12.443212535286706,12.821445071841634,11.969501642443985,12.499317424441076,13.12321763862525,16.09663707371563,13.232315843321109,14.021349096793406,15.411780248144197,10.501258577450006,12.784961483940588,11.880647661862819,13.949478391596868,14.3623630673313,12.33931547790246,20.278,16.09054777542834,13.197560871285818,12.569341621864671,11.583866297339751,13.938522872719867,11.366116308442082,8.806112658858028,15.346827727239653,20.278,9.347629032775012,20.278,14.253778739488691,18.33021671917561,15.221691522048257
58009.06335422,9.911350533333229,8.953689210278448,13.359742986550296,12.866248652258635,10.27949905475961,9.89573544839608,14.376580734118797,13.087146114975544,7.482333438028292,7.10405814931308,20.278,20.278,7.31050722835742,20.278,11.191418727360874,20.278,13.159577391793073,20.278,13.490607641481548,12.293731507703384,12.831229494869495,11.36957054042658,12.502428314432104,13.12520040160407,15.751341071545818,13.237127098017734,13.822556029300612,15.674920002015442,10.500499940590863,13.060919831453432,11.859356031121282,13.941508343472057,14.372599365278896,12.3348231635318,20.278,16.66112903613063,13.269513589472192,12.565203781996123,11.567352643552926,13.930041983342077,11.371899608255834,8.791901986782856,15.397124993213795,20.278,9.138686680145524,20.278,14.28052321107666,17.00115566370162,15.081485272071808
59468.410157545004,9.913264561779465,8.885595735341914,13.346908656846582,12.897474548699796,10.317217238141962,9.784617541529373,14.312970544883884,13.128638387572588,7.476421738360794,7.026212624083574,20.278,20.278,7.217167659150523,20.278,11.197177066059558,20.278,13.143379085433311,20.278,13.511745177269654,12.163970306356163,12.855401870211264,12.249553140040163,12.496708485208668,13.117317504383289,16.103826638447824,13.273050504756231,13.85653386227036,15.444590006694842,10.551618715680915,13.175315758427391,11.895459592978586,13.913396958209491,14.292497438848928,12.308483973697058,20.278,16.25189423021614,13.180597277029975,12.620226170634734,11.58697552102354,13.850921834771595,11.35155706539998,8.806336251558385,15.213950986220459,20.278,9.24504446043323,20.278,14.338549578937336,16.69273545694046,15.187830179657322
57648.56523604,9.912184857075303,8.98504016375047,13.318967588181433,12.9137187316341,10.320261698682208,9.937504411510238,14.242258173986206,13.135638075088549,7.577697152285432,7.150461836556681,20.278,20.278,7.354614958849374,20.278,11.19127128317386,20.278,13.147879480718043,20.278,13.465755186907048,12.168800826578408,12.81005178190731,11.690740107136628,12.498841568726801,13.15724540747952,16.83544593515457,13.235936575288477,13.874406753068802,15.283674009030262,10.507439203860148,13.261981876970554,11.875473107489817,13.931720011348512,14.302913175096249,12.325483181875834,20.278,16.24176297556002,13.21983302381136,12.58997251709382,11.565923347639483,14.008840056719096,11.370985865028869,8.805588381425416,15.031359807455946,20.278,9.056595153200314,20.278,14.304612277702029,17.07675480507024,15.19669923847676
58205.462097315,9.896642094104896,9.0274848218439,13.324769427793266,12.894243367661513,10.370716849779468,10.093483115474342,14.264785420340122,13.10986338102944,7.51046853791279,7.095535642894931,11.8035994696109,20.278,7.283696882367759,20.278,11.184844512953696,20.278,13.11974952986071,20.278,13.525768200333294,13.10158229195453,12.79103761497434,10.64908737333604,12.528493131101564,13.099141934344726,15.516763152817676,13.358008215513161,13.685273959871132,15.488626284111964,10.516346508525098,12.949027972341739,11.881583055911673,13.879202963750771,14.284106864229344,12.310941823951264,20.278,16.146448432077264,13.228855303512873,12.47734731745066,11.590666338898751,14.057750118799227,11.377262797892266,8.821101345588966,15.536992118423802,20.278,9.288077316389275,20.278,14.23958947632025,17.82135780858592,15.007911684978964
56748.11095351,9.891422282465177,8.979819816816642,13.307683303444437,12.909796255902604,10.315616118859495,9.972698563246874,14.155513476656559,13.09528050249867,7.5828733883069726,7.200391716350135,20.278,20.278,7.4201183105318345,20.278,11.178709292196611,12.274565961992506,13.148326155517138,20.278,13.484658090175738,20.278,12.811623503279607,9.668516787053447,12.52154075909643,13.075894925038128,15.896216797843872,13.345170641485085,13.790177629504784,15.24590739539322,10.498602508269549,12.961455642601168,11.838767661559247,13.798530515357976,14.408428299451609,12.32563324045431,20.278,16.176369944568652,13.211961624890442,12.482834428075137,11.565221631560087,13.99231338783814,11.35168055963099,8.788358551293591,15.276808172542,20.278,8.808810862965924,20.278,14.335966811845935,20.278,15.127781100195865
58571.046850015,9.895773313953528,9.049174994954445,13.283579480914595,12.905270536934488,10.308242515913806,10.17180368719534,14.175108378819116,13.128896549145257,7.4801506126618,7.093051111797005,13.001925770283885,20.278,7.287641339297569,20.278,11.181474399891739,20.278,13.163236508145118,20.278,13.482480592125622,12.19771224239813,12.805699454947318,13.079752168127076,12.531673237855225,13.107923835531453,15.684284537272012,13.3438201206987,13.792651132220527,14.753423946675492,10.51493125971802,12.881360926677027,11.87524576928893,13.893336448958808,14.32302098361727,12.29873998707714,20.278,15.971815961102473,13.198728316582635,12.46955096623284,11.597419426217401,13.91209449886806,11.379226135393639,8.795445642464989,15.465106966921793,20.278,9.466211383838754,20.278,14.257814265756823,18.479209800788823,14.879201838910243
