time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8
57076.007606955,13.680564780166641,14.033620577344402,11.021407580852781,8.900745483808466,13.314071760417644,13.741195012877261,13.078128708379179,12.87253492024839,12.86423894912556
58887.753176985,13.660342056780854,13.848340467794637,11.023228595483486,9.558991359312605,13.243494218817384,13.77943648446053,13.039886105055809,12.76915625118201,12.971017316870862
59093.717375985,13.637907308871076,13.93698650849685,11.041899560677589,9.712585260166145,13.28210064880906,13.879768533385606,13.08269532802119,12.865899728315592,12.895772318247078
57268.49162299,13.694570520820674,13.896696371199878,11.017181406748856,9.166665431029951,13.313930287814374,13.840289932757264,13.050002980517458,12.927649176359257,12.892908152232772
56905.107750135,13.566550222763246,13.750923766378682,11.03462305923133,8.930029502503633,13.162118186252266,13.643896260281734,12.996204408668534,12.861489931132077,12.87816315182837
58729.42125381,13.679498327941507,13.880983285930341,11.035512842045991,9.361359476322072,13.287884501570472,13.793547064312143,13.060838331210677,12.883636769124449,12.86686120743308
59251.860960549995,13.68831199730856,13.925995351198681,11.027591686060033,9.221145246731576,13.246743383040661,13.699082411938416,13.155703088200594,12.885468075313772,12.937923166650156
57433.71090838,13.585889988794241,13.807545754043689,11.017122546370752,9.340755494324915,13.446219164966681,13.726121646950906,13.062455803833478,12.885278872647383,12.965218214834247
57633.984735195,13.72375475041339,13.926155235001447,11.038885892543908,9.573142390232846,13.172326364342213,13.663506568662852,13.054602291808335,12.817122610278416,12.8794693354055
59460.857437094994,13.673632916529556,14.039121866012428,11.041381184007717,9.46351447677496,13.328758138029356,13.771271528732354,13.10038764609382,12.89142796256615,12.889693741024464
58156.412574955,13.477820174165204,13.691172553957564,11.022412359369392,9.008499355610548,13.2220583395557,13.654504491988039,13.173169462455915,12.861147933021968,12.90500904062084
58524.305666995,13.643674853772762,13.869333270168314,11.025701621146103,9.492403474202305,13.19953799655138,13.750133593184609,13.123320638956665,12.93801125444418,12.89827768446721
56714.105132145,13.774485841838628,13.974431961818478,11.012416025842006,9.159041034132937,13.291663362425039,13.756289878627806,13.01120545947231,12.888621787863508,12.861479189318763
57799.34387622,13.616489797753191,13.805056804756703,11.034876328765224,9.480195907452153,13.306617463834163,13.73000776656452,13.117316484254,12.834884484780178,12.88226100321134
59618.166350675,13.632981296981681,13.923969880629551,11.032327611567903,9.677445765057024,13.200505090521299,13.679847436142108,13.095522330702467,12.874305075020404,12.92026085119828
58363.89251787,13.633018757855849,14.003423253064375,11.047191609476622,9.292259459926315,13.235264743647473,13.906062862222855,13.102771451454954,12.913709843484815,12.86744891640067
55250.795103925004,13.692560495453948,13.906073938119826,11.018855453156176,9.307381288223679,13.315876639686493,13.531358440042583,12.995141822473682,12.856439732269243,12.95300929175425
57998.28929862,13.759412616523994,13.926786014326177,11.040613269092866,9.265234532257082,13.213354260758624,13.858856393049704,13.035310035942866,12.891472148915254,12.942882306704293
