\fixlen = T
\RowsRetrieved = 1425
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1       33.432000000000002       76.251419999999996    63225b        5b                       59                        2                        5       83.272000000000006                   999999       96.543999999999997       1440959771.5699999 2015-08-30 18:36:11.573           63225b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63229b        9b                       59                        2                       10       82.483999999999995                   999999       105.16500000000001       1440971103.6600001 2015-08-30 21:45:03.656           63229b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63233b        3b                       58                        2                       10       81.725999999999999                   999999                   106.17            1440982435.74 2015-08-31 00:53:55.739           63233b058-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63233b        3b                       60                        2                       10       81.560000000000002                   999999                  106.431            1440982446.74 2015-08-31 00:54:06.739           63233b060-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63238a        8a                        8                        2                       10       80.795000000000002                   999999       98.623999999999995       1440993778.8199999 2015-08-31 04:02:58.822           63238a008-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63240a        0a                       34                        2                       10       80.185000000000002                   999999       93.950999999999993       1440999444.8599999 2015-08-31 05:37:24.859           63240a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63241b        1b                       59                        2                       10       80.042000000000002                   999999                   89.494       1441005110.9000001 2015-08-31 07:11:50.900           63241b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63244a        4a                       34                        2                       10       79.450000000000003                   999999       86.355000000000004       1441010776.9400001 2015-08-31 08:46:16.942           63244a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63245b        5b                       59                        2                       10       79.314999999999998                   999999       84.560000000000002            1441016442.98 2015-08-31 10:20:42.983           63245b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63248a        8a                       34                        2                       10                   78.738                   999999       84.819000000000003            1441022109.02 2015-08-31 11:55:09.020           63248a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63248a        8a                       35                        2                       10       78.498000000000005                   999999       84.337999999999994            1441022120.02 2015-08-31 11:55:20.024           63248a035-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63249b        9b                       58                        2                       10       78.609999999999999                   999999       85.712999999999994       1441027775.0599999 2015-08-31 13:29:35.061           63249b058-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63249b        9b                       59                        2                       10       78.364000000000004                   999999       85.239000000000004       1441027786.0699999 2015-08-31 13:29:46.066           63249b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63252a        2a                       35                        2                       10       77.787999999999997                   999999       87.319000000000003       1441033452.1099999 2015-08-31 15:04:12.107           63252a035-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63253b        3b                       59                        2                       10       77.662000000000006                   999999       90.849000000000004       1441039118.1500001 2015-08-31 16:38:38.148           63253b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63256a        6a                       34                        2                       10       77.102000000000004                   999999       95.271000000000001       1441044784.1900001 2015-08-31 18:13:04.190           63256a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63257b        7b                       59                        2                       10       76.983000000000004                   999999                  100.047            1441050450.24 2015-08-31 19:47:30.235           63257b059-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63260a        0a                       34                        2                       10       76.438999999999993                   999999                  104.107            1441056116.28 2015-08-31 21:21:56.277           63260a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63261b        1b                       58                        2                       10       76.328999999999994                   999999                  107.208       1441061782.3099999 2015-08-31 22:56:22.314           63261b058-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63261b        1b                       60                        2                       10       76.025999999999996                   999999       107.70999999999999       1441061793.3199999 2015-08-31 22:56:33.318           63261b060-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63264a        4a                       34                        2                       10       75.801000000000002                   999999       106.59699999999999       1441067448.3599999 2015-09-01 00:30:48.359           63264a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63264a        4a                       35                        2                       10       75.483999999999995                   999999       106.93300000000001       1441067459.3599999 2015-09-01 00:30:59.359           63264a035-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63268a        8a                       34                        2                       10       74.852000000000004                   999999       99.844999999999999       1441078791.4400001 2015-09-01 03:39:51.442           63268a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63272a        2a                       34                        2                       10       74.242999999999995                   999999       90.661000000000001            1441090123.53 2015-09-01 06:48:43.529           63272a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63276a        6a                       34                        2                       10       73.667000000000002                   999999       84.971000000000004       1441101455.6099999 2015-09-01 09:57:35.612           63276a034-w2-int-1b.fits 
                        1       33.432000000000002       76.251419999999996    63276a        6a                       35                        2                       10       73.295000000000002                   999999       84.272000000000006       1441101466.6199999 2015-09-01 09:57:46.616           63276a035-w2-int-1b.fits 
