time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47,aperture:48,aperture:49,aperture:50,aperture:51,aperture:52,aperture:53,aperture:54,aperture:55,aperture:56,aperture:57,aperture:58,aperture:59,aperture:60,aperture:61,aperture:62,aperture:63
57906.26151188,14.137273104381046,14.745918430848308,14.753522761791055,13.181575077980707,19.22,11.28401183955485,14.203691824257278,13.327167359829811,12.053088634754358,19.22,11.866253112153048,12.654492704266548,10.910804155282838,19.22,10.752475796229033,8.355216443116431,14.327073382588651,13.526570310981041,14.450923245829996,13.22565017062046,9.754516624580061,11.50296754052176,12.242292881964918,19.22,12.151577696747045,11.912992479972454,11.60783702119326,14.032027885014871,12.429991802843785,15.333819205400088,10.035788266828845,10.902660880507158,14.864363574851518,14.887490364991963,14.855691577132403,13.961754606355186,11.639837081866487,19.22,12.80187878204592,11.21908237504698,13.189983236195618,11.343746527073849,13.232457664218304,19.22,12.735517450179556,11.195643501329046,12.220483642774983,15.47804293874328,12.828801954458653,12.622752679688377,13.325160013436022,16.276113250035248,11.794943216819744,13.536537476781017,13.716246080351597,13.368186752543368,15.363797625560059,14.40099211842202,13.03868142552004,12.380942183279624,14.369097134218231,12.145953270782355,13.085036861113398,13.899295356035786
55363.745563695,14.01709463201143,15.249582206048718,15.064054243611716,13.088630900556156,19.22,11.23154836926051,14.178045032646386,13.39418875219198,11.991167132869613,19.22,11.830082155656646,12.627949604108801,10.861196330758542,19.22,10.732236336603174,8.348750451544456,14.311175011743865,13.45708459624157,14.663725891168099,13.316240509025308,9.706862099735714,11.465857149275166,12.236332078606855,19.22,12.140759585626256,11.889440710001626,11.586996355959181,13.754864929408866,12.445864508242463,15.20390152018303,10.004422014218768,10.920933299539294,14.595717271284572,14.43775457424477,14.960430211262397,14.023323718745495,11.622507275206106,19.22,12.789532161632296,11.197334241889868,13.183244422322685,11.31010869596721,13.308807276594605,19.22,12.648494245755925,11.101367719982134,12.16327863525071,15.586617273717321,12.78616983692717,12.59752773719604,13.326896396180622,15.677233943242284,11.74425453884527,13.507262773026897,13.586647605797605,13.38510792682913,15.34331659324893,14.540777939824748,12.99754970129951,12.348065117113137,14.481564972340257,12.122869217826516,13.004827123828191,13.930927804538419
58268.115329755004,14.011159381819272,14.764376306321104,14.961099058187523,13.181724775169302,19.22,11.274104128681527,14.479792498246633,13.303905620949498,12.049331401139108,19.22,11.918139471566944,12.65428950397344,10.905012593110879,19.22,10.760721589595763,8.362903415347237,14.307043276040593,13.495093586926455,14.38187062288432,13.238012034237608,9.748800972503828,11.513197137389087,12.214696799482697,19.22,12.163942918164498,11.961374700384079,11.632095316041248,13.937840717476758,12.545121911579471,14.900629358177488,10.04931409757051,10.92956587925106,14.793622082446701,14.639866572670279,14.844976839330736,13.993261005729483,11.635589929090942,19.22,12.794869444945816,11.223291480428367,13.214183778556164,11.332274924515376,13.227799882669762,19.22,12.759401354938957,11.171536976664354,12.209993012681863,15.624453519217822,12.758151886721686,12.574548485820687,13.282676085532575,16.218315972707583,11.790828217258312,13.491693340489647,13.630516160413556,13.434279465694184,15.50633193521306,14.377453521643021,13.068779970847329,12.39530081513695,14.56095031607545,12.147898342089759,13.076407827773131,13.963583204646474
59571.434742569996,14.024774979012935,14.897214717178235,14.866260687840882,13.144201792931067,19.22,11.292504515337084,14.116641873131774,13.301571092762124,12.045597444573017,19.22,11.966434078129693,12.60149204531311,10.895442604383414,19.22,10.76491021692948,8.366363640285012,14.314492784239336,13.704587672157126,14.46014654830717,13.267832138867433,9.748948511391502,11.494153827035262,12.249731363458858,19.22,12.13197191309141,11.954917662425112,11.616892552450308,13.829740669811564,12.328778425959436,18.30210495273766,10.054878641652575,10.936552335001538,14.936100362380904,15.174977301950337,14.97071290519956,13.916782126580353,11.828241855317485,19.22,12.819286248490798,11.224671527687363,13.122844355256214,11.343503630000344,13.240321946869114,19.22,12.759430471702048,11.190369389234785,12.205760624536438,15.809687227723787,12.863340865556063,12.607987810599298,13.317489401489635,16.696265841041175,11.78388971219114,13.572382927185782,13.64602911509776,13.408734336188385,15.136117734309076,14.50018566017066,13.155466795908298,12.394108502362252,14.609044998697083,12.097725663840228,13.067734341089665,13.933467675507933
57743.1271195,14.023239612772795,14.86464695246656,14.835533221159872,13.14569891172547,19.22,11.267836817215779,14.331894768243824,13.30921597968562,12.0310921168058,19.22,11.936412920259166,12.622382212821671,10.893691608815274,19.22,10.751068394009565,8.351864582812828,14.327353918563206,13.71875669333594,14.299513917100487,13.215308724441567,9.738103814109971,11.493788278945203,12.239422304126931,19.22,12.184850302786947,11.917206014463703,11.58026875551664,13.826305400336791,12.379245637029467,15.6627263698989,10.039928065481265,10.93340635614624,15.024891535194735,14.931340900054728,14.73120931024893,13.939701187045417,11.688232629192946,19.22,12.850481345292561,11.211075724275412,13.231130022859878,11.322876741395124,13.209555582473845,19.22,12.712542698507315,11.168228273382235,12.200278776791965,15.464638349101719,12.795148446170336,12.584196942058506,13.284322060336862,15.755286034780733,11.76864529688232,13.553823961274194,13.597553347116266,13.390900284777155,14.883455870279924,14.399066828434563,13.106536034529181,12.375011415251135,14.530054417855231,12.11589803834506,13.094841253280856,13.975909540359769
56650.60910883,14.163081081224123,15.070390017255706,14.792347062219028,13.177324155512919,19.22,11.265272317903156,13.997302455396452,13.258620226189992,12.02963254417603,19.22,11.929716339643216,12.68470215759868,10.901361220006306,19.22,10.745977994731275,8.350313687954523,14.323517721794364,13.761863761214467,14.293515746188257,13.279134607074537,9.720766338487104,11.46655414908332,12.240052938051713,19.22,12.19834875252738,11.938950060508805,11.577146027616768,13.733545920927245,12.437974448048223,15.797994003524886,10.016317633605071,10.912560579183086,14.604351081878251,14.74111756709011,15.077257410424192,14.014808704448741,11.718305959788458,19.22,12.787885803815183,11.219999123533954,13.204828326612672,11.331369794477377,13.172520937280526,19.22,12.677900393161154,11.147065727925737,12.199156659473687,15.58364877771297,12.82024713423691,12.612809255291696,13.3271076089772,15.397990860146148,11.745366765576591,13.401638983595594,13.730555731324989,13.405140101238208,15.06384805137762,14.34067765535186,13.03064324904165,12.353770081556975,14.59306802247654,12.156866540045709,13.01682323049741,13.986055521670558
58476.780981510004,14.068082203106636,14.752527128465294,14.778668851243852,13.15579478356151,19.22,11.271910345064237,14.18460903843066,13.341256352321233,12.024268080867534,19.22,11.966341161144355,12.603329581085548,10.902029784955028,19.22,10.759919577925949,8.3527597786144,14.369380717618046,13.778924856470171,14.298238497766407,13.20462293073293,9.739513839434137,11.504303445202636,12.226238308658958,19.22,12.15541139164395,11.98244861554936,11.632989962777897,13.856328576069574,12.374215871322905,16.514709908801535,10.039081775319064,10.933278394202391,14.640855136603397,15.00812446388881,14.919919929246886,13.908241157380656,11.692273184505991,19.22,12.823547269060937,11.213072049194732,13.272242002872721,11.330606158263404,13.279375770986658,19.22,12.703637092850707,11.150089456427706,12.198147487925477,15.201748861110568,12.810206033848937,12.645239136334196,13.39978209040871,15.36608378361907,11.770225873587203,13.520649394484277,13.667599427033705,13.41156845059529,15.096971623671749,14.764192011987035,13.139694659487615,12.371690949223256,14.58465353087775,12.186287746671557,13.082685539923753,14.124657407825685
58108.869233595,14.00931685530493,14.706406318540452,14.93776475349437,13.077629877236964,19.22,11.289531472260554,14.179423567838942,13.397077290062196,12.031025405936509,19.22,11.942874006544118,12.60616624197028,10.859101245447095,19.22,10.757810032961023,8.359293456753326,14.316152615660814,13.737080913048745,14.545298148503731,13.201239508116082,9.745423376189333,11.478205318500134,12.23255935016189,19.22,12.184072499519191,11.946688287993451,11.596515475147424,13.839872392320606,12.42407920649096,16.97511365359993,10.037865879711713,10.933386009348135,14.844034218024186,15.231948138100199,14.972697408594835,14.008808436401731,11.632177901340679,19.22,12.808404518142623,11.209907931033067,13.332019182089578,11.317440582499268,13.23422837491872,19.22,12.748579930735724,11.17908103940711,12.222589639212044,15.574168335714345,12.82488289002314,12.587755630489143,13.371547337906973,16.20190876501574,11.793063500474558,13.4818327701911,13.654373903850939,13.417610193227306,15.556544115683957,14.402234993647761,13.055924755649485,12.370350396218951,14.595199039093401,12.109536495430305,13.005742055892233,13.827257174418056
59363.628864525,14.133990787625054,14.660642014020455,14.82270133960701,13.216031153160321,19.22,11.281367092534268,14.363759858464475,13.301942311672617,12.032981437649001,19.22,11.922971003269007,12.639159601162246,10.915656158641161,19.22,10.763788558485839,8.37884315476864,14.282846455656557,13.592778519697882,14.361702322310501,13.205669805843781,9.750709196796981,11.50880574967299,12.260309596519958,19.22,12.154912338852252,11.964210425550963,11.62355451823761,13.921774364190568,12.591762020593391,15.222928347615525,10.067023385524589,10.945386408080033,15.049733256874564,14.74077599536185,14.827736358542607,13.975561718798218,11.814547999121775,19.22,12.793249728036765,11.2257998944659,13.091364932025776,11.352585849387053,13.275485209648286,19.22,12.767621301986937,11.176468811560854,12.225572449454754,15.192070587621796,12.792368929261901,12.590226889104413,13.40285101742094,15.38784400770637,11.773652031846817,13.466853380216854,13.699303150612385,13.396619260447768,15.300639057896491,14.449748910431241,13.146926273468951,12.358999075024949,14.656166251494026,12.164080411580247,13.121086167244346,13.991264046220344
57547.987567805,14.123407743478802,14.720934327160817,14.945697934947779,13.107584247098611,19.22,11.278171869731429,14.321332088275769,13.36537599274219,12.017227770113012,19.22,11.883300008253967,12.658619941800234,10.89542784717152,19.22,10.752369816684604,8.356095670590742,14.214641851075156,13.43864419614551,14.417980315392642,13.326658250347545,9.733586409507897,11.512463471213183,12.2682349266324,19.22,12.145610261611553,11.930018989678121,11.594696377990322,13.771685726622152,12.523889444836621,15.339417244159042,10.04331900332396,10.93475772079364,14.633775384909102,14.770299486408808,14.823524714806766,14.034471013299791,11.701971663703556,19.22,12.822458510825728,11.2248540625244,13.152777343411703,11.318163936562781,13.322312827487698,19.22,12.759905811557074,11.168189544803703,12.208298530905992,15.369441970922296,12.777087645357094,12.606862871922852,13.35474272848911,15.653130081656593,11.795345787679764,13.471604462797067,13.63363874935535,13.428619067473877,15.284972322537293,14.459340710838736,13.120236398761039,12.413524540759186,14.356349885659714,12.121522527320137,13.107499006904112,13.908600289958938
59204.24055004,14.110363665363693,14.70854910050471,15.028157421669194,13.08694897363326,19.22,11.274824931285243,14.213948273277053,13.34723360947118,12.012367114343755,19.22,11.946481825288835,12.72495536662227,10.892724167363493,19.22,10.756895384360666,8.36465646090904,14.448495283635285,13.774583127356232,14.422831758016764,13.265019990236707,9.753477394187097,11.482392925245266,12.254502750662231,19.22,12.186461036912604,11.918374432310776,11.582841456204564,13.802148155855829,12.351264740816957,15.40982508986247,10.04742257722043,10.956443215033138,14.609334051716061,14.70208507672634,14.934116148519715,14.092022859635245,11.802186428250645,19.22,12.834449529528806,11.219528244819214,13.059776227370728,11.354579461007173,13.269867389061423,19.22,12.747959898063499,11.17923681970969,12.207369212188615,15.266969564241167,12.832246523153309,12.587059412399745,13.368496761735846,15.498397458593088,11.782920012798982,13.518991408499579,13.669772782479878,13.477330985739323,14.90197843511209,14.244233205597313,13.076002258001527,12.316103814759908,14.579906788327596,12.163452066398206,13.090965798151837,13.958655362291298
