time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36
58535.095479045005,13.77854862408034,12.212287772122524,7.1622752569341275,7.121083459837817,7.175427160849108,9.86312922811956,13.939356786523248,12.857973282391235,14.318897718526115,9.8603625078247,12.971953342639976,13.709805075777632,10.997841273794444,9.205025483314943,10.23548322096448,20.278,20.278,9.096310421960949,20.278,20.278,7.993052303623839,12.151561308240783,14.349012510005798,11.282782764908571,12.30059449937483,10.468593437115175,9.943553527303704,20.278,20.278,9.084452827683988,13.049616618153816,11.117513128249206,13.103262139932218,12.848413483300613,11.986142315777334,13.7722502691931,12.339009327022582
57814.43366857,13.604113120584158,12.181138472553677,7.287847964657435,7.246776079321754,7.321551181012436,9.4872737006103,20.278,20.278,14.082928591478053,9.856544295225493,13.082716128789409,13.592418838717727,10.986211307153367,9.124106156578629,10.237099406986585,20.278,20.278,8.96193014066452,20.278,20.278,8.028678820010049,12.176250311694334,14.207698928264483,11.240565174050579,12.301232877612678,10.43987396776592,9.871226114921214,18.81635753327648,20.278,9.53537034412178,12.997628306396743,11.107782079524526,13.169962376277597,12.881624335944535,11.971027793051537,13.57111645502202,12.346400928693422
55263.82405173,13.794875342917267,12.228892324028724,7.242230638780639,7.2186640847157735,7.2322605872309405,9.590952679605873,20.278,14.414804757538912,14.093519684084402,9.919695244303472,13.257358647608028,13.757976457530676,11.19664560906513,9.334506617272188,10.221302918570654,20.278,20.278,8.982277149060192,20.278,20.278,8.122127705688884,12.159440139295839,14.522066563080655,11.236571502916306,12.327749474820271,10.440681789170656,9.75382113418482,20.278,20.278,9.629340143945518,12.813246626369567,11.125375501519843,13.081677536975988,12.908258219194524,12.001786981530081,13.909952973346774,12.561783713121388
59472.75676854,13.837684710532542,12.255727887216677,7.022120314957589,6.983836422980379,7.010275060610476,9.444319992241892,20.278,20.278,14.159768479519927,10.38514578818647,13.647014427282084,13.83616729665444,10.928887607338531,9.295619050683323,10.246826224104927,20.278,15.033252606671478,9.128119890441353,20.278,16.93721464660801,8.510583112440179,12.197627185261052,14.360138206226553,11.246205501317347,12.37027895801731,10.497552065375308,9.705927348677852,20.278,20.278,9.479114868142045,12.685107042986337,11.156009016838734,13.170876305557746,12.951777055820056,12.007685317752905,13.70139991924846,12.27805568576377
58013.221386035,13.827527070674055,12.243856670962888,7.080356126399489,7.048908321533355,7.077232758084002,9.66466849826739,14.38713175983314,20.278,13.30932940328578,10.155994815896294,13.135606420424796,13.789937187509954,11.004650317021001,9.092670374928451,10.227657519220585,20.278,20.278,8.99829769830527,20.278,16.204599909637473,7.723467899540652,12.238323804979931,14.388458534114609,11.2540428998204,12.380586866800032,10.45670049119402,9.759123137453535,20.278,20.278,9.539476388473767,12.7327617724865,11.13027255673786,13.24989823560112,12.904653008441024,12.051613012805204,13.8224252942147,12.365185163799392
57649.876249725,13.810950780255435,12.256765098769826,7.193611694554666,7.153555464932652,7.187108911258261,9.391544893790858,20.278,20.278,13.389014157335163,9.942749153453446,13.077540079106814,13.861334682182607,11.03477582918251,9.148813403311296,10.233637678533903,20.11572406170432,20.278,8.886831463229592,20.278,20.278,8.066815907776316,12.196686832106304,14.329415377746711,11.262722204230974,12.363014373581125,10.44337736341573,9.631791067642636,20.278,20.278,9.548682041363664,12.683390042086266,11.122066904898482,13.209811764208556,12.911933139904212,12.010934721884048,13.817675573807902,12.39418291986628
58377.247329875,13.853274590250395,12.245700428309132,7.170071166198315,7.119296722475663,7.161156381922084,9.784142710874082,13.56604685092321,14.507185033833798,14.08668931946502,9.9138616656374,12.842522090904474,13.943939794106791,11.002926356066578,9.174949632817361,10.26590815067279,20.278,20.278,9.005865065451085,20.278,16.78198836064672,8.310471100517551,12.20856809246759,14.281780069555413,11.262163889612518,12.389970906347857,10.463882299071514,9.857743541485322,20.278,20.278,9.562646016993005,12.711099834020633,11.117013374152554,13.128395323233,12.951133620859837,12.0071227068416,13.809041377718225,12.36520956537585
58170.74094165,13.753468452319416,12.171581712413865,7.29355574715581,7.256844696391547,7.307539013645536,9.647890953826069,20.278,13.568495055885217,13.462967093967329,9.896949411991523,12.920269504622986,13.732370192202273,11.088491973997423,9.051170724627775,10.237542619669417,20.278,20.278,9.033600865138935,20.278,20.278,8.337367038427878,12.165752361400292,14.335133525241686,11.257546257388471,12.34400604753155,10.444273054929402,9.727034888399723,20.278,20.278,9.880584262257585,13.067174309750088,11.122978913489202,13.227249116174642,12.88784498663863,12.016660652010517,13.829369819025674,12.331801957301478
59630.57087209,13.871870991359408,12.206573943690731,7.2346702201722755,7.186622275874638,7.252929949475207,9.325478360200048,20.278,20.278,14.565856954066925,10.317212596261752,13.548954793608994,13.62500125544823,10.918898994616278,9.04760656978578,10.251776008794812,13.564008682675665,13.04848589708495,9.140145556047676,20.278,20.278,8.690706290284163,12.161247696823006,14.217962978503389,11.291861427791076,12.306132215392294,10.507877923341239,9.767851963478362,20.278,20.278,9.11397906996781,13.102344852617806,11.132294078619521,13.192667238386461,12.867002029161307,12.000714194642956,13.804502932374499,12.279726526758493
56726.941547124996,13.751072469313572,12.179178375973905,7.410424744383939,7.3647592886470585,7.427210632723324,9.529488395018308,20.278,14.0719180291433,13.639861723759326,9.842732604971587,13.366570962348332,13.615203922906641,11.070836053705019,9.233037931495947,10.222635679473028,15.972017909746048,20.278,8.904314540785904,20.278,20.278,7.994043966209509,12.153916119766087,14.137728151548297,11.263961478474856,12.321313060650708,10.42803831598804,9.726804667477717,20.278,20.278,9.52472912740032,12.96449311201327,11.125701248084047,13.153243856995296,12.898523847023858,11.96011757294644,13.818337856599964,12.419238405625117
