time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20
58897.28188215,13.087740403831022,14.176823732783498,12.661691904536687,9.91478513860579,10.437422890592511,20.278,14.702757102151676,20.278,7.683338661309423,9.985791563524053,13.43790176018643,20.278,11.79417704509519,20.278,14.387142485186127,14.069831464846713,14.34227276176569,6.873508968454002,7.0382947778736655,14.869924500448402,20.278
57251.850564385,13.403258724203239,14.193657635734173,12.668486854126577,9.91164303129022,10.425908864985594,20.278,14.798413486366568,20.278,7.634733373414453,10.152411280692197,13.462238637328591,20.278,11.755299148165635,20.278,14.400234614634043,14.055355228189025,14.38312836904309,6.985338999953645,7.063709878528141,14.854353753838991,20.278
57072.013073865004,13.128707930117155,14.168621140256276,12.658521002230767,9.89696322094162,10.419090493415258,20.278,14.728554447416222,20.278,7.614431169160128,9.746908094249083,13.42449873478387,20.278,11.737717029354592,20.278,14.429835172037905,14.083956332246446,14.356471813133405,7.0231379810057595,7.159387875869123,14.855223319246422,20.278
59059.86452416,13.404678924478358,14.214218645551966,12.677633236911996,9.922469192029348,10.442307550690144,20.278,14.721261062917547,20.278,7.670627616017819,10.40633227591539,13.470938105918226,20.278,11.82217446800751,20.278,14.386981999072166,14.071849822498,14.365028720051603,6.734398977154872,6.934476074952575,14.783064501271204,20.278
57436.18095401,13.133586544408107,14.211143725626492,12.676911370348401,9.909909527826901,10.428308191376226,20.278,14.688504657619296,20.278,7.627910481934481,9.821611498726094,13.452485620931633,20.278,11.731161595856097,20.278,14.424496572429215,14.077806253607536,14.41005614258359,7.020696641839042,7.102541805790172,14.794801124129995,20.278
58698.66401136,13.380511435977935,14.23266819924338,12.661277380486089,9.90885878450855,10.441925319737,20.278,14.644554372084947,20.278,7.6467845143379,10.424417508587455,13.479440625569216,20.278,11.811010319754457,20.278,14.435996586893035,14.095857681597591,14.326445998857741,6.830566306174581,7.0144924942212326,14.938301572720869,20.278
59262.823686100004,13.104706697469327,14.177657215331104,12.663945004559352,9.917156761713617,10.447136879743473,20.278,14.672353068695042,20.278,7.686737606240736,9.990952469771443,13.446473155458003,20.278,11.77314045273744,20.278,14.397067764867328,14.088902184505935,14.353476585410245,6.875389337799766,7.028425051377774,14.829373948224484,20.278
56888.486754690006,13.434558736577932,14.188624013867853,12.657003954426829,9.933968766742005,10.42408312148494,20.278,14.723063719093851,20.278,7.652876470318243,10.255895635777648,13.430811305523553,20.278,11.742934728380613,20.278,14.398195264419286,14.040065018787189,14.33490341052169,7.165762331193643,7.246501646746894,14.873690828004976,20.278
56708.74904782,13.126916852898322,14.17919428197722,12.654926550148401,9.912377569381915,10.419922857780948,20.278,14.704493639876294,20.278,7.610821495900338,9.7696166385671,13.458257549524115,20.278,11.717068397689308,20.278,14.387486094186839,14.086243895913608,14.371204311196832,7.113292568713583,7.193658059363146,14.842725428090025,20.278
59425.65154668,13.38228152957361,14.208286663384927,12.675466935205694,9.92431740090833,10.447492762075054,20.278,14.67923340319612,20.278,7.688079759094399,10.409774903697203,13.485389680849616,20.278,11.784981514372856,20.278,14.392465616654054,14.036637569522588,14.37202615446106,6.749623572335701,6.9524573089056405,14.895176092532019,20.278
