time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11
55210.710560695,13.69007118487321,14.830929153926933,7.273048793538563,14.383309522642662,13.03603456036138,10.562863772782176,9.139645716713362,14.616930407078371,12.632307438455731,15.751234975337852,12.472108910602339,20.278
58319.77513709,13.700355631261749,15.018526805071739,7.191319317662889,14.347275252945428,13.070858868313655,11.28874079972537,9.289376658910102,14.578395479365478,12.62118463193294,15.75407476935388,12.45863213902252,20.278
57757.506280985,13.703052078681102,14.942989254062718,7.246615316092703,14.349082907142998,13.076255032370463,11.16298694778152,9.381191363378186,14.565935245094071,12.637976526150757,15.716621148321043,12.466659707600256,20.278
59211.598459445,13.69681740063271,14.906576956908514,7.198374415346382,14.387060178024965,13.067598958835955,10.972198190234886,9.140275600932354,14.590715529314528,12.643536004598333,15.606250956419972,12.470210867575682,20.278
57591.61808076,13.695309578769352,14.955050494151907,7.2520624886065645,14.395138454603426,13.064866041594849,11.392836968588913,9.26325980016752,14.610173006177893,12.622883458956665,15.773255861638276,12.46019145037362,20.278
57955.655904995,13.692327693407858,14.98770177675354,7.1957020772975,14.363730357088881,13.06281774988536,11.591293668228241,9.491578228918634,14.585982012386243,12.638206518913405,15.79694405907136,12.441089342203474,20.278
58119.770398445005,13.663121294091455,14.925674924326186,7.251698012651388,14.394086671429724,13.061821968929848,11.112578290658355,9.362910827476954,14.537426929522246,12.625456461431387,15.672776740645801,12.478586050938747,20.278
55397.74304,13.670986947734223,14.83345245931521,7.322733195201683,14.359989659999504,13.058177554985283,10.619978443943399,9.223215487512464,14.620953858833802,12.61890687129364,15.779232260070325,12.475460745250558,20.278
59575.91252044,13.68993123574095,14.976332833727708,7.232446136043985,14.377232605414967,13.069942991019117,10.88487281560534,9.249470613992312,14.586881237768557,12.634687184125825,15.514642005965575,12.464629640216609,20.278
57400.093437765,13.699496254758197,14.951938872895811,7.238365643500868,14.383028388016943,13.063106900425643,10.822142727035759,9.314844556000985,14.593175952205248,12.618634337200444,15.60847883449758,12.478779452658232,20.278
59415.291673665,13.683761612233686,14.89097802885483,7.171490175984265,14.365270175152459,13.071912017845579,11.357368901091927,9.236290438121344,14.613638277952381,12.652140482657922,15.91344852619036,12.468946157730622,20.278
58848.095840485,13.667145344207475,14.943002472516595,7.232806414594845,14.393629977445466,13.071560981310801,10.919282121090504,9.196070253966903,14.624286931619151,12.637281004944741,15.634113385725998,12.463729923531195,20.278
57224.46108371,13.681961221685645,14.982556175646002,7.295881978888018,14.37109232545083,13.058305115383641,11.20219034170403,9.336823972685224,14.563218809191241,12.625742814984054,15.746680421157006,12.461824616735536,20.278
56673.540225745,13.667609374009002,14.953989814675868,7.357674930646401,14.381428897662177,13.059202782514625,10.775139041465895,9.39280245793252,14.596952053020795,12.621065413292444,15.50059549114644,12.45266715112361,20.278
58685.907318544996,13.680983951741178,14.998269894113829,7.156387712418511,14.352990082006501,13.062828741372867,11.33032890331079,9.224164153436217,14.54994217462877,12.649726232141193,15.763152522377991,12.465827908765645,20.278
57036.507381735006,13.671251275972951,14.887831822886659,7.328459262443386,14.385669888441791,13.045818284311483,10.769121620548544,9.309285119480855,14.680209582567686,12.622979499695935,15.656379129281463,12.464903422583339,20.278
59051.395482784996,13.691592042408468,15.037053457108602,7.133985182745644,14.364252846414084,13.07488684822383,11.288607027226382,9.108645791629392,14.614277997054906,12.641344012457088,15.778072336537553,12.456094576289852,20.278
58480.283987974995,13.671174019669635,14.983194362530508,7.208886724045441,14.403634864673696,13.067609526773163,10.97434214066791,9.250320832252523,14.562198906469163,12.633932950438203,15.60663756373616,12.467713228464401,20.278
56860.528084085,13.67768316572444,14.936295310771156,7.211550078903831,14.399498173978921,13.055847408641421,10.918482205041643,9.265569309596634,14.563317384461575,12.637120369038621,15.773388063583637,12.449375615402284,20.278
