time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17
57231.15822067,12.542007103678143,13.794285609614482,12.888777980471195,13.138059234495927,13.625847837872671,13.489805120013141,14.225658981827886,11.724047511185958,14.35298958585229,10.391052568094032,12.18117615332923,14.531840092771649,14.303828233182516,12.922828004856179,14.786217628575795,14.542067220805606,13.567636334277918,13.963789718968126
58852.178681285,12.538611869789824,13.779161055626489,12.910368899436564,13.036866419689332,13.631026893720568,13.518079107496048,14.166240736309014,11.731844712374315,14.34301287953019,10.441582793551381,12.191309561492243,14.549427274485277,14.280264459859561,12.939968381295417,15.147439664071042,14.449159703461358,13.578644311528953,13.960194300759843
58693.697330929994,12.560968545093472,13.782132609282453,12.914617482610723,13.163049030922267,13.648718933942225,13.512169159348492,14.24442404224389,11.73523580412358,14.37194575855584,10.430942459560187,12.178172417063807,14.530778161235638,14.309199410076717,12.966546605173624,14.862877678789962,14.46734053262077,13.59770486588158,13.9454376872815
56679.79335182,12.529403596594335,13.795911581095934,12.878765047362782,13.038798035105161,13.605238932421045,13.49018291639002,14.18518195949529,11.73146621715975,14.35005984388457,10.406608484950736,12.176972967728416,14.499108570227259,14.275867819316185,12.928874031889087,15.115082727995672,14.546480354786135,13.551950600488583,13.958177469512837
57041.889204245,12.51878657514032,13.774584902094821,12.858672806045453,12.963539691656308,13.626670833734943,13.498240139786365,14.144714950030467,11.699837862617072,14.419358333318948,10.328384229933894,12.176089474423044,14.548187511634017,14.33437911602181,12.931915610847431,15.153148184947225,14.484130895003345,13.588613022603985,13.936530323512164
59057.80954811,12.576100195564878,13.786692095375939,12.871082240524396,13.126696563282943,13.674537839072363,13.511481038184888,14.159340811319806,11.73836492500733,14.344844438093343,10.480971970694116,12.174209815603334,14.506360913792493,14.313273120638256,12.968435595467872,14.778847078441851,14.501569443938095,13.593472259805342,13.974278988107022
58486.625614815,12.520259321557136,13.778366930687161,12.933030481762707,13.051911113583367,13.632129754070231,13.493968300334206,14.129656739077637,11.719201414120962,14.381290302381949,10.445206578073064,12.195468075717864,14.495954029522826,14.30017092211998,12.948278839229824,15.122397990535832,14.515357181874164,13.565074514934409,13.971204288440536
56869.315974815,12.52726963871681,13.774559623752982,12.893814178117365,13.143092081180532,13.615332556317084,13.510878298222854,14.164831540054577,11.718827526620391,14.36279563438123,10.308106313020312,12.186516921807817,14.451681711957162,14.306288273824501,12.942394290469073,14.799280608214206,14.485626987147844,13.582220336533082,13.961495697796828
57765.229232804995,12.542227937522222,13.783324704790056,12.894101152964359,13.023071234324522,13.620382103278537,13.546518047000022,14.114589110844769,11.729872339598431,14.344248145900343,10.50979182349689,12.171413728486945,14.511252128971568,14.271586711750588,12.913443071423197,15.173855171096864,14.506061494607218,13.58200897202285,13.932076450653472
55217.884389344996,12.48971619291146,13.808041902827277,12.893456131243335,13.05200442667027,13.61148169996868,13.470426622422496,14.223985232519757,11.723661515731287,14.372065842503696,10.610309065170464,12.170107884121848,14.57485440097114,14.292171351378355,12.928149187637734,14.979930766956729,14.444846466874717,13.5957180432596,14.04120502122458
58330.25057905,12.55957311409753,13.790526257524169,12.881184292540572,13.154415976877436,13.635421896567681,13.507116368719833,14.234241520562877,11.734184002467742,14.380131733751446,10.451490774317318,12.186927818753317,14.552961199473845,14.31268690954057,12.972133382107904,14.83545020216499,14.458990412037869,13.594720438082545,13.959723744212567
59217.86979425,12.542307759410386,13.786572826913082,12.934770328049607,13.062812667544476,13.609470951359679,13.51615000837577,14.135030533209449,11.714263334241878,14.314844462425663,10.47420161842937,12.19560941562977,14.504356557060136,14.342725221665475,12.951256489489191,15.061072100599844,14.458716227562755,13.605033266860529,13.948236407348638
57596.766408979995,12.54222202866038,13.783146883231657,12.878642354477902,13.133445331432402,13.627666717697236,13.472202438373172,14.22711998459595,11.732252599028994,14.378074218897785,10.49395621478917,12.178740292974352,14.52807838690143,14.324115606176827,12.935362801747152,14.806571349548674,14.441508744208958,13.581104230689123,13.97111384310979
55407.505315335,12.529689243522764,13.822447413955198,12.902869697062483,13.068870673168599,13.616209505023983,13.484248467097924,14.16235909025436,11.730314147104094,14.323968763866027,10.490862120725442,12.177326839571277,14.558863698883261,14.347048540874274,12.914346636197765,14.97263847410254,14.525847188396598,13.550408846347349,13.956731101661406
58125.85231789,12.547282911982606,13.80005487159153,12.918102134019554,13.041280123443778,13.589623451549114,13.510532045311633,14.145734793688021,11.726578579531283,14.356091433665684,10.329143354034915,12.204776750750678,14.537794110431294,14.289897647774858,12.94368003002415,15.09350312289247,14.51557715282842,13.573146576977098,13.930505023107242
57962.273902945,12.56280842739472,13.749523546685372,12.885050717919151,13.138209868495283,13.606549205874847,13.470152961476828,14.157485057987875,11.721541626235428,14.36540694712435,10.540606464282453,12.194629467770984,14.533376552845258,14.3342105269637,12.95213656907148,14.754373407993304,14.517011702796664,13.612490565436596,14.011422298117166
59586.033410899996,12.549225177372216,13.782890119901328,12.9318872987106,13.0556327930737,13.609771954445291,13.525858200973609,14.207680814038705,11.729470887423817,14.3678294860196,10.609912066989548,12.187978496915798,14.597089638153188,14.333069988890799,12.939487893023019,15.091738845662316,14.564730023976567,13.613561107964879,13.934374800828236
