time,aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30
58086.483268165,13.697250412282163,11.108112374844495,12.226753418888366,15.479315033972448,12.143554681034374,14.188456449611095,14.032841365539616,14.279908709269877,9.826009187004585,13.643596026705412,13.872025328355136,10.197806953900601,14.048270131048232,12.886350401906453,16.1834881663694,17.74395875209565,13.066981393522083,15.824865778427283,14.81989189810969,13.915196062923538,14.35852279256986,14.34701384503052,14.3763470018681,8.163714546443353,15.028615948231012,12.961343843279488,13.914812131429262,20.278,14.608064263385172,13.564798354072064,14.354361847435877
55339.50041537,13.738260371243898,11.08627544958517,12.210324848483431,15.557436441619325,12.14682726306308,14.210334097408145,14.094835511987155,14.317439933367046,9.805276240453427,13.598439199164346,13.991723247155134,10.084299172000524,14.154006866337594,12.891781149200451,15.956633267675338,17.239501633969212,13.050914646753474,16.071177213152687,14.70765442560169,13.909896561977101,14.40538385732843,14.378257568497423,14.490993742321958,8.15215616792301,15.20078057037528,12.951248058628968,13.934695638986925,14.526055532847042,14.639287458644455,13.540262749038401,14.466036048704924
59185.90081816,13.720323769789553,11.115325948841813,12.216007836556361,15.559162612901591,12.133952806678654,14.10215304044511,14.045825548029702,14.293799572655562,9.813349189988838,13.618637224664537,13.838445943880414,9.854983879931236,14.158727124299828,12.893227927180513,16.208867843298652,17.75112492027197,13.071415185018536,15.83358228388044,14.843956199435155,13.90109281557783,14.401601641885014,14.398871496751434,14.41668158834924,8.172822399630467,15.148717424781099,12.98293196144382,13.931989980963065,20.278,14.613508180530724,13.59829264448157,14.450841709800608
58975.834770595,13.764892006275476,11.121393080558232,12.227729530420593,15.632850697808506,12.11642472705186,14.140436242913607,14.021312270731514,14.326993187713034,9.819314325909348,13.603373397098826,13.841032187233957,10.065596885078321,14.151768183258932,12.904477231990043,16.061221614473475,17.02093006932995,13.071371844662556,15.89801101435487,14.761311584528775,13.895980174930633,14.368372011815486,14.386909963919198,14.508681433012294,8.165380613228065,15.0047414643041,12.98275186630872,13.960501758114752,15.335456611233134,14.620037384261968,13.559222953307449,14.379572004228654
57884.06504638,13.74691318999389,11.117659559551909,12.222180578596207,15.652111825339803,12.120201012690966,14.127485176933165,14.083599071163855,14.254713774891577,9.825578856080893,13.635137410291891,13.867899696917291,10.23475979516883,14.078360329882399,12.892171823767107,16.22271948025334,16.488404057739512,13.07574277165228,15.767523758368059,14.748624047948669,13.914792403464356,14.381046893204958,14.368559635126596,14.431790587599485,8.16165003770366,15.018386785383855,12.967343654116258,13.93576357611713,15.52172261091795,14.718581701563977,13.57810934001048,14.334798533974329
59339.967576875,13.763187775479516,11.12277613285472,12.227330208122707,15.696229425803159,12.132423103307712,14.120529974764784,14.059365385196992,14.34616661529394,9.826209910610963,13.634127027114157,13.87758653332893,9.70855246542687,14.087300722447813,12.896929770993092,16.76263850466513,16.550338212743775,13.083381557864593,15.746675662738363,14.80686637860388,13.944905882111044,14.320352453007546,14.371381015741152,14.456164519668302,8.167046519114923,15.00066138515282,12.964002963712266,13.910039612304045,16.285364511495594,14.662233362606232,13.56021727969758,14.379690423052166
56802.89488431,13.751828553682062,11.106839307364103,12.21381095766927,15.639141902764974,12.122026998843513,14.162617447953355,14.06927290690322,14.281831590901989,9.815984342012356,13.627288954293086,14.009308802204734,9.542501824490568,14.106607453679706,12.904714847200818,15.938575588238125,16.160568488590048,13.063589494663075,15.647666739631099,14.755150709486896,13.88216909431915,14.322548975229603,14.348745710716576,14.464329015506435,8.158376585352011,15.145762522805727,12.937568362099203,13.911566383871751,14.387850521451458,14.64385188214318,13.533016529017095,14.337657867886382
58244.621601065,13.787029915292765,11.121844414998437,12.234115691299891,15.613288371091102,12.132337468180635,14.106900310040531,14.040802914995849,14.258515464653117,9.82096194859615,13.614220030142027,13.854581480545416,10.200093242127116,14.113003843926306,12.90146198676216,16.446776719900072,16.136200500993123,13.075999122866975,15.940721954052096,14.767905082815895,13.94467935098764,14.366297576140852,14.367840860061765,14.457999898758294,8.158337267549472,15.113738500808724,12.960189818529782,13.925914339493234,14.925411949693926,14.62832419643087,13.550671289428248,14.339533159683794
57722.103008189995,13.710149778545736,11.113041868720154,12.204259799257285,15.56349825451274,12.13858925819655,14.16480650276466,14.043397566619523,14.277231136098182,9.82026652415666,13.600506923985733,13.882185184239676,10.173088248891633,14.118680727289739,12.881361936592493,16.109637378721395,20.278,13.040713856914499,15.862183164462733,14.8363390963524,13.91299919138476,14.35331011346049,14.390301346503113,14.425910478435531,8.167067397623741,15.053975455838794,12.973760582836873,13.915426278054857,20.278,14.597757971672783,13.568161997056988,14.42345076071331
58817.61322546,13.692909917452608,11.117769150348296,12.210467957921939,15.457963544516607,12.136798929671608,14.114217387689035,14.071660026861425,14.300669826939076,9.832852360277524,13.657235174881288,13.8088319319942,9.96324213304701,14.13604512918239,12.89198302796668,16.33440894002249,17.793687934089213,13.077295112050345,15.701836059489773,14.880352593333912,13.911126448122518,14.396631019030327,14.40869087937749,14.408051149945136,8.167822736098143,15.017425711925933,12.965776515798199,13.912766836614736,20.278,14.590114136300398,13.578827877421338,14.392888570604187
