time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47
59402.810537729994,12.435047273768138,12.549647590848368,11.232120715578867,19.22,13.152582681274275,10.795424671760848,10.56613177942705,19.22,12.885206203720154,13.109425773417312,13.829295965197717,19.22,13.709635233324963,13.942863918191486,13.057984521555278,10.936431261840282,13.170677225035222,15.607856997620363,12.56282174028534,16.28253009317205,14.315760266667828,13.297426638964975,19.22,19.22,10.033983578014917,19.22,8.48625607784528,13.97049843030622,14.322137052704987,11.900095762248402,13.085700318486202,13.075523106670502,14.106896448369472,13.47648196593587,13.260233039784962,13.748331214017329,14.313054029801737,14.268904485259732,15.934754768800163,12.110017274846895,14.286264911763668,14.51819510246588,19.22,14.024381865248616,19.22,12.309320896191482,10.714515738152196,19.22
57575.994753599996,12.389310802238564,12.508115624102519,11.202711638383612,19.22,13.146204094862767,10.778701752138838,10.540101537700428,19.22,12.84488496185678,13.138741930993548,13.804148648400579,19.22,13.648037257694979,13.89779940421856,13.074795997992497,10.937314272316833,13.095373479091538,15.053260720484582,12.52690226525774,15.970691401068313,14.218788010110755,13.231099505482883,19.22,19.22,10.014749590381347,19.22,8.384494264536896,13.804117677693082,14.607049623577948,11.894894491340061,13.098605659503244,13.085095014978771,14.212778436361477,13.5128503480508,13.148392837130295,13.781299911878982,14.289757206879232,14.365858722131925,15.38679495806512,12.050725314496177,14.042667874282925,14.436890846229657,19.22,13.738819714557158,19.22,12.285899508742292,10.691229122916358,19.22
58105.040496595,12.422192856648989,12.530079161911125,11.196247471341515,19.22,13.083853838016923,10.76428879634554,10.53198009292964,19.22,12.843720740576334,13.183314034324857,13.849804168022994,19.22,13.760550206640785,13.853887058423327,13.076428976536002,10.593035272074165,13.250425659950245,15.397394209271036,12.5699316065355,19.22,14.343433997729369,13.263163593140687,19.22,19.22,10.000402501366434,19.22,8.419670314224296,13.758522109858236,14.571584377844772,11.887198284897611,13.064780499801694,13.069748717879753,14.078549186542851,13.402706330865332,13.141103833531952,13.538938468186407,14.057545129066726,13.843289387004376,19.22,12.092581817995642,13.593872585234616,14.57103435936227,19.22,13.846815692356067,19.22,12.379099713900164,10.688415452369446,19.22
56658.846041575,12.449783938910707,12.564128084138629,11.19107386357589,19.22,13.154848368752498,10.791121123234342,10.527470516735256,19.22,12.873359769374156,13.092954899517009,13.75661056401687,19.22,13.727782452786593,13.819180427924161,13.046712130143852,10.436986640244564,13.145534468672468,14.931587378229102,12.52564808421318,19.22,14.448059960858702,13.21626708116655,19.22,19.22,9.992310033596432,19.22,8.332266559291504,13.699166926278766,14.557596602473842,11.849404573903783,13.104391669754767,13.079024957789441,13.913216582508978,13.393273661890658,13.171107388949702,13.560392296992626,14.134149743705347,13.762326181368154,15.869919685080523,12.069394362112424,13.856547764825935,14.573512311730829,19.22,13.951662837185536,19.22,12.375482509351318,10.657394642353362,19.22
58467.16288171,12.380627052269796,12.47232981599589,11.216865329141145,19.22,13.11097223977434,10.759109485957367,10.544516876693521,19.22,12.797848184638672,13.124124887262749,13.949708134124625,19.22,13.661606260349863,13.891592741156108,13.114159137981154,10.680621365286298,13.064693903851497,15.00383185291244,12.51143687023304,19.22,14.354948923592696,13.22296696390672,19.22,19.22,9.999494400479442,19.22,8.435700293316525,13.729918770490857,14.627031375793386,11.87121718215464,13.122339174242073,13.129390372421849,14.023998967775954,13.431047005513488,13.209582870581347,13.502815122867736,14.300032433440425,13.835353097290382,17.778879573168783,12.076937021033899,13.615829768588933,14.669667987394803,19.22,13.918160588987801,19.22,12.409568907438095,10.684082879604414,19.22
59562.45149141,12.418975949564503,12.527179927333702,11.212776208728995,19.22,13.145976356359563,10.767716438810027,10.550304239206094,19.22,12.81038049595835,13.12068664773541,13.816468952107568,19.22,13.711035830980576,13.748147026321428,13.054790022751055,10.89333210984501,13.132197300540264,15.105212191585467,12.55496241247009,19.22,14.261903971170865,13.317553518058615,19.22,19.22,10.01521410520571,19.22,8.41374095473678,13.737426652966251,14.604174100449972,11.833449553439989,13.131961516211964,13.136283800326256,14.073886813910669,13.413689594297106,13.160944470111739,13.573436671281128,14.13602067904655,13.949239737975784,17.28412499779458,12.093833099879706,13.497679386463181,14.591590448609804,19.22,14.057566265817695,19.22,12.430372849679372,10.67961986596695,19.22
57744.339506035,12.411741731543996,12.51430291424872,11.19181879122157,19.22,13.068868179786826,10.743135383172193,10.540266182463768,19.22,12.877787303929255,13.106658270864314,13.897006261150532,19.22,13.722083478493875,13.817308720464885,13.058461797093504,10.719515666202529,13.196630417179447,15.087308750481283,12.54147299448891,19.22,14.260399422961344,13.240793044220476,19.22,19.22,10.01579216546338,19.22,8.382043602108878,13.831509632738136,14.585620034922554,11.869329163732539,13.135632931336172,13.131752528521567,14.062020958070702,13.380212412350838,13.172182845440094,13.55293958655495,14.261807919956706,13.971303283691629,16.017795133091585,12.096341138496772,14.195999467525086,14.54138092146391,19.22,13.896785871297775,19.22,12.396596961568656,10.688376000683407,19.22
55383.62225672,12.377491682901914,12.509757772055663,11.160379128507138,19.22,13.095597207575805,10.7388789600631,10.509520950192893,19.22,12.803871745411195,13.050648593917696,13.716600513550462,19.22,13.679997317486123,13.721556315478528,13.047710385205793,10.38057353435358,13.122154825292123,14.945303348374692,12.517730348342026,19.22,14.155321984044518,13.184276840323902,19.22,19.22,9.972469637313806,19.22,8.272747157159483,13.67351396678937,14.274053192827333,11.81393310977866,12.99976200457763,12.985445545357159,13.938057110391757,13.488596499614031,13.137963140892714,13.752626395966072,14.169202896103906,14.099827234480085,19.22,12.023897472542458,14.37214646337494,14.520355776932236,19.22,14.050129575734696,19.22,12.196626872497665,10.661638070967367,19.22
58305.90435363,12.411284287745325,12.534337002921868,11.209411362845438,19.22,13.15119253977016,10.774752536291473,10.550791962665269,19.22,12.832041234280661,13.167060460848566,13.811460528421895,19.22,13.66009562631873,13.918464961138659,13.085568238783567,10.782796700362196,13.173337890587533,15.070180796449224,12.518283293562524,19.22,14.218191123283042,13.297682157847015,19.22,19.22,10.028378980231878,19.22,8.408004836586723,13.800306410710096,14.586406475788692,11.887102313164387,13.080405528069962,13.078723304512206,14.041598717290578,13.473874557948117,13.177143284004504,13.84619037419643,14.286581263479453,14.258954186280004,16.064410867351018,12.08932515374399,13.734445694546634,14.737092575986521,19.22,13.779904522921685,19.22,12.30524882006914,10.70242608527431,19.22
57940.141458945,12.396270738160952,12.519359316550764,11.215120627067341,19.22,13.110240849408104,10.761994466677232,10.547074998563783,19.22,12.845723222294968,13.124681979975787,13.89029639583117,19.22,13.735858745946489,13.827085918714255,13.032490777537221,10.616656971351915,13.14693446377614,15.048737488823841,12.519252447656436,19.22,14.197410308488404,13.256404687160517,19.22,19.22,10.016481050699484,19.22,8.42263596212214,13.712459948691643,14.230462988177354,11.870271282908,13.114189901830104,13.118611356134135,13.9845092089446,13.475168115285335,13.159089384104293,13.719074266296627,14.275827434440414,14.106351439504802,15.416368932853041,12.070120778842792,13.635396620812697,14.448533069874356,19.22,13.848852798430988,19.22,12.285016320504921,10.667311393524656,19.22
