time,TARGET aperture:0,aperture:1,aperture:2,aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8,aperture:9,aperture:10,aperture:11,aperture:12,aperture:13,aperture:14,aperture:15,aperture:16,aperture:17,aperture:18,aperture:19,aperture:20,aperture:21,aperture:22,aperture:23,aperture:24,aperture:25,aperture:26,aperture:27,aperture:28,aperture:29,aperture:30,aperture:31,aperture:32,aperture:33,aperture:34,aperture:35,aperture:36,aperture:37,aperture:38,aperture:39,aperture:40,aperture:41,aperture:42,aperture:43,aperture:44,aperture:45,aperture:46,aperture:47
58305.90435363,12.394726867335326,12.489016836446922,11.335623181328726,20.278,13.17044719627689,10.93016627796501,10.524992290643736,20.278,12.81769032372829,13.622856843387966,13.80350994821656,20.278,13.712784858979676,14.12105376563128,13.45737853829616,11.214250078866398,13.231851788414795,20.278,13.284715863623397,14.164376316140862,14.168780505414079,14.17880143833932,20.278,11.961562231484539,10.032620020131779,20.278,9.851616204895988,13.9565858982093,13.72033271907883,12.041450758561963,13.234648863243288,13.233805418025405,14.082273751806275,13.595648808946855,13.22783120567599,13.589154444620783,14.3714500863609,13.91861602445927,16.37737161014634,12.15268193667083,13.098036661508239,14.484730120011742,20.278,13.343099603958391,20.278,12.810679125849726,10.781519744903015,20.278
57384.946527925,12.373277988658637,12.467227577592078,11.338153646915215,20.278,13.259887216432757,10.929213218346407,10.527180922014974,20.278,12.803871677782915,13.657576873720155,13.774032529982001,20.278,13.716262818578688,14.133591804699632,13.417868229605043,11.035170658577439,13.243875714774397,20.278,13.293031740268939,15.697460910892746,14.249591295149337,14.154313912893699,20.278,12.148733974970936,10.024870146296495,20.278,9.722518318242717,13.925721800092248,13.786744627377988,12.024020915293814,13.247821913761056,13.233444144610045,14.027495791416571,13.418183877200304,13.19857693761606,13.542990528960862,14.38892685395714,13.722520513389915,20.278,12.140360161417169,13.212997128211862,14.386698205364114,20.278,13.398111700291949,20.278,12.796943645197713,10.792260884101498,20.278
56847.274021845005,12.399861995731888,12.493326443335187,11.324902430176508,20.278,13.185672584020578,10.94509293449738,10.51377421287292,20.278,12.830592969192486,13.650016948011544,13.782400478088713,20.278,13.734494584982196,14.173531514389206,13.463432471063227,11.068553239050113,13.226077542772734,20.278,13.302029020302003,14.417941599559752,14.164427887171147,14.183253084918613,20.278,11.968455058359611,10.023378130377926,20.278,9.756488558178289,13.915511661177606,13.704496972419586,12.03577008546052,13.237690237394029,13.234591593625215,14.081504766610953,13.475668100062654,13.184508088419406,13.577659035193877,14.393411162954575,13.871095438576239,16.459795847159214,12.149390295415994,13.036223153437604,14.461687630123466,20.278,13.342093842156242,20.278,12.785731189409203,10.768273332679689,20.278
59562.45149141,12.399604075990306,12.500927643982068,11.331905293930161,20.278,13.294231343571566,10.915164702562466,10.523353751425882,20.278,12.805195938882681,13.671245846056417,13.751981852169491,20.278,13.721281663236697,14.163899471191522,13.437996873537783,11.315374630110634,13.218804542305143,20.278,13.308386002384621,14.536164507216176,14.210327449688709,14.141932529998556,20.278,12.08277373270793,10.040138261510656,20.278,9.818474845755826,13.93676370380299,13.697208243886816,12.03920341618486,13.271563087995952,13.249517971662643,13.991138606107668,13.461713054220908,13.190415128456294,13.643863570522242,14.375499681304948,13.772259627531374,20.278,12.161013901326205,13.29054695990832,14.436468888955458,20.278,13.438071264250258,20.278,12.818907140913355,10.786236008526265,20.278
57210.35779692,12.38698555217509,12.483371541591952,11.331766885583713,20.278,13.186184414198765,10.935091396142717,10.523155954442172,20.278,12.821865670512254,13.624699406841742,13.772657974232681,20.278,13.729496719002833,14.173190349633712,13.447656324674576,11.284410032850596,13.209747309662907,20.278,13.291665439026142,14.125237283460246,14.115328507296185,14.18325546748047,20.278,11.92360736757476,10.023316361114993,20.278,9.698168303835846,13.902274987819895,13.731986607531228,12.027831836367548,13.259384599797599,13.255692765259415,14.055088945329814,13.504230754800917,13.22565641610907,13.569518718615901,14.414484245041185,13.901011551153674,16.56476743186672,12.14607537432058,12.91982522474939,14.454999690036146,20.278,13.327616401379574,20.278,12.793102184944159,10.775507867780826,20.278
58467.16288171,12.398918007672732,12.493957858577302,11.344210884306596,20.278,13.272129770150874,10.913497178341737,10.524733785067506,20.278,12.804695835387289,13.6700336670868,13.762118618149074,20.278,13.763426640352991,14.162302984991012,13.417226950562688,11.137578299232434,13.229000786291047,20.278,13.297360183015163,15.312251340373821,14.198991933301093,14.166366363601517,20.278,12.096120532274186,10.039063545811489,20.278,9.89235614137628,13.957578664106336,13.747044761508365,12.023014712808925,13.228456283396639,13.210221003462577,14.014627055947381,13.491331623282436,13.216689517921473,13.611360091633186,14.379657256946045,13.799028066491106,20.278,12.149771794909755,13.39752861018461,14.440960695678857,20.278,13.467988379354106,20.278,12.791458431080342,10.798743769721867,20.278
59402.810537729994,12.408676003217439,12.502491860647325,11.340071051902047,20.278,13.159905338705874,10.924894841200478,10.540937161992911,20.278,12.830470580982228,13.641431120626972,13.789256098291789,20.278,13.755974604620183,14.169216093797953,13.463125577120946,11.319898158320003,13.231751612424544,20.278,13.293183222549855,14.120230238432095,14.183074376481478,14.195411653068424,20.278,11.917299861039654,10.043391327568996,20.278,9.910129287028974,13.972963118850528,13.716516123995723,12.041457938943546,13.250203651864801,13.245225756027198,14.055950709565208,13.54433967169781,13.230221588883962,13.607519823870994,14.409607848763715,13.914925471655016,16.524151106173367,12.152605135624375,13.200853338205556,14.506931669596407,20.278,13.354901776026091,20.278,12.821510217601217,10.772837294780514,20.278
57023.397338865005,12.376768347260162,12.472892248396217,11.318925420071938,20.278,13.313624074556449,10.945653804411027,10.507382233842165,20.278,12.813829780213197,13.637881579827505,13.694534754792889,20.278,13.70722449727347,14.12525422928598,13.4120380659026,11.048257913590948,13.21952901535174,20.278,13.279834768224442,16.040036837080205,14.267124865344838,14.142523081143889,20.278,12.229548438294536,10.017312230070237,20.278,9.756675816397175,13.90179189967528,13.717872546545454,12.024196153310653,13.236152473696237,13.219765738743257,13.99911410424051,13.3932331538719,13.195129060361069,13.55302903994016,14.36593894184542,13.685157799375075,20.278,12.137456690327435,13.277501647140634,14.461297744717038,20.278,13.409249334368122,20.278,12.789714031287653,10.771496792551575,20.278
55383.62225672,12.368316248269577,12.489795972396932,11.324421382169234,20.278,13.257310636690116,10.923464899500125,10.511078800951996,20.278,12.806409222810727,13.636016296316551,13.74742946875345,20.278,13.72437251724942,14.135781916281518,13.471437008067566,10.897095898537161,13.238673881782654,20.278,13.252145212210594,15.884165094501698,14.192266147443686,14.151335878836084,20.278,12.281951767202681,10.012545796632955,20.278,9.773429341648761,13.91777479047291,13.473942468624541,12.01172347877098,13.243540532554197,13.224363534561343,14.037068597384748,13.416857733996805,13.219434157747639,13.633723021452559,14.354697116648559,13.841971772015636,20.278,12.129285281444048,12.941387153509496,14.495984129888777,20.278,13.377865603425272,20.278,12.760105855983516,10.77498818054581,20.278
57940.141458945,12.397704049483854,12.492546666017441,11.334300920643786,20.278,13.165045026320415,10.899246588876787,10.52271630605589,20.278,12.83061577195898,13.657411958780264,13.760558960302623,20.278,13.741466288068755,14.119713636750886,13.442774748250002,11.059922248591581,13.202143747028007,20.278,13.298806290844018,14.441082326065345,14.15908333881864,14.154590730746111,20.278,11.98427722771679,10.028797470676237,20.278,9.819759891812323,13.925037684257887,13.777818774831756,12.039505787947443,13.225751734201133,13.224566748780598,14.02156689027242,13.577597860481337,13.215718071470617,13.569629827169763,14.426571891577636,13.89642256736222,16.683784287150132,12.14638496389444,13.084338039831286,14.422859187601661,20.278,13.320782047829413,20.278,12.787376778585898,10.769550641704493,20.278
