\fixlen = T
\RowsRetrieved = 777
\QUERY_STATUS = 'OK'
\ in_row_id
\ in_ra
\ in_dec
\ scan_id
\ ___ scan ID
\ scangrp
\ ___ scan group ID
\ frame_num
\ ___ frame number in scan
\ band
\ ___ WISE band number
\ qual_frame
\ ___ quality score value for frame
\ moon_sep
\ ___ distance from frame center to moon
\ dtanneal
\ ___ time since last anneal
\ saa_sep
\ ___ distance from frame center to SAA boundary
\ unixt
\ date_obs
\ ___ date and time of mid-point of frame observation, UTC
|               in_row_id|                   in_ra|                  in_dec|  scan_id|  scangrp|               frame_num|                    band|              qual_frame|                moon_sep|                dtanneal|                 saa_sep|                   unixt|               date_obs|               fname               |
|                     int|                  double|                  double|     char|     char|                     int|                     int|                     int|                  double|                  double|                  double|                  double|                   char|               char                |
|                        |                        |                        |         |         |                        |                        |                        |                        |                        |                        |                        |                       |                                   |
|                    null|                    null|                    null|     null|     null|                    null|                    null|                    null|                    null|                    null|                    null|                    null|                   null|               null                |
                        1       76.685000000000002      -3.3594400000000002    90571a        1a                       97                        1                       10       151.19822704980501                   999999       106.92785000000001       1518344626.0179999 2018-02-11 10:23:46.018           90571a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90571a        1a                       98                        1                       10       151.70787514244299                   999999               107.084254       1518344637.0179801 2018-02-11 10:23:57.018           90571a098-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90575a        5a                       97                        1                       10       150.27968659810401                   999999       65.160805999999994         1518355936.14398 2018-02-11 13:32:16.144           90575a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90575a        5a                       98                        1                       10         150.772441504044                   999999       65.401550999999998         1518355947.14798 2018-02-11 13:32:27.148           90575a098-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90579a        9a                       97                        1                       10       149.32479974698001                   999999                29.548323       1518367246.2660201 2018-02-11 16:40:46.266           90579a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90579a        9a                       98                        1                       10       149.80087193888599                   999999       29.942066000000001         1518367257.26998 2018-02-11 16:40:57.270           90579a098-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90581a        1a                       72                        1                       10       148.53366456613099                   999999                21.574365       1518372901.3310201 2018-02-11 18:15:01.331           90581a072-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90581a        1a                       74                        1                       10       148.99594611915299                   999999       22.250717000000002         1518372912.33498 2018-02-11 18:15:12.335           90581a074-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90583a        3a                       97                        1                       10       148.34160969357799                   999999                13.350852       1518378556.3959799 2018-02-11 19:49:16.396           90583a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90583a        3a                       98                        1                       10       148.80140386472999                   999999       13.977138999999999       1518378567.3999801 2018-02-11 19:49:27.400           90583a098-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90585a        5a                       72                        1                       10       147.52888905624999                   999999                  4.40787       1518384211.4650099 2018-02-11 21:23:31.465           90585a072-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90585a        5a                       74                        1                       10       147.97506519883299                   999999       5.1703799999999998       1518384222.4649899 2018-02-11 21:23:42.465           90585a074-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90587a        7a                       97                        1                       10         147.335330083934                   999999                 5.379575         1518389866.53001 2018-02-11 22:57:46.530           90587a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90587a        7a                       98                        1                       10       147.77887061159899                   999999       5.8879140000000003         1518389877.52999 2018-02-11 22:57:57.530           90587a098-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90589a        9a                       72                        1                        5         146.522621199604                   999999       14.237776999999999         1518395521.59501 2018-02-12 00:32:01.595           90589a072-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90589a        9a                       74                        1                       10       146.95276206577799                   999999       14.927830999999999         1518395532.59499 2018-02-12 00:32:12.595           90589a074-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90591a        1a                       97                        1                       10         146.324338621355                   999999       28.604510999999999       1518401176.6600101 2018-02-12 02:06:16.660           90591a097-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90593a        3a                       26                        1                       10          145.84759448589                   999999       45.699046000000003            1518406798.72 2018-02-12 03:39:58.720           90593a026-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90597a        7a                       72                        1                       10         144.399361194904                   999999       89.419567999999998       1518418141.8509901 2018-02-12 06:49:01.851           90597a072-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90597a        7a                       74                        1                       10         144.799973994966                   999999                89.927149       1518418152.8510101 2018-02-12 06:49:12.851           90597a074-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90601a        1a                       72                        1                       10       143.30584730047499                   999999       112.64034599999999         1518429451.97701 2018-02-12 09:57:31.977           90601a072-w1-int-1b.fits 
                        1       76.685000000000002      -3.3594400000000002    90601a        1a                       74                        1                       10       143.69240916505001                   999999               112.891346         1518429462.97699 2018-02-12 09:57:42.977           90601a074-w1-int-1b.fits 
